effective_date,ticker,action,primary_source,secondary_source,agreement,confidence,note
2011-02-28,AYE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-02-28,JOY,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-03-01,COV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-03-01,MFE,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-04-01,EW,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-04-01,Q,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-04-04,BLK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-04-04,GENZ,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-04-28,CMG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-04-28,NOVL,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-06-02,ANRZQ,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-06-02,MEE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-07-01,MPC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-07-01,RSHCQ,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-07-06,ACN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-07-06,MI,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-09-26,MOS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-09-26,NSM,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-10-14,CEPH,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-10-17,TEL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-11-01,ITT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-11-01,XYL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-11-23,CBE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-11-23,JNS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-12-12,GAS,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-12-13,GAS,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-12-19,AKS,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-12-19,BWA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-12-19,DLTR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-12-19,MWW,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-12-19,PRGO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2011-12-19,SUNEQ,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2011-12-21,TLAB,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2011-12-21,TRIP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-01-03,CPWR,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-01-03,WPX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-03-13,CCI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-03-13,CEG,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-04-02,MHS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-04-04,FOSL,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-05-01,PSX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-05-01,SVU,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-05-22,MMI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-05-25,ALXN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-05-25,EP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-05-25,KMI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-06-05,LRCX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-06-05,NVLS,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-06-29,HSH,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-06-29,MNST,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-07-02,PGN,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-07-02,STX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-07-27,GR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-07-31,ESV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-09-05,LYB,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-09-05,SHLD,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-10-01,ATGE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-10-01,LXK,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-10-01,PNR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-10-02,ADT,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-10-02,ANRZQ,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-10-02,KRFT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-10-05,PETM,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-10-05,SUN,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2012-12-03,CBE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-12-03,DG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-12-12,GRMN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-12-12,RRD,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2012-12-24,APTV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2012-12-24,TIE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-01-02,ABBV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-01-02,FII,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-02-14,BIG,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-02-14,PVH,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-05-01,REGN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-05-01,TMUS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-05-07,CVH,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2013-05-09,MAC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-05-24,DF,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-05-24,KSU,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-06-07,GM,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-06-07,HNZ,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-06-24,FHN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-06-24,ZTS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-07-01,APOL,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-07-01,NWSA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-07-09,NLSN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-07-09,S,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2013-09-11,BMC,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2013-09-11,DAL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-09-23,AMD,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-09-23,AME,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-09-23,LDOS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-09-23,VRTX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-10-29,DELL,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2013-10-29,RIG,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2013-11-13,KORS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-11-13,NYX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-12-02,ALLE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-12-02,JCP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-12-09,MOLX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-12-10,GGP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,ADS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,ANF,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,FB,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,MHK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,TER,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2013-12-23,VIAV,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-01-24,LIFE,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2014-01-24,TSCO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-03-24,GMCR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-03-24,WPX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-04-02,CLF,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-04-02,ESS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-04-03,GOOG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-05-01,BEAM,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2014-05-01,NAVI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-05-01,SLM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-05-01,UAA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-05-07,LSI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-05-08,AVGO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-06-20,IGT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-06-20,XEC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-07-01,AMG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-07-01,FRX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-07-02,MLM,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-07-02,X,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-08-07,DISCK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-08-19,MNK,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2014-08-19,RDC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-09-22,BTUUQ,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-09-22,GHC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-09-22,UHS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-09-22,URI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-11-05,JBL,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-11-05,LVLT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2014-12-05,BMS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2014-12-05,RCL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-01-27,COV,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-01-27,ENDP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-01-27,HCA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-01-27,SWY,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-12,PETM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-12,SWKS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-03-17,CFN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-18,HSIC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,AAL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,AVP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,DNR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,EQIX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,HBI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,NBR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-03-23,SLG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-04-07,O,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-04-07,WIN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-06-12,LO,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-06-12,QRVO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-06-30,TEG,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-07-01,BXLT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-01,JBHT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-01,QEP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-07-02,ATI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-07-02,CPGX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-02,MWV,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-07-02,WRK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-06,KHC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-06,KRFT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-07-07,FDO,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-07-09,AAP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-20,NE,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-07-20,PYPL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-07-27,DTV,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-07-29,SIG,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-08-31,ATVI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-08-31,PLL,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-09-03,HSP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-09-03,UAL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-09-21,CMCSK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-09-21,FOX,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-09-21,NWS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-10-08,JOY,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-10-08,VRSK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-11-02,HCBK,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-11-02,HPE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-11-10,FCPT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-11-17,FCPT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-11-18,GNW,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-11-18,SIAL,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-11-18,SYF,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-11-19,ILMN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-11-30,CSRA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2015-12-01,DXC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-12-14,CMCSK,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2015-12-28,ALTR,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2015-12-29,CHD,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-01-04,CCEP,ADD,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-01-04,CPRI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-01-05,FOSL,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-01-05,WLTW,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-01-19,EXR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-02-01,BRCM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-02-01,CFG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-02-01,FRT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-02-01,PCP,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-02-22,CXO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-02-22,PCL,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-03-03,GMCR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-03-04,AWK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-03-04,CNX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-03-07,UDR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-03-24,POM,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-03-30,CNC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-03-30,ESV,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-03-30,HOLX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-04-04,CAM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-04-04,FL,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-04-08,UA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-04-18,THC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-04-18,ULTA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-04-25,GME,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-04-25,GPN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-02,ADT,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-05-03,AYI,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-12,SNDK,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-05-13,ALK,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-18,DLR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-18,TWC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-05-23,ARG,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-05-23,LKQ,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-31,AJG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-05-31,CCE,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-05-31,CCEP,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-06-03,BXLT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-06-03,TDG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-06-21,CVC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-06-24,FBHS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-07-01,ALB,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-07-01,CPGX,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-07-01,GAS,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-07-01,LNT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-07-01,TE,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-07-05,FTV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-09-06,MTD,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-09-07,EMC,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-09-08,CHTR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-09-23,COO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-09-23,HOT,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-10-03,COTY,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-10-03,DO,REMOVE,qzzcl,leandroloi,False,NOT_CROSS_CHECKED,secondary source roster was implausibly small in this window (see membership_audit.json)
2016-12-02,EVHC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-12-02,LM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2016-12-02,MAA,ADD,qzzcl,leandroloi,True,CONFIRMED,
2016-12-02,OI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-01-05,IDXX,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-01-05,STJ,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-02-27,SE,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-02-28,INCY,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-01,CBOE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-01,PBI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-03-02,ENDP,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-03-02,REG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-13,DISH,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-13,HAR,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-03-13,LLTC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-03-16,SNPS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,AMD,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,ARE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,FSLR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,FTR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,RJF,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-03-20,URBN,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-04-04,DXC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-04-04,SWN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-04-05,DNB,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-04-05,IT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-02,INFO,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-02,TGNA,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-06-15,MJN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,AABA,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-06-19,ALGN,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,ANSS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,HLT,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,R,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,RE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-06-19,TDC,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-07-25,RAI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,AOS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,BBBY,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,DRE,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,MGM,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,MNK,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-07-26,MUR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,PKG,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-07-26,RIG,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-07-26,RMD,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-08-07,BHF,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-08-08,AN,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-08-28,WFM,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-08-29,IQV,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-09-01,DD,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-09-01,DOW,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2017-09-01,DWDP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-09-01,SBAC,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-09-13,SPLS,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-09-18,CDNS,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-10-13,LVLT,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2017-10-13,NCLH,ADD,qzzcl,leandroloi,True,CONFIRMED,
2017-12-29,BCR,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2018-01-03,HII,ADD,qzzcl,leandroloi,True,CONFIRMED,
2018-03-07,IPGP,ADD,qzzcl,leandroloi,True,CONFIRMED,
2018-03-07,SNI,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
2018-03-19,CHK,REMOVE,qzzcl,leandroloi,False,UNRESOLVED,no matching secondary event within tolerance window
2018-03-19,NKTR,ADD,qzzcl,leandroloi,True,CONFIRMED,
2018-03-19,PDCO,REMOVE,qzzcl,leandroloi,True,CONFIRMED,
