date,Q1,Q2,Q3,Q4,Q5,horizon
2007-01-19,0.033286090942927955,0.034615177752592916,0.033074801318996865,0.03240553676717698,0.03455811976052107,10
2007-01-22,0.03761963675392594,0.03852171549841871,0.0387098981023749,0.037405057921313066,0.04306237277257955,10
2007-01-23,0.031175448687154,0.03338388745907861,0.03416597208280868,0.029516234030316498,0.034479760172896536,10
2007-01-24,0.028194708028382375,0.027045285442467967,0.0291282165570745,0.02524110191763459,0.0298130792754004,10
2007-01-25,0.041609964365005477,0.04096587906966237,0.038777979340138345,0.04045416733805935,0.050803396414424544,10
2007-01-26,0.02735161653169942,0.02809699553744561,0.02831606922664739,0.02783846122080423,0.03094033868960753,10
2007-01-29,0.02235380610915666,0.021878389503450796,0.021851273694123333,0.021499892076802116,0.021147289240293184,10
2007-01-30,0.021204933729822458,0.02194232190238829,0.023164365622825586,0.023664959666345697,0.026207537248011385,10
2007-01-31,0.02171081192814665,0.02083553229352398,0.02501495519571191,0.021703075282240157,0.02721973206966978,10
2007-02-01,0.016618796866610455,0.01482714405610767,0.01629001835480983,0.014342112934348956,0.020202332441446494,10
2007-02-02,0.0156611983840032,0.01347627754505308,0.017041872072132383,0.015145257140544032,0.021534073671867347,10
2007-02-05,0.031261415532506075,0.023568244032914708,0.027196448432864683,0.024718861771844722,0.03301955422284692,10
2007-02-06,0.032560536596708725,0.02275080242937469,0.021698288417661735,0.027144211305827726,0.031655350661225545,10
2007-02-07,0.03312399102311074,0.024872635835344138,0.01715750387369161,0.02636021448409453,0.026274021581369298,10
2007-02-08,0.031317103245460345,0.021874368282279625,0.01959113217055641,0.022334403105438924,0.021661909543854954,10
2007-02-09,0.03987453028660269,0.03159529854451921,0.030082901667022873,0.024564134233678765,0.0330033384851362,10
2007-02-12,-0.0017779295458051647,0.0011446079481320377,-0.00436645670648501,-0.005941182368095834,-0.00590191104396707,10
2007-02-13,-0.0051612914180025156,-0.008496221986798596,-0.009738896089558873,-0.01470396694538082,-0.009525068789646384,10
2007-02-14,-0.013675197226329022,-0.012636096224545682,-0.01941918017542037,-0.022965437070309062,-0.01871838605270405,10
2007-02-15,-0.0341136695071621,-0.02893385143945135,-0.03926475909793938,-0.03999870398150169,-0.04405316178936878,10
2007-02-16,-0.06425418863496915,-0.04543594347056387,-0.05487320337596861,-0.05396800218554845,-0.06587138773622137,10
2007-02-20,-0.05336351694045296,-0.03963110523610744,-0.04475057819004368,-0.04251759745442908,-0.05159568884371692,10
2007-02-21,-0.05915082999075388,-0.04384100235486418,-0.044893096217873685,-0.046603225950029414,-0.05580860992263856,10
2007-02-22,-0.0632568662649122,-0.04280310320320207,-0.04247729899149371,-0.04200439470167176,-0.0455201968299017,10
2007-02-23,-0.06161712665471297,-0.03754800585609742,-0.043450623298068515,-0.03780651566441349,-0.04045761757401247,10
2007-02-26,-0.05930834295691084,-0.032306875095410484,-0.03731945954160644,-0.029288566552072227,-0.03256215492667928,10
2007-02-27,-0.04357326107617717,-0.01997334700178613,-0.022316839027915893,-0.01643026589635613,-0.013262538776070736,10
2007-02-28,-0.035186819632418764,-0.018075953040291068,-0.016001447084813183,-0.012650460520438011,-0.011015989015503555,10
2007-03-01,-0.02680267289601011,-0.0070946548307554815,-0.006494331241382159,-0.002790545765934115,-0.0018234337646811788,10
