formation_date,entry_date,exit_date,n_holdings,gross_return,net_return,turnover,cost,median_marketcap,median_adv_proxy
2002-02-19,2002-02-20,2002-03-20,232,0.0871053422015931,0.0861053422015931,1.0,0.001,928.55,
2002-03-19,2002-03-20,2002-04-18,237,0.0037706936983705544,0.003505987816017613,0.2647058823529412,0.00026470588235294115,1069.1,
2002-04-17,2002-04-18,2002-05-16,237,-0.038049740751082854,-0.03830807408441619,0.25833333333333336,0.00025833333333333334,955.3,
2002-05-15,2002-05-16,2002-06-14,240,-0.16720315863519883,-0.16743344909163035,0.23029045643153526,0.00023029045643153525,914.6,
2002-06-13,2002-06-14,2002-07-15,243,-0.10205738126311985,-0.10232898620139146,0.2716049382716049,0.0002716049382716049,883.6,
2002-07-12,2002-07-15,2002-08-12,244,-0.08017823330807132,-0.08041798740643198,0.23975409836065573,0.00023975409836065573,888.9,
2002-08-09,2002-08-12,2002-09-10,244,0.04266175376230678,0.04241175376230678,0.25,0.00025,963.0,
2002-09-09,2002-09-10,2002-10-08,240,-0.14117652820431656,-0.14146751181087394,0.29098360655737704,0.00029098360655737705,950.15,
2002-10-07,2002-10-08,2002-11-05,235,0.2260277986363485,0.22581498871899314,0.2128099173553719,0.00021280991735537192,921.9,
2002-11-04,2002-11-05,2002-12-04,231,0.029523385328926146,0.02922125766935168,0.3021276595744681,0.00030212765957446803,1068.0,
2002-12-03,2002-12-04,2003-01-03,231,-0.02353357105777139,-0.023858246382446716,0.3246753246753247,0.0003246753246753247,1118.8,
2003-01-02,2003-01-03,2003-02-03,231,-0.04966907284401977,-0.04992122801643357,0.2521551724137931,0.0002521551724137931,1010.4,
2003-01-31,2003-02-03,2003-03-04,235,-0.024205172702633202,-0.024445598234548095,0.2404255319148936,0.00024042553191489362,1055.1,
2003-03-03,2003-03-04,2003-04-01,236,0.022462271658261843,0.022192229464169017,0.270042194092827,0.000270042194092827,990.25,
2003-03-31,2003-04-01,2003-04-30,238,0.08398651467433772,0.08370710290963183,0.27941176470588236,0.00027941176470588236,981.1,
2003-04-29,2003-04-30,2003-05-29,235,0.07464970254319576,0.07442701346756551,0.22268907563025211,0.0002226890756302521,971.0,
2003-05-28,2003-05-29,2003-06-26,237,0.026106848562106696,0.025850546041098293,0.25630252100840334,0.00025630252100840333,1244.35,
2003-06-25,2003-06-26,2003-07-25,239,0.055001353799516234,0.0547430204661829,0.25833333333333336,0.00025833333333333334,1069.6999999999998,
2003-07-24,2003-07-25,2003-08-22,237,0.07505644612902074,0.07478371885629347,0.2727272727272727,0.0002727272727272727,1131.7,
2003-08-21,2003-08-22,2003-09-22,240,0.04809764931974676,0.04781872369991205,0.27892561983471076,0.00027892561983471076,1250.15,
2003-09-19,2003-09-22,2003-10-20,239,0.022084042073310942,0.02182055659613252,0.26348547717842324,0.00026348547717842323,1157.5500000000002,
2003-10-17,2003-10-20,2003-11-17,238,0.012035812393826544,0.011817062393826544,0.21875,0.00021875,1191.9,
2003-11-14,2003-11-17,2003-12-16,239,-0.019527676890123934,-0.019783926890123933,0.25625,0.00025625,1236.4,
2003-12-15,2003-12-16,2004-01-15,241,0.12940159928496694,0.12915471131816197,0.24688796680497926,0.0002468879668049793,1194.6,
2004-01-14,2004-01-15,2004-02-13,245,0.013109443265026771,0.01289602863088043,0.21341463414634146,0.00021341463414634146,1324.1999999999998,
2004-02-12,2004-02-13,2004-03-15,246,-0.04187813753783964,-0.042075718183000925,0.1975806451612903,0.0001975806451612903,1105.6,
2004-03-12,2004-03-15,2004-04-13,249,0.06900822670567508,0.06883222670567508,0.176,0.00017599999999999997,1037.35,
2004-04-12,2004-04-13,2004-05-11,251,-0.15084689603212814,-0.15106004344248672,0.21314741035856574,0.00021314741035856572,1040.7,
2004-05-10,2004-05-11,2004-06-09,253,0.08142588349583658,0.08126249766906493,0.16338582677165353,0.00016338582677165352,844.3,
2004-06-08,2004-06-09,2004-07-09,258,-0.028004644006797672,-0.028265261767415433,0.2606177606177606,0.0002606177606177606,1034.9,
2004-07-08,2004-07-09,2004-08-06,270,-0.09313953216843056,-0.09335249513139351,0.21296296296296297,0.00021296296296296298,986.2,
2004-08-05,2004-08-06,2004-09-03,281,0.04315384198408299,0.042912707232309937,0.24113475177304963,0.00024113475177304963,903.4,
2004-09-02,2004-09-03,2004-10-04,286,0.08795092611838318,0.08765022681768388,0.3006993006993007,0.00030069930069930067,1000.0,
2004-10-01,2004-10-04,2004-11-01,282,-0.0022441064785864565,-0.002455644940124918,0.21153846153846154,0.00021153846153846155,1093.1,
2004-10-29,2004-11-01,2004-11-30,282,0.09949444651969483,0.09928041143197554,0.21403508771929824,0.00021403508771929825,1057.1,
2004-11-29,2004-11-30,2004-12-29,284,0.025398724224854754,0.025119210335965866,0.2795138888888889,0.0002795138888888889,1256.1999999999998,
2004-12-28,2004-12-29,2005-01-27,291,-0.0579099906772471,-0.05816944084906841,0.25945017182130586,0.00025945017182130587,1319.05,
2005-01-26,2005-01-27,2005-02-25,294,0.040148388953446,0.039958558444971426,0.18983050847457628,0.00018983050847457626,1196.55,
2005-02-24,2005-02-25,2005-03-28,297,-0.016376380986594916,-0.016609602463104983,0.2332214765100671,0.00023322147651006712,1334.7,
2005-03-24,2005-03-28,2005-04-25,299,-0.04391861215420093,-0.04413194548753427,0.21333333333333335,0.00021333333333333333,1383.3,
2005-04-22,2005-04-25,2005-05-23,298,0.023905734259011567,0.023685734259011566,0.22,0.00022,1245.8,
2005-05-20,2005-05-23,2005-06-21,298,0.06743509303419401,0.06724175970086067,0.19333333333333333,0.00019333333333333333,1252.5,
2005-06-20,2005-06-21,2005-07-20,298,0.04521020956041038,0.04500854289374371,0.20166666666666666,0.00020166666666666667,1401.5,
2005-07-19,2005-07-20,2005-08-17,293,-0.011028318708227066,-0.011217281918929407,0.18896321070234115,0.00018896321070234115,1365.8000000000002,
2005-08-16,2005-08-17,2005-09-15,295,0.03388433933622378,0.033667896383203645,0.21644295302013422,0.0002164429530201342,1265.9,
2005-09-14,2005-09-15,2005-10-13,295,-0.0774639214090263,-0.07773328167838657,0.26936026936026936,0.0002693602693602694,1260.7,
2005-10-12,2005-10-13,2005-11-10,294,0.06264515774235252,0.06243640353359831,0.20875420875420875,0.00020875420875420873,1166.5,
2005-11-09,2005-11-10,2005-12-09,294,0.05737434687703908,0.05717569367838588,0.19865319865319866,0.00019865319865319865,1263.7,
2005-12-08,2005-12-09,2006-01-10,296,0.039988619250339336,0.03976788346438616,0.22073578595317725,0.00022073578595317725,1118.5,
2006-01-09,2006-01-10,2006-02-08,301,0.02435950074602884,0.024166058123078017,0.19344262295081968,0.0001934426229508197,1276.4,
2006-02-07,2006-02-08,2006-03-09,304,-0.008656446792349034,-0.00884108731522485,0.184640522875817,0.000184640522875817,1301.1,
2006-03-08,2006-03-09,2006-04-06,302,0.09035706625344925,0.09013157605737082,0.22549019607843138,0.00022549019607843136,1325.85,
2006-04-05,2006-04-06,2006-05-05,304,0.0311099423985094,0.030883558033688554,0.2263843648208469,0.00022638436482084686,1325.5,
2006-05-04,2006-05-05,2006-06-05,305,-0.08035081492614395,-0.08055793466724427,0.20711974110032363,0.00020711974110032365,1337.3,
2006-06-02,2006-06-05,2006-07-03,307,-0.03485542228631961,-0.03507548701123871,0.22006472491909385,0.00022006472491909387,1209.5,
2006-06-30,2006-07-03,2006-08-01,307,-0.07644543746966409,-0.07662666724312688,0.18122977346278318,0.0001812297734627832,1168.4,
2006-07-31,2006-08-01,2006-08-29,308,0.0029635440824963646,0.0027748344050770096,0.18870967741935485,0.00018870967741935484,1138.35,
2006-08-28,2006-08-29,2006-09-27,309,0.012340979389007752,0.012106155107857591,0.23482428115015974,0.00023482428115015975,1151.6,
2006-09-26,2006-09-27,2006-10-25,310,0.056771881455439266,0.056538654618378564,0.23322683706070288,0.00023322683706070288,1185.9,
2006-10-24,2006-10-25,2006-11-22,308,0.03161829990878221,0.03136829990878221,0.25,0.00025,1198.9,
2006-11-21,2006-11-22,2006-12-21,310,-0.004494210571583649,-0.004698032227634604,0.20382165605095542,0.00020382165605095542,1343.4499999999998,
2006-12-20,2006-12-21,2007-01-24,310,0.005356958177411266,0.005122780962221392,0.23417721518987342,0.00023417721518987343,1265.75,
2007-01-23,2007-01-24,2007-02-22,309,0.0682898754411609,0.06806660500090933,0.22327044025157233,0.00022327044025157233,1154.75,
2007-02-21,2007-02-22,2007-03-22,317,-0.013104522618286,-0.01331521444218537,0.21069182389937108,0.00021069182389937108,1481.75,
2007-03-21,2007-03-22,2007-04-20,318,0.031203852039312814,0.030968649547100977,0.235202492211838,0.000235202492211838,1491.9,
2007-04-19,2007-04-20,2007-05-18,314,-0.009852654967827081,-0.010125240637609013,0.27258566978193144,0.00027258566978193146,1363.6,
2007-05-17,2007-05-18,2007-06-18,313,0.040140937451011396,0.039909687451011394,0.23125,0.00023125,1539.75,
2007-06-15,2007-06-18,2007-07-17,316,0.0297305996965545,0.0294305996965545,0.3,0.0003,1705.15,
2007-07-16,2007-07-17,2007-08-14,319,-0.09617371941400507,-0.09639871941400507,0.225,0.000225,1716.15,
2007-08-13,2007-08-14,2007-09-12,319,0.00832190598998338,0.00813246499619456,0.18944099378881987,0.00018944099378881987,1367.3000000000002,
2007-09-11,2007-09-12,2007-10-10,316,0.11874024526305842,0.11847627010777892,0.2639751552795031,0.00026397515527950313,1460.6,
2007-10-09,2007-10-10,2007-11-07,313,-0.04055034798526456,-0.04072270823371176,0.17236024844720496,0.00017236024844720496,1646.5,
2007-11-06,2007-11-07,2007-12-06,314,-0.05860887517765664,-0.0587724265795258,0.16355140186915887,0.00016355140186915886,1542.15,
2007-12-05,2007-12-06,2008-01-07,312,-0.03762050197505468,-0.03780956447505468,0.1890625,0.0001890625,1531.7,
2008-01-04,2008-01-07,2008-02-05,315,-0.06646279885157245,-0.06663521264467591,0.1724137931034483,0.0001724137931034483,1483.1,
2008-02-04,2008-02-05,2008-03-05,316,-0.013711138637447518,-0.013897659013623066,0.1865203761755486,0.0001865203761755486,1569.85,
2008-03-04,2008-03-05,2008-04-03,316,0.023665047747477654,0.023457500577666334,0.20754716981132076,0.00020754716981132075,1336.2,
2008-04-02,2008-04-03,2008-05-01,317,0.02541424988370169,0.02518384236019072,0.2304075235109718,0.00023040752351097181,1399.2,
2008-04-30,2008-05-01,2008-05-30,315,0.057495330583575394,0.057330753781067556,0.164576802507837,0.000164576802507837,1869.65,
2008-05-29,2008-05-30,2008-06-27,317,-0.04034949178308269,-0.04053817102836571,0.18867924528301888,0.00018867924528301886,1856.15,
2008-06-26,2008-06-27,2008-07-28,316,-0.0365369181783381,-0.03671930811544502,0.18238993710691823,0.00018238993710691822,1894.45,
2008-07-25,2008-07-28,2008-08-25,313,0.0024079517926873005,0.0022308358052264853,0.17711598746081506,0.00017711598746081506,1688.6,
2008-08-22,2008-08-25,2008-09-23,313,-0.0815937994348509,-0.08180696557905152,0.21316614420062696,0.00021316614420062696,1367.3,
