formation_date,entry_date,exit_date,n_holdings,gross_return,net_return,turnover,cost,median_marketcap,median_adv_proxy
2016-03-11,2016-03-14,2016-04-12,313,-0.0031089443310716764,-0.003648626870754216,0.5396825396825397,0.0005396825396825396,1087.2,
2016-04-11,2016-04-12,2016-05-10,308,0.01239707151871879,0.011981736055460003,0.41533546325878595,0.00041533546325878595,1012.4,
2016-05-09,2016-05-10,2016-06-08,306,0.09712750119492622,0.09662428576084262,0.5032154340836013,0.0005032154340836012,964.3,
2016-06-07,2016-06-08,2016-07-07,306,-0.02460887134471197,-0.025034677796324876,0.4258064516129032,0.0004258064516129032,1233.4,
2016-07-06,2016-07-07,2016-08-04,302,0.033366002214556295,0.0330250931236472,0.3409090909090909,0.0003409090909090909,1152.45,
2016-08-03,2016-08-04,2016-09-01,304,0.031812932514650276,0.031374821765464606,0.4381107491856677,0.00043811074918566773,1374.9,
2016-08-31,2016-09-01,2016-09-30,302,0.02080011012932114,0.02037340003160127,0.42671009771986973,0.0004267100977198697,1138.3,
2016-09-29,2016-09-30,2016-10-28,308,-0.04586593264210302,-0.04622794562911601,0.362012987012987,0.000362012987012987,1005.45,
2016-10-27,2016-10-28,2016-11-28,302,0.11336355662167498,0.11293498519310355,0.42857142857142855,0.00042857142857142855,1087.8000000000002,
2016-11-25,2016-11-28,2016-12-27,301,0.02481245908804592,0.024291355191942025,0.5211038961038961,0.000521103896103896,1119.8,
2016-12-23,2016-12-27,2017-01-26,304,-0.0013046842705419924,-0.0016915695164436318,0.38688524590163936,0.0003868852459016394,1209.4,
2017-01-25,2017-01-26,2017-02-24,299,-0.028361557578281266,-0.028774672332379625,0.4131147540983607,0.00041311475409836065,1347.5,
2017-02-23,2017-02-24,2017-03-24,303,-0.021393954530561275,-0.02190870862892193,0.5147540983606558,0.0005147540983606557,1956.8,
2017-03-23,2017-03-24,2017-04-24,300,0.024381967636708152,0.0238999414929173,0.4820261437908497,0.00048202614379084965,2592.25,
2017-04-21,2017-04-24,2017-05-22,302,0.011308736869390244,0.010880632294226845,0.42810457516339867,0.0004281045751633987,2257.45,
2017-05-19,2017-05-22,2017-06-20,303,0.018729337735326045,0.01820972989218879,0.5196078431372549,0.000519607843137255,1744.2,
2017-06-19,2017-06-20,2017-07-19,300,0.01762388444497388,0.01724230549760546,0.3815789473684211,0.00038157894736842105,1656.65,
2017-07-18,2017-07-19,2017-08-16,301,-0.026520143167611164,-0.026873761588663794,0.3536184210526316,0.0003536184210526316,1579.0,
