formation_date,entry_date,exit_date,n_holdings,gross_return,net_return,turnover,cost,median_marketcap,median_adv_proxy
2004-02-12,2004-02-13,2004-03-15,301,-0.05941508163511958,-0.05972468428412621,0.30960264900662254,0.00030960264900662255,753.2,
2004-03-12,2004-03-15,2004-04-13,307,0.07882162760307765,0.07852162760307765,0.3,0.0003,792.7,
2004-04-12,2004-04-13,2004-05-11,311,-0.15238870241870728,-0.15267214190915313,0.28343949044585987,0.0002834394904458599,823.05,
2004-05-10,2004-05-11,2004-06-09,317,0.07506998753224062,0.07466686253224061,0.403125,0.000403125,748.9000000000001,
2004-06-08,2004-06-09,2004-07-09,316,-0.024867712488989446,-0.025172060315076402,0.30434782608695654,0.00030434782608695655,864.45,
2004-07-08,2004-07-09,2004-08-06,321,-0.09027629296420688,-0.0905615690378265,0.2852760736196319,0.00028527607361963187,849.05,
2004-08-05,2004-08-06,2004-09-03,325,0.047738159508324184,0.04739766871077817,0.34049079754601225,0.00034049079754601224,891.25,
2004-09-02,2004-09-03,2004-10-04,326,0.06750927540565686,0.06723320178602496,0.27607361963190186,0.00027607361963190183,963.7,
2004-10-01,2004-10-04,2004-11-01,317,-0.0003211816208109777,-0.0005696478784796893,0.24846625766871167,0.0002484662576687117,1005.5,
2004-10-29,2004-11-01,2004-11-30,313,0.09590859826083113,0.09556641076083114,0.3421875,0.0003421875,990.8,
2004-11-29,2004-11-30,2004-12-29,308,0.03707304701956448,0.036769872416389876,0.30317460317460315,0.00030317460317460317,1011.0,
2004-12-28,2004-12-29,2005-01-27,313,-0.06383744411428303,-0.06414636131173526,0.3089171974522293,0.0003089171974522293,1097.6,
2005-01-26,2005-01-27,2005-02-25,313,0.04732480105437868,0.04701210264168027,0.3126984126984127,0.0003126984126984127,993.6,
2005-02-24,2005-02-25,2005-03-28,316,-0.02243880853946201,-0.022744188286297453,0.30537974683544306,0.0003053797468354431,1110.2,
2005-03-24,2005-03-28,2005-04-25,315,-0.04553784521307317,-0.04584916596779015,0.3113207547169811,0.00031132075471698115,1038.5,
2005-04-22,2005-04-25,2005-05-23,317,0.024565929367729493,0.02426655632697714,0.2993730407523511,0.0002993730407523511,1079.75,
2005-05-20,2005-05-23,2005-06-21,321,0.06807634025438371,0.06777912663209269,0.29721362229102166,0.00029721362229102167,1077.5,
2005-06-20,2005-06-21,2005-07-20,326,0.044398580845073796,0.0441098270456817,0.2887537993920973,0.00028875379939209727,1099.2,
2005-07-19,2005-07-20,2005-08-17,324,-0.00940908619420453,-0.009668177103295438,0.2590909090909091,0.00025909090909090907,1012.8,
2005-08-16,2005-08-17,2005-09-15,327,0.04571457463972365,0.04538124130639032,0.3333333333333333,0.0003333333333333333,876.0,
2005-09-14,2005-09-15,2005-10-13,327,-0.07451860605126236,-0.07477691420836205,0.2583081570996979,0.0002583081570996979,916.4,
2005-10-12,2005-10-13,2005-11-10,327,0.0691197823106547,0.06881162521095682,0.3081570996978852,0.0003081570996978852,863.0,
2005-11-09,2005-11-10,2005-12-09,325,0.05544736001462778,0.05509325667116274,0.3541033434650456,0.00035410334346504556,848.45,
2005-12-08,2005-12-09,2006-01-10,320,0.038468527270313774,0.038188039465435725,0.2804878048780488,0.0002804878048780488,937.5,
2006-01-09,2006-01-10,2006-02-08,323,0.03405740291725092,0.03378770594755395,0.2696969696969697,0.00026969696969696974,1144.2,
2006-02-07,2006-02-08,2006-03-09,330,-0.00163556542470337,-0.0019699027741009604,0.33433734939759036,0.0003343373493975903,999.5,
2006-03-08,2006-03-09,2006-04-06,330,0.1007022312107139,0.10041181204903725,0.2904191616766467,0.0002904191616766467,1117.1,
2006-04-05,2006-04-06,2006-05-05,334,0.03608050842879129,0.03582157985736272,0.25892857142857145,0.00025892857142857146,1161.65,
2006-05-04,2006-05-05,2006-06-05,333,-0.08018549797084085,-0.08046377178036465,0.27827380952380953,0.00027827380952380953,1088.9,
2006-06-02,2006-06-05,2006-07-03,337,-0.02756711103647084,-0.027825986776115808,0.2588757396449704,0.00025887573964497037,1063.45,
2006-06-30,2006-07-03,2006-08-01,339,-0.06827509278634165,-0.06852803396281225,0.2529411764705882,0.0002529411764705882,976.6500000000001,
2006-07-31,2006-08-01,2006-08-29,338,0.0047721578615826715,0.004441748504857525,0.3304093567251462,0.0003304093567251462,1023.9,
2006-08-28,2006-08-29,2006-09-27,340,0.0033781953424208214,0.0030845906912580308,0.2936046511627907,0.0002936046511627907,1015.3499999999999,
2006-09-26,2006-09-27,2006-10-25,338,0.05192864173033521,0.051581258009404975,0.34738372093023256,0.00034738372093023255,1136.75,
2006-10-24,2006-10-25,2006-11-22,337,0.0372362896825945,0.03693773895795682,0.2985507246376812,0.00029855072463768115,1025.2,
2006-11-21,2006-11-22,2006-12-21,340,-0.00024683854917919906,-0.0006471275665202395,0.40028901734104044,0.0004002890173410404,1089.5500000000002,
2006-12-20,2006-12-21,2007-01-24,337,0.011831903496036968,0.011531325461354887,0.30057803468208094,0.00030057803468208096,1060.45,
2007-01-23,2007-01-24,2007-02-22,334,0.07315757963268187,0.07284201767302768,0.31556195965417866,0.0003155619596541786,1023.4,
2007-02-21,2007-02-22,2007-03-22,347,-0.00578042159233442,-0.006138180213024076,0.3577586206896552,0.00035775862068965523,1068.3,
2007-03-21,2007-03-22,2007-04-20,339,0.03491829036950426,0.034659669679849084,0.25862068965517243,0.0002586206896551724,1156.25,
2007-04-19,2007-04-20,2007-05-18,339,0.008542227260503858,0.008273549099584318,0.2686781609195402,0.00026867816091954023,1221.5,
2007-05-17,2007-05-18,2007-06-18,340,0.05151943693544009,0.05120531589797611,0.31412103746397696,0.00031412103746397696,1463.7,
2007-06-15,2007-06-18,2007-07-17,340,0.03100809324878236,0.03073287711045383,0.27521613832853026,0.0002752161383285303,1303.5,
2007-07-16,2007-07-17,2007-08-14,345,-0.08917549402529812,-0.08942765540858343,0.2521613832853026,0.00025216138328530257,1367.4,
2007-08-13,2007-08-14,2007-09-12,347,0.013982193921741487,0.013668273467196033,0.31392045454545453,0.00031392045454545453,1147.6,
2007-09-11,2007-09-12,2007-10-10,341,0.107254829647964,0.10701903419341854,0.23579545454545456,0.00023579545454545454,1175.8,
2007-10-09,2007-10-10,2007-11-07,342,-0.032908297880608305,-0.03313194460425503,0.22364672364672364,0.00022364672364672363,1411.8,
2007-11-06,2007-11-07,2007-12-06,338,-0.04467055648839079,-0.04496970178753609,0.29914529914529914,0.00029914529914529915,1420.9,
2007-12-05,2007-12-06,2008-01-07,340,-0.045995690438099125,-0.04628099303175907,0.28530259365994237,0.00028530259365994236,1662.6,
2008-01-04,2008-01-07,2008-02-05,341,-0.069935255391062,-0.07019103573788281,0.25578034682080925,0.00025578034682080926,1509.85,
2008-02-04,2008-02-05,2008-03-05,338,-0.007052747913467191,-0.007405349069536555,0.35260115606936415,0.0003526011560693641,1286.25,
2008-03-04,2008-03-05,2008-04-03,339,0.013394437677492321,0.013116821398422554,0.27761627906976744,0.0002776162790697674,1402.0,
2008-04-02,2008-04-03,2008-05-01,338,0.022874109305520196,0.02256765769261697,0.3064516129032258,0.0003064516129032258,1295.5500000000002,
2008-04-30,2008-05-01,2008-05-30,335,0.059821191408089,0.059485897290441944,0.3352941176470588,0.0003352941176470588,1259.15,
2008-05-29,2008-05-30,2008-06-27,336,-0.030519122041851306,-0.03085640014836018,0.33727810650887574,0.0003372781065088757,1200.95,
2008-06-26,2008-06-27,2008-07-28,335,-0.036178623395679094,-0.036480398543608086,0.30177514792899407,0.0003017751479289941,1213.4,
2008-07-25,2008-07-28,2008-08-25,332,0.009081073420332582,0.008770422532758617,0.3106508875739645,0.00031065088757396446,872.0,
2008-08-22,2008-08-25,2008-09-23,330,-0.06784518111781712,-0.06818000254638855,0.33482142857142855,0.0003348214285714286,817.5,
2008-09-22,2008-09-23,2008-10-21,327,-0.2776917972089967,-0.27802362904082856,0.33183183183183185,0.00033183183183183186,767.2,
2008-10-20,2008-10-21,2008-11-18,318,-0.1631788956289348,-0.1635758653259045,0.396969696969697,0.00039696969696969696,676.25,
2008-11-17,2008-11-18,2008-12-17,315,0.03334773412522873,0.032970433511731796,0.3773006134969325,0.0003773006134969325,658.45,
2008-12-16,2008-12-17,2009-01-16,303,-0.013880299702524149,-0.01420105441950528,0.32075471698113206,0.00032075471698113204,749.5,
2009-01-15,2009-01-16,2009-02-17,301,-0.045244358969716104,-0.045487865463222595,0.2435064935064935,0.0002435064935064935,833.8,
2009-02-13,2009-02-17,2009-03-17,294,-0.07571816921390491,-0.07600459305496451,0.28642384105960267,0.00028642384105960267,884.1,
2009-03-16,2009-03-17,2009-04-15,283,0.12464731366465573,0.12435239841041844,0.29491525423728815,0.00029491525423728815,861.6,
2009-04-14,2009-04-15,2009-05-13,282,0.08383463462278543,0.08339779251752227,0.4368421052631579,0.0004368421052631579,876.4,
2009-05-12,2009-05-13,2009-06-11,283,0.12424323605497083,0.12378210531292136,0.46113074204946997,0.00046113074204946996,890.2,
2009-06-10,2009-06-11,2009-07-10,283,-0.14550602324300715,-0.14586291370237112,0.3568904593639576,0.0003568904593639576,882.5,
2009-07-09,2009-07-10,2009-08-07,281,0.23435406900954106,0.23406709717855514,0.2869718309859155,0.0002869718309859155,779.0999999999999,
2009-08-06,2009-08-07,2009-09-04,284,0.004137826972364906,0.0037927565498296952,0.34507042253521125,0.00034507042253521125,817.55,
2009-09-03,2009-09-04,2009-10-05,284,0.07504243922829541,0.0747845444914533,0.2578947368421053,0.0002578947368421053,731.3,
2009-10-02,2009-10-05,2009-11-02,288,-0.0327194092718442,-0.032985034271844196,0.265625,0.000265625,757.3,
2009-10-30,2009-11-02,2009-12-01,289,0.044480690007136704,0.044110826993438074,0.3698630136986301,0.0003698630136986301,794.7,
2009-11-30,2009-12-01,2009-12-30,297,0.09317761538404418,0.09280136120344216,0.3762541806020067,0.00037625418060200673,964.4,
2009-12-29,2009-12-30,2010-01-29,301,-0.04483903199328097,-0.04514988725643887,0.31085526315789475,0.00031085526315789474,1007.75,
2010-01-28,2010-01-29,2010-03-01,304,0.04802284438300756,0.047731994709804944,0.2908496732026144,0.0002908496732026144,1041.75,
2010-02-26,2010-03-01,2010-03-29,305,0.07053793064522076,0.0702170837396833,0.32084690553745926,0.00032084690553745926,1134.75,
2010-03-26,2010-03-29,2010-04-27,307,0.0991176827823044,0.09881284407262698,0.30483870967741933,0.0003048387096774193,1188.0,
2010-04-26,2010-04-27,2010-05-25,312,-0.1847553930409199,-0.18507008952654289,0.3146964856230032,0.0003146964856230032,1047.6,
2010-05-24,2010-05-25,2010-06-23,311,0.06151459939376578,0.06115631913898871,0.35828025477707004,0.00035828025477707004,764.0,
2010-06-22,2010-06-23,2010-07-22,313,-0.025072450865461726,-0.025344602764195902,0.2721518987341772,0.00027215189873417724,872.45,
2010-07-21,2010-07-22,2010-08-19,305,-0.004539539659192899,-0.004830678899699228,0.2911392405063291,0.0002911392405063291,1110.75,
2010-08-18,2010-08-19,2010-09-17,310,0.06356521615995409,0.0632148976886165,0.3503184713375796,0.0003503184713375796,1069.8000000000002,
2010-09-16,2010-09-17,2010-10-15,310,0.08764011166205801,0.08739170401874591,0.2484076433121019,0.0002484076433121019,1310.25,
2010-10-14,2010-10-15,2010-11-12,309,0.04049528159267762,0.040204805402201435,0.2904761904761905,0.0002904761904761905,1176.65,
2010-11-11,2010-11-12,2010-12-13,311,0.08591154355756483,0.08554876753232823,0.3627760252365931,0.00036277602523659307,1334.1,
2010-12-10,2010-12-13,2011-01-11,313,0.02006096820216227,0.019775479243171735,0.2854889589905363,0.00028548895899053626,1110.3,
2011-01-10,2011-01-11,2011-02-09,312,0.0301338443532918,0.02988542663177281,0.24841772151898733,0.0002484177215189873,1089.15,
2011-02-08,2011-02-09,2011-03-10,309,-0.0039818068759069096,-0.0042818068759069095,0.3,0.0003,1190.1,
2011-03-09,2011-03-10,2011-04-07,313,0.06962274535928804,0.06933771351215429,0.28503184713375795,0.00028503184713375793,1122.35,
2011-04-06,2011-04-07,2011-05-06,311,-0.035064390969429496,-0.035304007582848025,0.23961661341853036,0.00023961661341853038,1294.9,
2011-05-05,2011-05-06,2011-06-06,307,-0.030564296501509387,-0.030874806055649514,0.3105095541401274,0.00031050955414012733,1341.05,
2011-06-03,2011-06-06,2011-07-05,306,0.05212334338198865,0.05180688768578612,0.31645569620253167,0.00031645569620253165,1319.4,
2011-07-01,2011-07-05,2011-08-02,312,-0.051478585856228526,-0.051791876995469034,0.31329113924050633,0.0003132911392405063,1514.25,
2011-08-01,2011-08-02,2011-08-30,312,-0.09821570205025205,-0.09851949951860649,0.3037974683544304,0.0003037974683544304,1228.9,
2011-08-29,2011-08-30,2011-09-28,309,-0.043106956624644026,-0.04344714649806175,0.3401898734177215,0.0003401898734177215,1292.7,
2011-09-27,2011-09-28,2011-10-26,307,0.051795947069970344,0.051521343895367167,0.2746031746031746,0.0002746031746031746,1565.9499999999998,
2011-10-25,2011-10-26,2011-11-23,305,-0.044290488975121736,-0.04453889661843384,0.2484076433121019,0.0002484076433121019,1382.45,
2011-11-22,2011-11-23,2011-12-22,304,0.0570012681145137,0.05667490155502817,0.32636655948553056,0.0003263665594855306,1096.2,
2011-12-21,2011-12-22,2012-01-24,309,0.029342836947704638,0.02904701701201332,0.2958199356913183,0.0002958199356913183,1131.7,
2012-01-23,2012-01-24,2012-02-22,303,0.06024591040404941,0.05987697836521446,0.36893203883495146,0.00036893203883495146,1185.3,
2012-02-21,2012-02-22,2012-03-21,305,0.012672266249298325,0.01219168372502648,0.48058252427184467,0.00048058252427184465,1039.15,
2012-03-20,2012-03-21,2012-04-19,305,-0.03142249598421871,-0.031716327153049874,0.29383116883116883,0.0002938311688311688,935.4,
2012-04-18,2012-04-19,2012-05-17,305,-0.06873914315098327,-0.06901275878616242,0.2736156351791531,0.00027361563517915315,1191.3,
2012-05-16,2012-05-17,2012-06-15,303,-0.027127108959847337,-0.027531017754635612,0.40390879478827363,0.00040390879478827363,1238.9,
2012-06-14,2012-06-15,2012-07-16,300,0.04157994047299909,0.041314468160295506,0.26547231270358307,0.000265472312703583,1317.35,
2012-07-13,2012-07-16,2012-08-13,297,0.01576140071744652,0.015473819018100115,0.2875816993464052,0.0002875816993464052,1373.1,
2012-08-10,2012-08-13,2012-09-11,298,0.040532060118688415,0.040235702502794374,0.29635761589403975,0.00029635761589403973,1503.8,
2012-09-10,2012-09-11,2012-10-09,289,2.235085265809435e-05,-0.00024353543496732365,0.26588628762541805,0.000265886287625418,1293.55,
2012-10-08,2012-10-09,2012-11-08,292,-0.025831230709394026,-0.026114281556851655,0.2830508474576271,0.0002830508474576271,1224.7,
2012-11-07,2012-11-08,2012-12-07,292,0.00717511677781009,0.006798845591369412,0.376271186440678,0.00037627118644067796,1372.0,
2012-12-06,2012-12-07,2013-01-08,286,0.06450666898505293,0.06418971983251055,0.3169491525423729,0.0003169491525423729,1322.8,
2013-01-07,2013-01-08,2013-02-06,288,0.04609712969942529,0.04580121133207835,0.29591836734693877,0.0002959183673469388,1539.65,
2013-02-05,2013-02-06,2013-03-07,291,0.02024992999802071,0.019903513615768153,0.3464163822525597,0.0003464163822525597,1358.6,
2013-03-06,2013-03-07,2013-04-05,290,-0.031193110494450255,-0.03153270093813626,0.3395904436860068,0.00033959044368600685,1748.5,
2013-04-04,2013-04-05,2013-05-03,289,0.051734630997576775,0.05144182277839869,0.2928082191780822,0.00029280821917808224,1661.7,
2013-05-02,2013-05-03,2013-06-03,290,0.05219451864569078,0.0518293309323802,0.3651877133105802,0.0003651877133105802,1639.2,
2013-05-31,2013-06-03,2013-07-01,292,-0.0008850810560871698,-0.0012071149543922545,0.3220338983050847,0.0003220338983050847,1149.0,
2013-06-28,2013-07-01,2013-07-30,292,0.05331343330496978,0.05303885703378334,0.2745762711864407,0.00027457627118644066,1152.6,
2013-07-29,2013-07-30,2013-08-27,295,-0.008688947869579411,-0.008944840125471667,0.2558922558922559,0.00025589225589225587,1254.6,
2013-08-26,2013-08-27,2013-09-25,300,0.058430929422471606,0.05810867028625898,0.3222591362126246,0.0003222591362126246,1332.0,
2013-09-24,2013-09-25,2013-10-23,297,0.03623331183911712,0.03595608411634484,0.27722772277227725,0.00027722772277227726,1243.0,
2013-10-22,2013-10-23,2013-11-20,301,-0.03572442198976558,-0.036018829884502425,0.2944078947368421,0.00029440789473684207,1244.2,
2013-11-19,2013-11-20,2013-12-19,301,0.02222662363109772,0.021854074611489877,0.37254901960784315,0.00037254901960784314,1469.05,
2013-12-18,2013-12-19,2014-01-21,307,0.033176229007819,0.03288144073420336,0.2947882736156352,0.0002947882736156352,1576.0,
2014-01-17,2014-01-21,2014-02-19,303,-0.011351118893071168,-0.011637763844211233,0.28664495114006516,0.00028664495114006516,1689.7,
2014-02-18,2014-02-19,2014-03-19,309,0.055423807682793376,0.055051639398003734,0.37216828478964403,0.00037216828478964405,1565.2,
2014-03-18,2014-03-19,2014-04-16,309,-0.06607566837838945,-0.06636505744591356,0.28938906752411575,0.0002893890675241157,1504.6,
2014-04-15,2014-04-16,2014-05-15,310,-0.022588037185708457,-0.022854703852375122,0.26666666666666666,0.0002666666666666666,1693.5,
2014-05-14,2014-05-15,2014-06-13,313,0.0481707701152805,0.047836909355786834,0.3338607594936709,0.00033386075949367087,1748.75,
2014-06-12,2014-06-13,2014-07-14,316,0.016105539937179277,0.015803653144726447,0.3018867924528302,0.00030188679245283015,1706.1,
2014-07-11,2014-07-14,2014-08-11,313,-0.033527988535824685,-0.03376540991947248,0.23742138364779874,0.00023742138364779875,2189.1,
2014-08-08,2014-08-11,2014-09-09,315,0.046506269821919216,0.046164577031950565,0.34169278996865204,0.000341692789968652,1867.5,
2014-09-08,2014-09-09,2014-10-07,316,-0.0816875335585839,-0.08199004139557449,0.30250783699059564,0.00030250783699059563,2387.05,
2014-10-06,2014-10-07,2014-11-04,315,0.035501283212507874,0.03517996659808781,0.3213166144200627,0.0003213166144200627,2647.8,
2014-11-03,2014-11-04,2014-12-03,312,-2.751817361389344e-05,-0.00037861535229727903,0.3510971786833856,0.0003510971786833856,2060.8,
2014-12-02,2014-12-03,2015-01-02,305,0.020551539952421587,0.0202266188167749,0.3249211356466877,0.00032492113564668766,2182.9,
2014-12-31,2015-01-02,2015-02-02,309,-0.03681637207054165,-0.037065578419747995,0.2492063492063492,0.0002492063492063492,2208.5,
2015-01-30,2015-02-02,2015-03-03,308,0.05137204423745408,0.051071088823441343,0.30095541401273884,0.00030095541401273885,2078.9,
2015-03-02,2015-03-03,2015-03-31,309,-0.00029426184606361265,-0.000570619673539651,0.2763578274760383,0.00027635782747603834,2219.4,
2015-03-30,2015-03-31,2015-04-29,312,0.009331242015067525,0.009064468852128228,0.26677316293929715,0.00026677316293929713,2004.6,
2015-04-28,2015-04-29,2015-05-28,311,-0.006397059476523936,-0.006710158518057482,0.31309904153354634,0.00031309904153354636,1538.3,
2015-05-27,2015-05-28,2015-06-25,311,0.018429723971550318,0.018065074290021656,0.3646496815286624,0.0003646496815286624,1598.65,
2015-06-24,2015-06-25,2015-07-24,306,-0.04992946846518589,-0.050238385662638115,0.3089171974522293,0.0003089171974522293,1503.35,
2015-07-23,2015-07-24,2015-08-21,309,-0.06361085691954732,-0.06391021997687216,0.29936305732484075,0.00029936305732484076,1589.95,
2015-08-20,2015-08-21,2015-09-21,309,0.015662917412251835,0.015294327668662091,0.3685897435897436,0.0003685897435897436,1584.0,
2015-09-18,2015-09-21,2015-10-19,307,0.015265253278463852,0.015007240457951031,0.25801282051282054,0.0002580128205128205,1512.3,
2015-10-16,2015-10-19,2015-11-16,306,-0.020175523813642,-0.020416681369912093,0.24115755627009647,0.00024115755627009645,1685.1,
2015-11-13,2015-11-16,2015-12-15,305,-0.022461780388450394,-0.022796185533144928,0.33440514469453375,0.0003344051446945338,1634.6,
2015-12-14,2015-12-15,2016-01-14,308,-0.09184128518929276,-0.09212263567160787,0.28135048231511256,0.0002813504823151125,2341.2,
2016-01-13,2016-01-14,2016-02-12,301,-0.04807627510666023,-0.04830369446149894,0.22741935483870968,0.0002274193548387097,2055.1,
2016-02-11,2016-02-12,2016-03-14,306,0.10642113859666867,0.10601175348340006,0.40938511326860844,0.0004093851132686084,1658.65,
2016-03-11,2016-03-14,2016-04-12,305,0.013965772184168576,0.013590772184168575,0.375,0.000375,1521.4,
2016-04-11,2016-04-12,2016-05-10,302,0.005089407091702548,0.004794325124489433,0.29508196721311475,0.0002950819672131147,1686.1,
2016-05-09,2016-05-10,2016-06-08,298,0.06433145033010042,0.06392653229731353,0.40491803278688526,0.0004049180327868853,1351.9499999999998,
2016-06-07,2016-06-08,2016-07-07,300,-0.019730995643285027,-0.020105995643285027,0.375,0.000375,1481.0,
2016-07-06,2016-07-07,2016-08-04,296,0.03470975527319944,0.034416708915583544,0.29304635761589404,0.0002930463576158941,1315.9,
2016-08-03,2016-08-04,2016-09-01,297,0.03139311790454298,0.031021024881287166,0.37209302325581395,0.00037209302325581393,1216.2,
2016-08-31,2016-09-01,2016-09-30,292,0.025025016084101678,0.02467285661566314,0.3521594684385382,0.0003521594684385382,1165.1,
2016-09-29,2016-09-30,2016-10-28,293,-0.051614578145962355,-0.05186206978475834,0.24749163879598662,0.0002474916387959866,1087.2,
2016-10-27,2016-10-28,2016-11-28,288,0.10201128483891986,0.10172653907620799,0.2847457627118644,0.0002847457627118644,1308.1,
2016-11-25,2016-11-28,2016-12-27,288,0.01804815574225855,0.017668494725309396,0.37966101694915255,0.0003796610169491525,1125.3,
2016-12-23,2016-12-27,2017-01-26,293,0.00918195659226198,0.008876213349018737,0.30574324324324326,0.00030574324324324323,1234.6999999999998,
2017-01-25,2017-01-26,2017-02-24,291,-0.028255881459081037,-0.028510949026648604,0.25506756756756754,0.00025506756756756753,1433.9,
2017-02-23,2017-02-24,2017-03-24,293,-0.027109649997526183,-0.027462690538066725,0.3530405405405405,0.00035304054054054054,1544.25,
2017-03-23,2017-03-24,2017-04-24,285,0.029477228108337816,0.029174863243472952,0.30236486486486486,0.00030236486486486484,1697.2,
2017-04-21,2017-04-24,2017-05-22,288,0.013245482938914597,0.012950567684677308,0.29491525423728815,0.00029491525423728815,1724.3,
2017-05-19,2017-05-22,2017-06-20,292,0.0157408281635512,0.015374726468635944,0.36610169491525424,0.0003661016949152542,2036.4,
2017-06-19,2017-06-20,2017-07-19,292,0.026574209652416185,0.026268466409172943,0.30574324324324326,0.00030574324324324323,2395.05,
2017-07-18,2017-07-19,2017-08-16,296,-0.016853662461989105,-0.017080935189261834,0.22727272727272727,0.00022727272727272725,2323.6,
2017-08-15,2017-08-16,2017-09-14,294,0.025768467045725194,0.025477221254479404,0.29124579124579125,0.00029124579124579125,2091.4,
2017-09-13,2017-09-14,2017-10-12,291,0.05153580118358287,0.051226679561961246,0.3091216216216216,0.00030912162162162157,1820.5,
2017-10-11,2017-10-12,2017-11-09,292,0.008829712209186876,0.008587339327830944,0.2423728813559322,0.00024237288135593222,1806.15,
2017-11-08,2017-11-09,2017-12-08,291,0.03441313739779517,0.034120620390992444,0.2925170068027211,0.0002925170068027211,2008.7,
2017-12-07,2017-12-08,2018-01-09,292,0.04495854089304191,0.04467887987609276,0.2796610169491525,0.0002796610169491525,2214.5,
2018-01-08,2018-01-09,2018-02-07,290,-0.048855841486128246,-0.04910668894375536,0.25084745762711863,0.00025084745762711866,2413.5,
2018-02-06,2018-02-07,2018-03-08,289,0.03962663413893866,0.03930922799559395,0.3174061433447099,0.0003174061433447099,2476.9,
