date,nav,weekly_return,vs_spy_weekly,n_holdings,turnover_pct,modeled_cost_bps,realized_cost_bps,fill_quality_pct,composite_score_q1_avg,universe_size,exclusions_nsi,exclusions_quality
2026-09-04,,,,201,100.0000,10.0000,,,0.9005,1467,293,292
