realization_date,signal_date,regime,composite_ret,ibs_ret,rsi2_ret,srs_ret,tue_ret,contrib_ibs,contrib_rsi2,contrib_srs,contrib_tue,cond_overnight_gap_share,cond_abnormal_volume,cond_turnover,cond_total_vol,cond_idio_vol,n_held,n_universe,fac_Mkt-RF,fac_SMB,fac_HML,fac_RMW,fac_CMA,fac_UMD,fac_RF
2001-01-12,2001-01-05,,0.09194323326233951,0.08796257388751026,0.07600058217471753,0.03634610769401714,0.09950028206755646,0.04951430089488646,0.015401886072669685,0.003179332773176382,0.00519404496860803,0.26796398996438636,1.0315091759999364,12491.490755929257,0.058579927998956706,,272,1360,0.03640557308410375,0.0400841721618459,-0.05344435771752043,-0.0609186270198554,-0.03242584169430862,-0.06857019032092293,0.0015009002700401286
2001-01-19,2001-01-12,,0.008091805486294233,0.014625369375233293,-0.0006479519262623587,-0.007701269109494331,0.02032897606500981,0.004640712667753995,0.001138708695298705,-0.00027864882527129953,0.00043085136571969167,0.29350931958203175,1.090568039517015,14826.15357714256,0.05886910762736512,,272,1363,0.008848308439663999,-0.01086990437833224,-0.010734881230922477,-0.012884054635000086,-0.00962820001465603,-0.04080602643854003,0.0012005401080077416
2001-01-26,2001-01-19,,0.032071273871150746,0.03156482830639754,0.03645571822740589,0.0029952093638013124,0.022129926114440656,0.017847370786230783,0.005987747968373238,0.0011685159237266082,0.0016267295243884436,0.32853770521511727,1.0598924456735561,15393.816867228463,0.058914494691484694,,273,1371,0.018770803922155466,0.006285480830075629,0.004901645366888863,-0.009905389023676214,-0.0018017114667409073,-0.006157327132682466,0.0015009002700401286
2001-02-02,2001-01-26,,0.01709500837201309,0.015240459380836988,0.0021507171971855963,0.00614345187540111,0.006900648744219807,0.008775685085221358,0.0030306363222199354,0.0010683758057149508,0.0006901525664485891,0.33653035408391163,0.8878197970061136,14652.448806762235,0.054445078837069255,0.051808364850004646,277,1391,-0.01403803177674845,0.004381894076741943,0.03810360567859439,0.03808379539189777,0.02671893373166534,0.0446281049141275,0.0012005701340154218
2001-02-09,2001-02-02,,-0.05075812251756366,-0.039688907207899,-0.05072959442554239,-0.011432075270859512,-0.04615079600525427,-0.02689583565953192,-0.009385261943541737,-0.0014100873720075974,-0.0031783757222191215,0.2771513226918786,0.8561651670174898,9266.671147486277,0.04545532792282476,0.045306876234409245,268,1343,-0.018057726256511475,0.023062437080026754,0.03083959861655461,0.029184340426944066,0.03553844691709718,0.043843687364453654,0.0010004000800079016
2001-02-16,2001-02-09,,0.003858756358974509,0.003542771637747166,0.005319131170629493,0.00416697484580066,0.006020627577241833,0.0018388144665014696,0.0005687688541399082,0.0003807764396937754,0.00022693365537744515,0.2826202698395602,0.9313982577027381,10184.112135897367,0.041702381175664306,0.04188039685020397,268,1345,-0.03820541756444673,0.013656590728883256,0.02771099462896287,0.024795573337705656,0.020803314406774964,0.032805515665982776,0.0010004000800079016
2001-02-23,2001-02-16,,-0.06241770536113721,-0.05886511075898785,-0.052707592052187675,-0.04714513559312052,-0.060979578918025884,-0.03372069073575936,-0.010720408133633372,-0.002190682256004004,-0.0034787500726602334,0.4150786049268982,0.9106904650928003,9032.484281506095,0.037281211559954994,0.03686175824893634,271,1356,-0.00793815364128947,-0.005325867905150217,0.007767163911672759,0.0010602558529999584,-0.0011192295552159282,-0.0025330586586987947,0.0008002400320015202
2001-03-02,2001-02-23,,7.8070298387319e-05,-0.004012305934807382,-0.0169578388197915,-0.009074508991274039,-0.013623226280440688,0.0001899943719034278,-0.00027547295414512854,0.0004418132737786162,-0.00021574038908393458,0.3183114099680334,1.111403542952331,11486.278370681168,0.03647360011659559,0.035745572502756354,271,1358,-0.025866121354608862,-0.0024161908460932358,0.035485411528121125,0.009153922347521437,0.03500828558851765,0.04062087235159728,0.0010004000800079016
2001-03-09,2001-03-02,,-0.04112528710554412,-0.025865802738287078,-0.044655797112580276,-0.0015835858808442745,-0.05335985851740918,-0.021434904710290283,-0.007557662592427172,-0.0012897021660629039,-0.0022827920273564522,0.34388679560324925,1.060145724817136,10558.185152298167,0.03618960343993031,0.03519949630031279,266,1333,-0.05309622408767467,0.018247144385374225,0.04597840508124884,0.020672624596911326,0.02814826848723051,0.05587384552534691,0.0010004000800079016
2001-03-16,2001-03-09,,-0.07307526445633027,-0.0697074551349595,-0.07056905872720537,-0.0659989311881408,-0.07112850457536105,-0.0395906050248552,-0.013359734555863811,-0.0032708406849591923,-0.003867982919898937,0.33453615152438093,0.972983378970465,9299.945298235885,0.037162062337753585,0.03607192614961284,265,1328,-0.008809424270678767,-0.008734090070038558,-0.008719114046769172,0.002460867904716446,-0.018391528255722878,-0.020669672770320613,0.0010004000800079016
