strategy,rebalance_date,next_rebalance_date,symbol,rank,score,qualifies_absolute_filter,selected_by_canonical,universe_size,rank_percentile_from_top,forward_return,forward_mfe,forward_mae,spy_forward_return,universe_median_forward_return,universe_top_quartile_threshold,beat_spy,beat_universe_median,future_top_quartile
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,MCD,7,-0.01100318799438349,True,False,29,0.21428571428571427,-0.002100052251981288,0.02736710067872039,-0.02599382916506432,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,HD,8,-0.011191025582093839,True,False,29,0.25,0.01343290202566605,0.08170748843443043,-0.008825671528641998,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,JNJ,9,-0.011500917664963861,True,False,29,0.2857142857142857,0.0051892727432159,0.018967714929413626,-0.05729030726276907,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,HON,10,-0.011784109402776188,True,False,29,0.32142857142857145,0.0748556589205489,0.08866154312616548,-0.0043251557357189,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,CAT,11,-0.012017924878312547,True,False,29,0.35714285714285715,0.11269183991293508,0.14114562145965803,-0.0011561945645036653,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,AAPL,12,-0.012207133714384089,True,False,29,0.39285714285714285,-0.040832982347857816,0.02621004246961478,-0.07571263990691635,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,TRV,13,-0.012681682894518875,True,False,29,0.42857142857142855,0.04454472323308711,0.06070446581549516,-0.006303577141290262,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,JPM,14,-0.012720243601792136,True,False,29,0.4642857142857143,0.0830999359720288,0.10986653289821047,-0.0027590107850811174,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,MMM,15,-0.012777937090660996,True,False,29,0.5,0.07458936755873569,0.1189615506356565,-0.004700557801769034,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,GS,16,-0.013234340927985477,True,False,29,0.5357142857142857,0.09758032252570104,0.13262187059314368,-0.004743615584288374,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,WMT,17,-0.013241625855271999,True,False,29,0.5714285714285714,0.021222235270360157,0.028035517141772992,-0.050585712508726344,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,DIS,18,-0.01365489955639243,True,False,29,0.6071428571428571,0.2345788167738163,0.2429058817797196,-0.01818772298333271,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,CVX,19,-0.013815534727707024,True,False,29,0.6428571428571429,0.03512682951521806,0.06121688406637826,-0.005907530815124962,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,VZ,20,-0.015147581332598747,True,False,29,0.6785714285714286,0.0006853705240374985,0.017820299462879774,-0.034727175150835565,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,AMGN,21,-0.01728005685764722,True,False,29,0.7142857142857143,0.003916986847651849,0.015921129417999946,-0.08922097617737579,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,MRK,22,-0.018004608419770363,True,False,29,0.75,-0.08862869089137315,0.0023666616583051248,-0.1325286590400384,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,CRM,23,-0.018428718097448504,True,False,29,0.7857142857142857,-0.037637189431367624,0.08284567206306281,-0.06912954010342653,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,IBM,24,-0.01867146605998682,True,False,29,0.8214285714285714,0.07507397326269905,0.12272999978635868,-0.014454959649907284,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,DOW,25,-0.02340522861280936,True,False,29,0.8571428571428571,-0.07596856941699881,0.0557367298316378,-0.09028678594018225,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,BA,26,-0.02767917759049876,True,False,29,0.8928571428571429,0.15384188506998675,0.16095155424342855,-0.004484590083932094,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,True
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,NKE,27,-0.03043533303274104,True,False,29,0.9285714285714286,0.06649731335322673,0.12473539440887405,-0.007410056128814624,0.04887824673712604,0.04454472323308711,0.07507397326269905,True,True,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,UNH,28,-0.05543258889402136,True,False,29,0.9642857142857143,-0.2630554900283105,0.0016288604935965623,-0.39492366776436905,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-05-01 00:00:00-04:00,2025-06-02 00:00:00-04:00,INTC,29,-0.07177767827931225,True,False,29,1.0,-0.036597418212048316,0.13155291482405174,-0.045004939580343684,0.04887824673712604,0.04454472323308711,0.07507397326269905,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,CSCO,1,-0.005022565392517775,True,True,29,0.0,0.10600984708518069,0.11238633489840577,-0.0003188340173699844,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,V,2,-0.005407489234857343,True,True,29,0.03571428571428571,-0.02467125291954808,0.035118770815799616,-0.07677033946995826,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,AXP,3,-0.006227074569465474,True,True,29,0.07142857142857142,0.08407720126919949,0.0950230318648313,-0.021207645159230015,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,JPM,4,-0.006998982727073666,True,True,29,0.10714285714285714,0.10596157873006962,0.11265305009913074,-0.010303332077596039,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,GS,5,-0.007096714188700171,True,True,29,0.14285714285714285,0.1827598823644061,0.19328442691791947,-0.010741718907501308,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,MSFT,6,-0.009082399495344284,True,False,29,0.17857142857142858,0.08399419373058548,0.09336109364514655,-0.0005468784004660776,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,CAT,7,-0.00935813018642806,True,False,29,0.21428571428571427,0.11579631702052096,0.12318525348777953,-0.020117185315167263,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,HD,8,-0.00939415949870992,True,False,29,0.25,0.003982477475583446,0.02798853090433262,-0.047106685905095036,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,KO,9,-0.009600953354747754,True,False,29,0.2857142857142857,-0.0074311020299389074,0.009162831624676349,-0.03833087534552604,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,MCD,10,-0.009688333434321628,True,False,29,0.32142857142857145,-0.058668434632261346,0.011778716707026682,-0.0877289468046154,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,HON,11,-0.010516013806844304,True,False,29,0.35714285714285715,0.03813323576717287,0.03813323576717287,-0.021333480284892015,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,True,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,PG,12,-0.010793545083634837,True,False,29,0.39285714285714285,-0.05407651966286109,0.00011826418865568122,-0.07011005322211283,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,MMM,13,-0.01110226210439369,True,False,29,0.42857142857142855,0.02792999431454124,0.033813605383077316,-0.04260493393498932,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,JNJ,14,-0.01218835834802745,True,False,29,0.4642857142857143,-0.009580426784277285,0.020649928068013912,-0.03521487003013857,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,TRV,15,-0.012381328291432014,True,False,29,0.5,-0.02209668389191255,0.016128896752118926,-0.0494197924162697,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,CVX,16,-0.012938806038758632,True,False,29,0.5357142857142857,0.035020428822377214,0.09863504375062315,-0.01487481215736175,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,WMT,17,-0.01319982217853477,True,False,29,0.5714285714285714,-0.01254556663686568,0.020740562099893278,-0.054734862921223204,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,AAPL,18,-0.01329814530345319,True,False,29,0.6071428571428571,0.031905339059412396,0.03550028727213084,-0.026013607056071364,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,VZ,19,-0.013668930347804809,True,False,29,0.6428571428571429,-0.00867599105798933,0.013698511900608779,-0.050228419513121736,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,DIS,20,-0.013679472611279109,True,False,29,0.6785714285714286,0.1006980625197571,0.11130399064361574,-0.007454786607931196,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,CRM,21,-0.016424622569817027,True,False,29,0.7142857142857143,0.03573190947204119,0.05210081045151105,-0.01988418251933899,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,True,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,AMGN,22,-0.016538961749763104,True,False,29,0.75,-0.019710120444608514,0.04848755524260717,-0.06235128784666544,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,IBM,23,-0.02028257161589353,True,False,29,0.7857142857142857,0.14233075760989422,0.148574724233683,-0.0024432998561170205,0.05175951002140766,0.035020428822377214,0.1006980625197571,True,True,True
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,DOW,24,-0.022561816669988466,True,False,29,0.8214285714285714,-0.04446849138564979,0.12725968161464363,-0.04627617341580237,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,False,False
Market-Residual Momentum,2025-06-02 00:00:00-04:00,2025-07-01 00:00:00-04:00,MRK,25,-0.022789154828294134,True,False,29,0.8571428571428571,0.03545293303878272,0.07037146606669142,-0.021033435312845183,0.05175951002140766,0.035020428822377214,0.1006980625197571,False,True,False
