strategy,rebalance_date,next_rebalance_date,outgoing_symbol,incoming_symbol,outgoing_prior_rank,outgoing_current_rank,incoming_current_rank,rank_gap,outgoing_rank_deterioration,outgoing_score,incoming_score,score_spread,score_percentile_spread,outgoing_return_20d,incoming_return_20d,outgoing_return_60d,incoming_return_60d,outgoing_acceleration,incoming_acceleration,outgoing_unrealized_return,outgoing_holding_sessions,outgoing_mfe_to_date,outgoing_mae_to_date,outgoing_giveback,outgoing_recovery_from_mae,outgoing_currently_profitable,incoming_drawdown_from_60d_high,incoming_distance_from_189d_high,outgoing_subsequent_return,incoming_subsequent_return,replacement_advantage,outgoing_future_mfe,outgoing_future_mae,outgoing_future_max_drawdown,incoming_future_mfe,incoming_future_mae,incoming_future_max_drawdown
Dual Momentum,2022-04-01,2022-05-02,AXP,KO,3,8,5,3,5,0.12576575148497748,0.17557898988633913,0.04981323840136165,0.1071428571428572,0.039524000007175264,7.356267082836432e-05,0.07983000366705517,0.03623499913807038,0.012913998784823539,-0.012004770375195095,-0.03940010221390444,23,0.0,-0.18256527918995624,0.03940010221390444,0.1431651769760518,False,-0.005972867086398104,-0.005972867086398104,-0.06936377864681265,0.047328683098724955,0.1166924617455376,0.025325166220973028,-0.07282704645164007,-0.07327827409689303,0.0781323555178588,-0.009786696953429486,-0.024165614096299137
Dual Momentum,2022-05-02,2022-06-01,AAPL,MRK,2,9,3,6,7,0.08541131763279664,0.18560298956901278,0.10019167193621614,0.2142857142857143,-0.0971306396739009,0.08092621083769092,-0.10230397101746691,0.09107295021221828,-0.06302931600141193,0.05056856076695149,-0.05749419750144191,104,0.08675656145140098,-0.09952290281727694,0.1442507589528429,0.042028705315835024,False,0.0,-0.002343730934612709,-0.042050985920415895,0.03325076734323429,0.07530175326365018,0.062344494897525804,-0.1525443039603127,-0.1714745000845288,0.06988297597535431,-0.02660057972141472,-0.031382147437112984
Dual Momentum,2022-06-01,2022-07-01,TRV,AMGN,4,6,4,2,2,0.14165757971774018,0.17437744511306352,0.032719865395323344,0.07142857142857151,0.05261950039888896,0.12074640532020675,0.0379484201574487,0.1111706781781665,0.03997002701307273,0.08368951259415125,-0.029119925506149613,41,0.006669879713543159,-0.08768514285777596,0.03578980521969277,0.05856521735162634,False,0.0,0.0,-0.046694421235624395,-0.05673168931219308,-0.010037268076568684,0.0039320610032049785,-0.10581739084162312,-0.10087971885735614,0.0003489853272320431,-0.11008979955968168,-0.10535883130342882
Dual Momentum,2022-08-01,2022-09-01,MRK,IBM,3,6,5,1,3,0.12502463141752762,0.13448705805753636,0.009462426640008736,0.03571428571428581,-0.02007239161296559,-0.0736595844410145,0.03411209296695317,-0.0010825474000237811,-0.03144308926861664,-0.07329873530767324,0.015229645006621828,62,0.07909339223786405,-0.041929743885719906,0.06386374723124222,0.057159388892341734,True,-0.08461673725188379,-0.08461673725188379,-0.041414808089672794,-0.005600354339650115,0.03581445375002268,0.04119090432840511,-0.046787406043595214,-0.07297991350398592,0.07912504818597443,-0.005600536980024939,-0.07672391730015116
Dual Momentum,2022-09-01,2022-10-03,IBM,MRK,5,6,5,1,1,0.1377620867963787,0.17004166421853695,0.03227957742215826,0.03571428571428581,-0.017164960964239917,-0.02579316644061158,-0.08966734202821613,-0.04209038601206261,0.01272415304516546,-0.011763037769924045,-0.005213286121918181,23,0.07703390599323345,-0.005213286121918181,0.08224719211515163,0.0,False,-0.10109511665242987,-0.10109511665242987,-0.06417447928491615,0.02077441679739067,0.08494889608230682,0.02017139727187711,-0.0762462211435676,-0.09069357830157276,0.04121906025033062,-0.006655745469852703,-0.03636596540286552
Dual Momentum,2022-12-01,2023-01-03,UNH,CAT,4,9,3,6,5,0.13945807433704283,0.25018841032950023,0.11073033599245741,0.2142857142857143,0.0008222323089213113,0.08196811505592128,0.06142545729359661,0.3173466151019133,-0.019652920122277557,-0.023814089978049832,-0.013045020681833996,21,0.0,-0.09367557864404341,0.013045020681833996,0.08063055796220941,False,-0.003582523170967189,-0.003582523170967189,-0.04636672708103917,0.01595595190200183,0.062322678983041,0.0011586911894607699,-0.0634553479750054,-0.05530133790233194,0.03440254128910447,-0.04786847253320403,-0.04056576468193662
Dual Momentum,2022-12-01,2023-01-03,TRV,IBM,5,11,4,7,6,0.11074618895572841,0.2467663771293127,0.1360201881735843,0.2500000000000001,0.038461497152654456,0.09026979806801205,0.17922092626054753,0.1890410122796511,-0.02127881160086139,0.02725612730812836,0.027165961784538117,21,0.027165961784538117,-0.028627079365141306,0.0,0.05579304114967942,True,-0.0013415795523470386,-0.0013415795523470386,-0.017447670417002237,-0.059207926960299084,-0.04176025654329685,0.006285772838897641,-0.04670719860493677,-0.03802410777989951,0.021536398674163237,-0.08521131899239864,-0.07770487056100805
Dual Momentum,2023-01-03,2023-02-01,CAT,HON,3,6,4,2,3,0.09508684355470676,0.12132686633293854,0.026240022778231786,0.07142857142857151,0.016419842293828202,-0.014213962283011639,0.35196171791556075,0.21475518966816232,-0.10090073034469205,-0.08579902550573242,0.0112283718183801,21,0.026340053562711407,-0.04056576468193662,0.015111681744331307,0.05179413650031672,True,-0.026130391691979393,-0.026130391691979393,0.050983171986885845,-0.038858846800082,-0.08984201878696785,0.11063972607334294,-0.018613910021071156,-0.04834803511176755,0.009621064663292156,-0.07594717517278804,-0.07363457138544482
Dual Momentum,2023-02-01,2023-03-01,CVX,BA,2,7,1,6,5,0.12894473071743273,0.43106695270574913,0.3021222219883164,0.2142857142857143,-0.03886313561012533,0.11816890050771578,-0.026056325476091158,0.444949424790972,-0.030177693784761615,-0.03014757442260821,0.3661142197469778,251,0.48707890723868874,0.0,0.12096468749171096,0.3661142197469778,True,-0.0061590485214096935,-0.0061590485214096935,-0.05510727271651861,-0.050162648432566015,0.004944624283952592,0.015013046016730591,-0.06690967290723004,-0.07078210230266091,0.04346801751059526,-0.06953938973908125,-0.09292745861913443
Dual Momentum,2023-02-01,2023-03-01,AMGN,GS,5,8,3,5,3,0.10707432458639365,0.22184326020478595,0.1147689356183923,0.1785714285714286,-0.03898878680872153,0.06532100373396399,-0.055282519165496535,0.05265729225295801,-0.020561280420222688,0.047768572982977986,-0.05735010259101592,62,0.08453270988653117,-0.06037516522172104,0.14188281247754708,0.003025062630705122,False,-0.05310637830903808,-0.05310637830903808,-0.06725976643567888,-0.020073113028501566,0.047186653407177315,0.0032106641804927616,-0.06227952948384363,-0.06725976643567888,0.057309720587461976,-0.02163739341537263,-0.06251646391508403
Dual Momentum,2023-02-01,2023-03-01,HON,CAT,4,11,4,7,7,0.09035234883951726,0.22051273792836357,0.1301603890888463,0.2500000000000001,-0.03006855555818677,0.058161435249792115,0.04192245762835567,0.18156593323209558,-0.044042708100971995,-0.0023605424942397465,-0.03390046923037782,20,0.00678599178595185,-0.06734826319607679,0.04068646101632967,0.03344779396569897,False,-0.04630680669742826,-0.04630680669742826,-0.07326202329381082,-0.038689203243587156,0.03457282005022366,0.005014174489491374,-0.08088119240201197,-0.07326202329381082,0.003773572783484447,-0.0743990741706545,-0.061886683760028594
