,weekly_net_return
2001-01-12,0.10701458724155857
2001-01-19,0.01248901715041547
2001-01-26,0.03574803355339644
2001-02-02,0.015312482208285594
2001-02-09,-0.06534153686406634
2001-02-16,-0.005647848421553803
2001-02-23,-0.06873601458577305
2001-03-02,-0.007338138519979056
2001-03-09,-0.04775942176464622
2001-03-16,-0.07964604345419346
2001-03-23,0.031008676624206557
2001-03-30,0.0021516071244400527
2001-04-06,-0.07800556747375825
2001-04-12,0.10241435582674958
2001-04-20,0.06575847079684288
2001-04-27,0.048917896288260224
2001-05-04,0.06724480449429612
2001-05-11,8.465929437358351e-05
2001-05-18,0.04854086455393145
2001-05-25,0.03753647465062597
2001-06-01,-0.02991338959245012
2001-06-08,0.012756628399705794
2001-06-15,-0.0675556006972924
2001-06-22,-0.040177798129510424
2001-06-29,0.05611968382380126
2001-07-06,-0.02266714416352903
2001-07-13,0.021373371622156166
2001-07-20,-0.022542612275860095
2001-07-27,-0.014392459351941249
2001-08-03,0.00821207151127929
2001-08-10,-0.035375895218705905
2001-08-17,-0.02721588846739557
2001-08-24,0.008653472942988225
2001-08-31,-0.03186701664770946
2001-09-07,-0.057068079719343925
2001-09-10,-0.05419473927916146
2001-09-21,-0.11491746113200438
2001-09-28,0.04139883329492449
2001-10-05,0.08780929818405407
2001-10-12,0.06056048060664729
2001-10-19,-0.0013574356574091904
2001-10-26,0.056852228894264924
2001-11-02,-0.005962742274700403
2001-11-09,0.04039679981634257
2001-11-16,0.07493414564169763
2001-11-23,0.016049970131305123
2001-11-30,0.002205598170062381
2001-12-07,0.0486179521945668
2001-12-14,-0.030197002120300045
2001-12-21,0.014837491316909208
2001-12-28,0.03971255005363814
2002-01-04,0.054936510273106864
2002-01-11,-0.03043308299414316
2002-01-18,-0.03878903913839128
2002-01-25,0.022521483589421167
2002-02-01,-0.01602076304095158
2002-02-08,-0.06322461582134224
2002-02-15,0.008529683388376858
2002-02-22,-0.052090513360381493
2002-03-01,0.059900018633588736
2002-03-08,0.1039019861204522
2002-03-15,0.0031473181321070285
2002-03-22,-0.007136183115877002
2002-03-28,0.007246530533395434
2002-04-05,-0.043698457696846056
2002-04-12,0.015686088494262597
2002-04-19,0.03302965811978755
2002-04-26,-0.038938952380452856
2002-05-03,-0.024645830776241533
2002-05-10,-0.015774154740850525
2002-05-17,0.042164652923151795
2002-05-24,-0.017622602540328745
2002-05-31,-0.028099950752509532
2002-06-07,-0.054717063134813004
2002-06-14,-0.031999061640835914
2002-06-21,-0.02433645045635329
2002-06-28,0.034834051418342664
2002-07-05,-0.01323921416615174
2002-07-12,-0.06007879984766347
2002-07-19,-0.08229698753201994
2002-07-26,0.013799618084717236
2002-08-02,-0.03007031076645972
2002-08-09,0.027335817794543502
2002-08-16,0.047857433212955325
2002-08-23,0.060082475762269334
2002-08-30,-0.044664820180140986
2002-09-06,-0.0029557964414933715
2002-09-13,-0.010956789286907827
2002-09-20,-0.09102554071134354
2002-09-27,-0.033413290062596836
2002-10-04,-0.06312356375176205
2002-10-11,0.00930089862960112
2002-10-18,0.07248299885155604
2002-10-25,0.058075258143436975
2002-11-01,0.0332784846491007
2002-11-08,-0.011228479122104555
2002-11-15,0.03395480420157322
2002-11-22,0.048799607299055324
2002-11-29,0.03527913982832848
2002-12-06,-0.04500211088985307
2002-12-13,-0.02203663045770091
2002-12-20,-0.020197631875189966
2002-12-27,0.000404453475178911
2003-01-03,0.0380250435320109
2003-01-10,0.029032309208654287
2003-01-17,-0.025375227863310684
2003-01-24,-0.05038326143681174
2003-01-31,-0.007609192693091514
2003-02-07,-0.04200994107986928
2003-02-14,0.0029156162518072437
2003-02-21,0.00963445274128806
2003-02-28,-0.00794070865830293
2003-03-07,-0.042244686277146185
2003-03-14,0.00321968028810633
2003-03-21,0.06492652024444727
2003-03-28,0.0036701382149657833
2003-04-04,0.051398590836495284
2003-04-11,-0.02805435317571331
2003-04-17,0.05022388664807786
2003-04-25,0.02463347266131331
2003-05-02,0.051692707172078835
2003-05-09,0.021177065342483925
2003-05-16,0.019817124928163506
2003-05-23,0.006676449400914872
2003-05-30,0.06500473996503837
2003-06-06,0.02680131333709842
2003-06-13,0.0005719792849963166
2003-06-20,0.01650688335701006
2003-06-27,0.004766395797544131
2003-07-03,0.01783309307111481
2003-07-11,0.04392627220887251
2003-07-18,-0.02679141119856586
2003-07-25,0.013104442633628715
2003-08-01,-0.006162655698957952
2003-08-08,-0.02073622347375647
2003-08-15,0.06454373941977318
2003-08-22,0.030787390861987094
2003-08-29,0.036416183012188436
2003-09-05,0.031178814306867576
2003-09-12,-0.0014239673080758673
2003-09-19,0.016697187275197672
2003-09-26,-0.053913857541962165
2003-10-03,0.059711333959619285
2003-10-10,0.031782510198442325
2003-10-17,0.010071403657978798
2003-10-24,-0.029556677226572074
2003-10-31,0.049141208502650906
2003-11-07,0.02464266550705648
2003-11-14,-0.019604704289350617
2003-11-21,-0.005299759722312923
2003-11-28,0.05195909819562752
2003-12-05,-0.013182016998076506
2003-12-12,0.025045229677843724
2003-12-19,-0.02081860877798985
2003-12-26,0.025873663936320724
2004-01-02,0.024219174377433244
2004-01-09,0.033846810629290666
2004-01-16,0.01981523135314352
2004-01-23,0.0170306906698246
2004-01-30,-0.022096508100152273
2004-02-06,0.0044793415900183375
2004-02-13,0.016860560632369744
2004-02-20,-0.020165452435548115
2004-02-27,0.003910247563129279
2004-03-05,0.020548108164293952
2004-03-12,-0.04684569889199521
2004-03-19,-0.024725775529005428
2004-03-26,0.01593465823519833
2004-04-02,0.04674945534576439
2004-04-08,0.004351020389765476
2004-04-16,-0.02295773146420132
2004-04-23,0.015398521567723178
2004-04-30,-0.07546999736443871
2004-05-07,-0.01712144077493675
2004-05-14,-0.01874253250982156
2004-05-21,0.02014346573604921
2004-05-28,0.044615873399915004
2004-06-04,0.009825722196207682
2004-06-10,-0.0009128726640285527
2004-06-18,-0.0096365805705157
2004-06-25,0.03741385736373166
2004-07-02,-0.013648557098331399
2004-07-09,-0.037476579835245105
2004-07-16,-0.029723309511155142
2004-07-23,-0.03194161872141975
2004-07-30,0.015717247634866514
2004-08-06,-0.049120729032249635
2004-08-13,-0.019774229534615096
2004-08-20,0.067051708536585
2004-08-27,0.0014967846183664094
2004-09-03,0.012134662795768658
2004-09-10,0.04090980800961796
2004-09-17,0.003771156473364333
2004-09-24,-0.012401414553828514
2004-10-01,0.05039274489204133
2004-10-08,-0.013506259320682501
2004-10-15,-0.01764719904333845
2004-10-22,-0.0015223609074693366
2004-10-29,0.026683961323980727
2004-11-05,0.0368087376583497
2004-11-12,0.02900920680621988
2004-11-19,0.012016764282587442
2004-11-26,0.03253481472762494
2004-12-03,0.01960218677638427
2004-12-10,-0.00987398184761883
2004-12-17,0.023420750937382124
2004-12-23,0.020247953227340326
2004-12-31,0.012989505398636391
2005-01-07,-0.06169366130602451
2005-01-14,0.001124649589305003
2005-01-21,-0.01997183521991021
2005-01-28,0.006431083468854456
2005-02-04,0.03603655697300911
2005-02-11,-0.0063381770019827425
2005-02-18,-0.004562354058012582
2005-02-25,0.0020773608226207435
2005-03-04,0.017355173535621243
2005-03-11,-0.019516777709617433
2005-03-18,-0.011423840757459414
2005-03-24,-0.005415886079973842
2005-04-01,-0.004636159431348765
2005-04-08,0.003998985448775836
2005-04-15,-0.06793644573500157
2005-04-22,0.02851578184780624
2005-04-29,-0.027225855929258733
2005-05-06,0.033121345681198594
2005-05-13,-0.017451892843719733
2005-05-20,0.04792928887629284
2005-05-27,0.02583471578475367
2005-06-03,0.01039930185417687
2005-06-10,0.004579857839301206
2005-06-17,0.022556344452110633
2005-06-24,-0.0254167450901227
2005-07-01,0.012983525486715913
2005-07-08,0.033252684379275144
2005-07-15,0.009992545341112467
2005-07-22,0.029589794550237653
2005-07-29,0.005752500979350464
2005-08-05,-0.008901419916471942
2005-08-12,-0.0142494449877349
2005-08-19,-0.005170737066541052
2005-08-26,-0.01081014471421831
2005-09-02,0.026348254342226356
2005-09-09,0.021547015136178373
2005-09-16,-0.00749721387033655
2005-09-23,-0.01746389879788249
2005-09-30,0.014434309598569672
2005-10-07,-0.03273052009455688
2005-10-14,-0.027489234328562973
2005-10-21,-0.0009155585500517729
2005-10-28,0.007505299135531337
2005-11-04,0.04864340599765723
2005-11-11,0.008039829370559403
2005-11-18,0.013069824968034723
2005-11-25,0.023855890833788335
2005-12-02,0.007388192974757239
2005-12-09,0.007072685007860757
2005-12-16,-0.0031561749074170815
2005-12-23,0.005620345709433456
2005-12-30,-0.008159088316135292
2006-01-06,0.033950373852392794
2006-01-13,0.011329553391038423
2006-01-20,-0.0028566405982179263
2006-01-27,0.029669968591074646
2006-02-03,-0.0023235034954093444
2006-02-10,-0.010378324855462065
2006-02-17,0.02647062291325815
2006-02-24,0.0019487856766416396
2006-03-03,0.004719700738168523
2006-03-10,-0.008940463635634019
2006-03-17,0.01643750956195801
2006-03-24,0.0171303447957003
2006-03-31,0.0193387837403491
2006-04-07,0.002534312962940074
2006-04-13,-0.006355191987121739
2006-04-21,0.023982770927566805
2006-04-28,0.0014599759003273683
2006-05-05,0.02245046046799404
2006-05-12,-0.052283481006825935
2006-05-19,-0.023045836162893775
2006-05-26,0.020009774386933972
2006-06-02,0.01064230867737286
2006-06-09,-0.048487709507705826
2006-06-16,-0.008051041280268739
2006-06-23,-0.005445400475964791
2006-06-30,0.021239372457768666
2006-07-07,-0.018769321018953098
2006-07-14,-0.05288394544359775
2006-07-21,-0.00892698203293753
2006-07-28,0.0411838016519219
2006-08-04,0.000350154024401125
2006-08-11,-0.028237597168263105
2006-08-18,0.04301495916013333
2006-08-25,-0.005290198271821351
2006-09-01,0.036024083402387434
2006-09-08,-0.025892235207671643
2006-09-15,0.017807007749906845
2006-09-22,-0.021254055595918784
2006-09-29,0.018488041867807052
2006-10-06,0.01929902639335429
2006-10-13,0.04034055189244836
2006-10-20,-0.002836134017083039
2006-10-27,0.003696565304822716
2006-11-03,-0.0072916082903961305
2006-11-10,0.020441330170416497
2006-11-17,0.021681660462993475
2006-11-24,0.004340229141110477
2006-12-01,-0.009286551164004916
2006-12-08,0.018085519136440555
2006-12-15,0.0007916208194057678
2006-12-22,-0.022134170562219776
2006-12-29,0.01096127428060773
2007-01-05,-0.013976840440441247
2007-01-12,0.021400848507370392
2007-01-19,-0.011126674034806222
2007-01-26,0.00023515026984486482
2007-02-02,0.03839328514202524
2007-02-09,0.004437067844676176
2007-02-16,0.015391731164278269
2007-02-23,0.016477510118443745
2007-03-02,-0.07041900475177519
2007-03-09,0.01849481356290749
2007-03-16,-0.007890418595726631
2007-03-23,0.03457921994201374
2007-03-30,-0.009250376944134478
2007-04-05,0.01944801815283616
2007-04-13,0.01164574257309187
2007-04-20,0.00839044327476911
2007-04-27,0.004640809202936205
2007-05-04,0.0041749071329119794
2007-05-11,-0.001770845997645433
2007-05-18,-0.0024651785412810275
2007-05-25,0.008611892546812243
2007-06-01,0.019053099695212565
2007-06-08,-0.01710412331948407
2007-06-15,0.01989129592694665
2007-06-22,-0.010827289211848584
2007-06-29,0.008797270410000594
2007-07-06,0.02045019721108349
2007-07-13,0.008706586269584832
2007-07-20,-0.01610978209206654
2007-07-27,-0.07826502451463666
2007-08-03,-0.027819180569421103
2007-08-10,0.026682748511755852
2007-08-17,-0.013753305871674329
2007-08-24,0.029313782556753005
2007-08-31,-0.0008150098217408115
2007-09-07,-0.012025172346455289
2007-09-14,-0.0049254977629606435
2007-09-21,0.03593439354750268
2007-09-28,-0.013051930546888257
2007-10-05,0.045866775182146255
2007-10-12,0.0044380397446519325
2007-10-19,-0.055135504913103504
2007-10-26,0.03384831113065454
2007-11-02,-0.03431169991929122
2007-11-09,-0.039625121745499176
2007-11-16,-0.00827262791126433
2007-11-23,-0.021758041123225616
2007-11-30,0.02490870919592423
2007-12-07,0.02786387395128097
2007-12-14,-0.044356888723145
2007-12-21,0.031573211889911634
2007-12-28,-0.011892419295735184
2008-01-04,-0.061205339125838476
2008-01-11,-0.03834463627947258
2008-01-18,-0.10031685211037573
2008-01-25,0.057323037802652556
2008-02-01,0.05520831301210989
2008-02-08,-0.030586078734172455
2008-02-15,0.013790866554666626
2008-02-22,-0.02237886559684269
2008-02-29,-0.015592661657019845
2008-03-07,-0.0419780268964561
2008-03-14,-0.0308132986709217
2008-03-20,0.03733412193760147
2008-03-28,0.037879550197884505
2008-04-04,0.0597892992661158
2008-04-11,-0.047352615467371656
2008-04-18,0.037560663448746555
2008-04-25,0.003590688567247057
2008-05-02,0.016201649413884266
2008-05-09,-0.0009212480561133923
2008-05-16,0.03037407971734765
2008-05-23,-0.027452776073281598
2008-05-30,0.024104542343636643
2008-06-06,-0.01102112385880061
2008-06-13,-0.031400700489541314
2008-06-20,-0.011925875398467806
