scale,paths,breachProbability1m,breachProbability3m,breachProbability6m,breachProbability12m,dailyLimitBreachProbability,drawdownBreachProbability,expectedPayout,medianPayout,expectedNetPayout,medianNetPayout,p05NetPayout,probabilityAnyPayout,medianDaysToFirstPayout,medianDrawdownUtilization,p95DrawdownUtilization,expectedResets,expectedFees,candidate,label,drawdownRule
0.25,5000,0.0,0.0006,0.004,0.031,0.0,0.031,147.72848028178734,0.0,-367.77151971821263,-500.0,-500.0,0.1074,212.0,0.5373387080515665,0.9320425436261062,0.031,515.5,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.3,5000,0.0,0.004,0.025,0.0884,0.0,0.0884,393.7167155051745,0.0,-151.08328449482553,-500.0,-1000.0,0.207,199.0,0.644635787532392,1.0222509131284172,0.0896,544.8,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.35,5000,0.0,0.014,0.0698,0.1714,0.0,0.1714,758.144124898917,0.0,168.44412489891698,-500.0,-1000.0,0.3114,191.0,0.7504915345378007,1.0728219394449423,0.1794,589.7,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.4,5000,0.0002,0.0362,0.1394,0.2834,0.0,0.2834,1234.183269595187,0.0,577.4832695951872,-500.0,-1000.0,0.4106,180.0,0.8556934305033792,1.1445347122632843,0.3134,656.7,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.45,5000,0.012,0.088,0.235,0.4312,0.0,0.4312,1772.5529353613942,0.0,1008.1529353613943,-500.0,-1500.0,0.4918,171.0,0.9611922449525421,1.2097482330222735,0.5288,764.4,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.5,5000,0.014,0.127,0.3138,0.5448,0.1826,0.4334,2376.0407221240184,890.4442692397978,1510.7407221240185,38.527269545331364,-1500.0,0.5642,162.0,0.9930456822369852,1.1952135057462685,0.7306,865.3,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.55,5000,0.0222,0.1822,0.3948,0.6442,0.1826,0.5532,3000.844388641014,1691.7069007867426,2024.1443886410138,713.6267915107892,-1500.0,0.626,154.0,1.0183909410121355,1.2472537550709772,0.9534,976.7,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.6,5000,0.0364,0.2426,0.4734,0.727,0.1826,0.657,3644.680496959703,2418.2052751423385,2537.280496959703,1248.5236804192539,-2000.0,0.6766,145.0,1.0509946418256804,1.3000476081023389,1.2148,1107.4,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.65,5000,0.0596,0.3056,0.5506,0.8034,0.213,0.7918,4037.8200483689084,2759.205489854864,2609.8200483689084,1361.2077324326733,-2500.0,0.6942,138.0,1.0641682669240204,1.3523863694098224,1.856,1428.0,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.7,5000,0.0888,0.3708,0.6176,0.8606,0.213,0.853,4633.752508298595,3359.08331826849,2950.652508298596,1741.9184205961765,-3000.3619138083604,0.7252,132.0,1.101459016308774,1.389362473894999,2.3662,1683.1,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.75,5000,0.1416,0.4626,0.7198,0.922,0.475,0.8734,5042.026435109766,3810.9220037825467,3054.726435109765,1919.277610851836,-3500.0,0.7436,127.0,1.1294496975373223,1.4415338308305679,2.9746,1987.3,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.8,5000,0.1576,0.5084,0.766,0.949,0.5808,0.905,5558.466656373954,4345.774776295625,3370.1666563739536,2184.1184644089726,-3508.039936917456,0.7632,121.0,1.1704679017311344,1.4904374893423535,3.3766,2188.3,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.85,5000,0.1978,0.5672,0.818,0.9644,0.5858,0.9404,6154.614884615215,4950.877700004105,3629.9148846152143,2423.568309952616,-4440.323742027271,0.79,117.0,1.180902274231269,1.4000185627662656,4.0494,2524.7,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.9,5000,0.2216,0.6122,0.8532,0.9782,0.6684,0.955,6673.626406632671,5420.439365302871,3944.9264066326714,2753.941995225987,-4500.0,0.8068,112.5,1.2033488563438186,1.4277232465341125,4.4574,2728.7,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.95,5000,0.321,0.7296,0.9282,0.9956,0.924,0.9514,6177.9393843910475,4851.794449705509,2708.039384391047,1415.2722340822456,-5500.0,0.7802,113.0,1.2592311413348956,1.507041204674897,5.9398,3469.9,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
1.0,5000,0.4074,0.8086,0.9648,0.9994,0.9788,0.9688,5681.644673913304,4185.669084495825,1223.0446739133045,-122.55420030157507,-7000.0,0.7556,113.0,1.2316644895844318,1.5863591628156817,7.9172,4458.6,vol_scaled,Frozen Vol-Scaled DM/MRM,trailing_to_breakeven
0.1,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-500.0,-500.0,0.0,,0.08218436092347353,0.27685220880800576,0.0,500.0,fixed_50_50,Fixed 50/50 DM/MRM,static
0.15,5000,0.0,0.0,0.0,0.0002,0.0,0.0002,1.3090059144255917,0.0,-498.7909940855744,-500.0,-500.0,0.0022,226.0,0.12351823627118938,0.415278313212009,0.0002,500.1,fixed_50_50,Fixed 50/50 DM/MRM,static
0.2,5000,0.0,0.0,0.0,0.0012,0.0,0.0012,30.68927024103744,0.0,-469.91072975896253,-500.0,-500.0,0.0322,223.0,0.1690948762106006,0.5537402908124058,0.0012,500.6,fixed_50_50,Fixed 50/50 DM/MRM,static
0.25,5000,0.0,0.0,0.001,0.0064,0.0,0.0064,159.79310915475207,0.0,-343.4068908452479,-500.0,-500.0,0.1078,212.0,0.23049178690208402,0.7003544188612965,0.0064,503.2,fixed_50_50,Fixed 50/50 DM/MRM,static
0.3,5000,0.0,0.0006,0.0082,0.0234,0.0,0.0234,408.67060809847976,0.0,-103.22939190152022,-500.0,-500.0,0.2056,200.0,0.3090954963717995,0.8672880067737373,0.0238,511.9,fixed_50_50,Fixed 50/50 DM/MRM,static
0.35,5000,0.0,0.0032,0.0224,0.0548,0.0,0.0548,776.4429107941272,0.0,248.64291079412723,-500.0,-500.0,0.3138,192.0,0.3915819941726465,1.0046233349003044,0.0556,527.8,fixed_50_50,Fixed 50/50 DM/MRM,static
0.4,5000,0.0006,0.0112,0.04,0.0918,0.0,0.0918,1249.4937938724984,0.0,702.6937938724984,-500.0,-1000.0,0.4008,180.0,0.4842662079139045,1.0297451201650363,0.0936,546.8,fixed_50_50,Fixed 50/50 DM/MRM,static
0.45,5000,0.0006,0.0246,0.0648,0.144,0.0,0.144,1794.159316742181,0.0,1219.5593167421814,-500.0,-1000.0,0.4866,171.0,0.5834331818697974,1.0655755579222659,0.1492,574.6,fixed_50_50,Fixed 50/50 DM/MRM,static
0.5,5000,0.0132,0.0732,0.1614,0.3214,0.1798,0.1604,2370.5291921192215,778.3067277007387,1688.0291921192222,59.09360967085814,-1000.0,0.5442,161.0,0.6433480222414061,1.0671105863802168,0.365,682.5,fixed_50_50,Fixed 50/50 DM/MRM,static
0.55,5000,0.0136,0.0894,0.1882,0.3782,0.1798,0.2268,3019.1094305127467,1605.2158766943962,2298.1094305127467,906.027599191817,-1000.0,0.6048,152.0,0.7392591542698586,1.0954986005863747,0.442,721.0,fixed_50_50,Fixed 50/50 DM/MRM,static
0.6,5000,0.0154,0.1078,0.2244,0.4454,0.1798,0.3074,3699.1348215021358,2456.851731856319,2927.3348215021356,1631.891182574822,-1000.0,0.6524,146.0,0.8330679219918565,1.127127103537421,0.5436,771.8,fixed_50_50,Fixed 50/50 DM/MRM,static
0.65,5000,0.0342,0.1484,0.2914,0.5368,0.21,0.3988,4172.295534089507,2888.32517948848,3237.8955340895072,1932.4326237080795,-1500.0,0.6824,141.0,0.9186135536732667,1.1664238985660704,0.8688,934.4,fixed_50_50,Fixed 50/50 DM/MRM,static
0.7,5000,0.041,0.176,0.3378,0.6048,0.21,0.4818,4836.2137977778075,3646.80488028379,3742.2137977778075,2481.473233148415,-2000.0,0.724,132.0,1.0031782909518612,1.1953571082611794,1.188,1094.0,fixed_50_50,Fixed 50/50 DM/MRM,static
0.75,5000,0.0808,0.2726,0.4856,0.771,0.4854,0.514,5196.402916110738,3870.3585988602777,3873.502916110738,2490.2345496053576,-2039.3722259684384,0.7398,127.0,1.014215680847279,1.2443848641779138,1.6458,1322.9,fixed_50_50,Fixed 50/50 DM/MRM,static
0.8,5000,0.0978,0.313,0.5406,0.8184,0.5862,0.5376,5864.6602600606,4541.5891639447655,4420.8602600606,3051.624203054246,-2500.0,0.7668,121.0,1.0220815207294898,1.2868078996129115,1.8876,1443.8,fixed_50_50,Fixed 50/50 DM/MRM,static
0.85,5000,0.1104,0.335,0.5738,0.8488,0.5896,0.6072,6575.854544227731,5289.000663549646,4960.2545442277315,3660.814929850115,-2500.0,0.793,116.0,1.0300321400893906,1.255145732115871,2.2312,1615.6,fixed_50_50,Fixed 50/50 DM/MRM,static
0.9,5000,0.1326,0.378,0.6292,0.8898,0.6642,0.6496,7218.206158568853,5865.500562136516,5454.006158568854,4135.839402338554,-2890.0369590180085,0.8168,112.5,1.0411676485828174,1.3063979576222635,2.5284,1764.2,fixed_50_50,Fixed 50/50 DM/MRM,static
0.95,5000,0.233,0.5812,0.8266,0.9772,0.9302,0.5822,6569.263705448155,4964.530886523507,4046.363705448155,2546.8156748643905,-4000.0,0.7794,113.0,1.0489785146151624,1.3017956460567561,4.0458,2522.9,fixed_50_50,Fixed 50/50 DM/MRM,static
1.0,5000,0.2984,0.6892,0.9072,0.9928,0.98,0.5476,6113.384902130719,4462.664927943924,2911.884902130719,1322.4881232837276,-5000.0,0.7662,112.0,1.048345757074882,1.3208687878102041,5.403,3201.5,fixed_50_50,Fixed 50/50 DM/MRM,static
0.1,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-500.0,-500.0,0.0,,0.21580855046619035,0.3687012228920713,0.0,500.0,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.15,5000,0.0,0.0,0.0,0.0004,0.0,0.0004,1.3090059144255917,0.0,-498.89099408557445,-500.0,-500.0,0.0022,226.0,0.32371282569927523,0.5530518343381051,0.0004,500.2,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.2,5000,0.0,0.0,0.0006,0.005,0.0,0.005,30.68927024103744,0.0,-471.8107297589625,-500.0,-500.0,0.0322,223.0,0.4316171009323625,0.7374024457841374,0.005,502.5,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.25,5000,0.0,0.0002,0.0052,0.0272,0.0,0.0272,159.79310915475207,0.0,-353.9068908452479,-500.0,-500.0,0.1078,212.0,0.5383998274074366,0.9217530572301839,0.0274,513.7,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.3,5000,0.0,0.0018,0.0262,0.0866,0.0,0.0866,409.4536638262976,0.0,-134.54633617370234,-500.0,-1000.0,0.2066,200.0,0.6453169898993159,1.023100193120233,0.088,544.0,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.35,5000,0.0,0.013,0.0658,0.171,0.0,0.171,785.7717050133866,0.0,195.67170501338666,-500.0,-1000.0,0.3202,192.0,0.7522692415367843,1.0792777102976159,0.1802,590.1,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.4,5000,0.0006,0.033,0.1202,0.278,0.0,0.278,1272.9495883988022,0.0,619.6495883988022,-500.0,-1000.0,0.4138,181.0,0.8573723738774182,1.1398244838709704,0.3066,653.3,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.45,5000,0.0114,0.0856,0.2178,0.4258,0.0,0.4258,1838.7132602452546,83.24036430803827,1079.5132602452547,-500.0,-1500.0,0.5052,171.0,0.9613123348873547,1.2099139913652808,0.5184,759.2,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.5,5000,0.0132,0.1286,0.3004,0.5448,0.1798,0.4326,2438.93536025483,989.4581974206317,1575.1353602548297,128.86457729871046,-1500.0,0.5626,161.0,0.9960850025575783,1.2095909976546755,0.7276,863.8,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.55,5000,0.0204,0.1858,0.3834,0.637,0.1798,0.5492,3074.8606337928163,1833.779868923477,2099.3606337928163,849.6051256065666,-1500.0,0.6268,152.0,1.0192093538630385,1.2588078400838385,0.951,975.5,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.6,5000,0.0384,0.2496,0.466,0.728,0.1798,0.6604,3729.0947439513156,2499.6618436822787,2623.7947439513155,1436.0122403174698,-2000.0,0.6688,144.0,1.0500712919120865,1.3099256382827071,1.2106,1105.3,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.65,5000,0.056,0.305,0.5432,0.8022,0.21,0.7946,4109.354206461607,2865.6574469542893,2681.8542064616067,1453.1858329564625,-2500.0,0.6892,139.0,1.0641682669240204,1.3526297204142208,1.855,1427.5,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.7,5000,0.0832,0.3712,0.6204,0.8662,0.21,0.862,4688.304403665866,3509.9639750894567,2996.1044036658664,1810.512614157482,-3000.0,0.7246,130.0,1.1025387681851255,1.380776929512532,2.3844,1692.2,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.75,5000,0.131,0.4694,0.7304,0.9334,0.4854,0.8934,5015.327977414064,3732.8667510730625,3019.2279774140643,1725.4729943327434,-3500.0,0.737,125.0,1.1257126762875511,1.4415338308305679,2.9922,1996.1,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.8,5000,0.1474,0.5122,0.77,0.9512,0.5862,0.9084,5578.442667341445,4191.180312691187,3392.642667341445,2005.3181720614668,-3500.0,0.7622,120.0,1.1688170824999058,1.4662987488035335,3.3716,2185.8,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.85,5000,0.1918,0.5736,0.8166,0.9666,0.5896,0.9436,6228.869783380477,4894.644990382758,3716.5697833804766,2382.988387910487,-4000.0,0.7872,116.0,1.1849205622721142,1.402538429139087,4.0246,2512.3,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.9,5000,0.2168,0.6152,0.852,0.9778,0.6642,0.9584,6763.554021480998,5442.397566217795,4039.554021481,2696.373044709757,-4500.0,0.805,112.0,1.2026099666465768,1.4277232465341125,4.448,2724.0,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.95,5000,0.316,0.7352,0.9292,0.9938,0.9302,0.9496,6284.800165060387,4752.847279816558,2798.600165060388,1291.3289650382592,-5500.0,0.7722,113.0,1.2596354508521763,1.507041204674897,5.9724,3486.2,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
1.0,5000,0.3966,0.821,0.9682,0.9988,0.98,0.9696,5807.452154726262,4254.166851209471,1313.1521547262616,-283.73695634703586,-7000.0,0.7526,113.0,1.2316644895844318,1.5863591628156817,7.9886,4494.3,fixed_50_50,Fixed 50/50 DM/MRM,trailing_to_breakeven
0.1,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.6290032020462932,0.0,-499.37099679795375,-500.0,-500.0,0.0008,241.5,0.115515455873118,0.3862034251581994,0.0,500.0,canonical_dm,Canonical DM,static
0.15,5000,0.0,0.0,0.0002,0.0014,0.0,0.0014,34.45932125663195,0.0,-466.240678743368,-500.0,-500.0,0.0324,218.0,0.18124861507138607,0.5802608678111824,0.0014,500.7,canonical_dm,Canonical DM,static
0.2,5000,0.0,0.0004,0.0034,0.0152,0.0,0.0152,199.4587706034977,0.0,-308.1412293965023,-500.0,-500.0,0.115,199.0,0.2676705928346176,0.7831168703363326,0.0152,507.6,canonical_dm,Canonical DM,static
0.25,5000,0.0,0.0026,0.0172,0.0486,0.0,0.0486,538.2866773034622,0.0,13.786677303462184,-500.0,-500.0,0.2214,189.0,0.37948007550627516,0.9907915731492837,0.049,524.5,canonical_dm,Canonical DM,static
0.3,5000,0.0,0.009,0.0414,0.1008,0.0,0.1008,1026.5808531660414,0.0,474.68085316604123,-500.0,-1000.0,0.3346,176.0,0.496672720423035,1.032771132473878,0.1038,551.9,canonical_dm,Canonical DM,static
0.35,5000,0.0006,0.0264,0.078,0.1804,0.0,0.1804,1657.0461596451062,0.0,1060.7461596451062,-500.0,-1000.0,0.4388,166.5,0.6188804446743501,1.0765458069738782,0.1926,596.3,canonical_dm,Canonical DM,static
0.4,5000,0.0112,0.0592,0.1318,0.2824,0.0,0.2824,2349.1766988311365,284.3813042236085,1690.9766988311364,-425.69097633854835,-1000.0,0.5162,154.0,0.7463409508125914,1.117684878896355,0.3164,658.2,canonical_dm,Canonical DM,static
0.45,5000,0.0254,0.1144,0.234,0.4502,0.184,0.3194,3138.57835944563,1399.347856632562,2356.1783594456306,594.6064526875855,-1500.0,0.5968,146.0,0.8382353810166242,1.1447856868040738,0.5648,782.4,canonical_dm,Canonical DM,static
0.5,5000,0.0324,0.145,0.2868,0.5418,0.184,0.4308,3960.78690104066,2386.882868249604,3099.586901040659,1486.636421109259,-1500.0,0.6502,137.0,0.9603976187038703,1.175675063179999,0.7224,861.2,canonical_dm,Canonical DM,static
0.55,5000,0.0574,0.2314,0.4184,0.703,0.342,0.5208,4391.726942752902,2682.8047012183524,3351.7269427529013,1636.4759504441754,-1500.0,0.6694,133.0,1.014362406146886,1.2135881057659357,1.08,1040.0,canonical_dm,Canonical DM,static
0.6,5000,0.095,0.3178,0.5458,0.8208,0.4972,0.6022,4799.392710120401,3154.1270219070952,3373.4927101204007,1699.8422719971336,-2500.0,0.6852,128.0,1.0338068787664585,1.2614153153001826,1.8518,1425.9,canonical_dm,Canonical DM,static
0.65,5000,0.1506,0.4276,0.6814,0.9114,0.7198,0.625,5198.933483916508,3389.1238195848596,3240.533483916507,1471.396755454049,-3500.0,0.694,121.0,1.0306302655665727,1.2268813138588432,2.9168,1958.4,canonical_dm,Canonical DM,static
0.7,5000,0.1972,0.5046,0.7584,0.9492,0.8358,0.6794,5844.473014115094,3979.651505236933,3405.5730141150934,1583.6955649324464,-4000.0,0.7204,118.0,1.036945532031874,1.231006245705693,3.8778,2438.9,canonical_dm,Canonical DM,static
0.75,5000,0.2368,0.5836,0.8338,0.9738,0.9128,0.6934,6247.394131297934,4405.9953704459185,3394.494131297934,1541.267115785531,-4500.0,0.7358,115.0,1.0653687894271644,1.256427883880242,4.7058,2852.9,canonical_dm,Canonical DM,static
0.8,5000,0.3094,0.686,0.904,0.99,0.9684,0.6828,6500.649389960198,4569.448631587078,3149.549389960198,1210.3646545909287,-5500.0,0.7354,111.0,1.076579631054654,1.2792448312574858,5.7022,3351.1,canonical_dm,Canonical DM,static
0.85,5000,0.3768,0.7688,0.9472,0.9956,0.9886,0.673,6415.022228817143,4315.922902861446,2280.6222288171425,300.7268359275595,-6500.0,0.7266,112.0,1.104284101871063,1.3348881916886626,7.2688,4134.4,canonical_dm,Canonical DM,static
0.9,5000,0.4254,0.8248,0.9704,0.9988,0.9952,0.6418,6565.219157972058,4377.545105878229,1757.219157972059,-375.44236765639494,-7500.0,0.7172,111.0,1.0798598643264072,1.3796829177941328,8.616,4808.0,canonical_dm,Canonical DM,static
0.95,5000,0.4902,0.876,0.9882,1.0,0.9992,0.5884,6789.048991613167,4534.6699995901035,1035.7489916131667,-1019.6378977053503,-9000.0,0.7188,109.0,1.0979586466967206,1.4090700287642794,10.5066,5753.3,canonical_dm,Canonical DM,static
1.0,5000,0.5152,0.8926,0.9906,1.0,0.9996,0.6012,6956.0725802698225,4665.223924504728,76.17258026982257,-2028.2130965809456,-10500.0,0.7186,108.0,1.132655631711321,1.4709729273815124,12.7598,6879.9,canonical_dm,Canonical DM,static
0.1,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.6290032020462932,0.0,-499.37099679795375,-500.0,-500.0,0.0008,241.5,0.2878082734012884,0.5003516774782905,0.0,500.0,canonical_dm,Canonical DM,trailing_to_breakeven
0.15,5000,0.0,0.0,0.0006,0.0064,0.0,0.0064,34.45932125663195,0.0,-468.740678743368,-500.0,-500.0,0.0324,218.0,0.4314701254735652,0.7505275162174316,0.0064,503.2,canonical_dm,Canonical DM,trailing_to_breakeven
0.2,5000,0.0,0.0008,0.011,0.05,0.0,0.05,199.6375929665034,0.0,-325.3624070334966,-500.0,-500.0,0.1154,199.0,0.5745496003472399,1.0006399528300423,0.05,525.0,canonical_dm,Canonical DM,trailing_to_breakeven
0.25,5000,0.0,0.0078,0.0524,0.1508,0.0,0.1508,542.2214730482839,0.0,-36.0785269517161,-500.0,-1000.0,0.224,190.5,0.7179632993754119,1.0521230544172169,0.1566,578.3,canonical_dm,Canonical DM,trailing_to_breakeven
0.3,5000,0.0,0.0312,0.1298,0.292,0.0,0.292,1052.2068687601884,0.0,389.5068687601883,-500.0,-1000.0,0.345,177.0,0.8577371585104411,1.1245695192301521,0.3254,662.7,canonical_dm,Canonical DM,trailing_to_breakeven
0.35,5000,0.0122,0.0978,0.2514,0.466,0.0,0.466,1704.2161857892331,0.0,908.2161857892335,-500.0,-1500.0,0.4526,167.0,0.994971648109103,1.1885894779995523,0.592,796.0,canonical_dm,Canonical DM,trailing_to_breakeven
0.4,5000,0.0306,0.1638,0.3586,0.6102,0.0,0.6102,2393.67090611491,535.7250435450812,1451.77090611491,-402.2959679075924,-1500.0,0.5352,154.0,1.0324260389711915,1.253598847691247,0.8838,941.9,canonical_dm,Canonical DM,trailing_to_breakeven
0.45,5000,0.0418,0.2314,0.4554,0.7214,0.184,0.6574,3151.6438390371227,1452.0734946535317,2058.1438390371227,400.7364953754877,-2000.0,0.6068,146.0,1.0462151295704099,1.3011928460991282,1.187,1093.5,canonical_dm,Canonical DM,trailing_to_breakeven
0.5,5000,0.0694,0.3236,0.5782,0.8278,0.184,0.7888,3817.6626856444286,2203.2594593669055,2504.0626856444283,966.7290570790125,-2000.0,0.6508,138.0,1.0871085226258366,1.361294766395827,1.6272,1313.6,canonical_dm,Canonical DM,trailing_to_breakeven
0.55,5000,0.1136,0.4358,0.7024,0.9108,0.342,0.8564,4207.379877623966,2534.2815567806656,2567.7798776239665,970.5006334713428,-2519.0637424212496,0.6726,132.0,1.1227594752531622,1.4116471560120336,2.2792,1639.6,canonical_dm,Canonical DM,trailing_to_breakeven
0.6,5000,0.1726,0.5362,0.7996,0.9576,0.4972,0.9326,4563.6234026050415,2857.27568805152,2264.3234026050427,583.4993218633231,-4000.0,0.6826,126.0,1.1565622455735576,1.438438946883718,3.5986,2299.3,canonical_dm,Canonical DM,trailing_to_breakeven
0.65,5000,0.2308,0.6122,0.863,0.9802,0.7198,0.9464,4991.494460773602,3241.940575863293,2088.3944607736016,374.2092550068978,-5000.0,0.6906,121.0,1.132137307325526,1.3719418482651595,4.8062,2903.1,canonical_dm,Canonical DM,trailing_to_breakeven
0.7,5000,0.2704,0.6708,0.8988,0.989,0.8358,0.9554,5491.574918024644,3670.74448828639,2165.974918024644,361.93540720831425,-5500.0,0.704,117.0,1.2024242547142203,1.3921695514406511,5.6512,3325.6,canonical_dm,Canonical DM,trailing_to_breakeven
0.75,5000,0.3134,0.7386,0.9354,0.9952,0.9128,0.9672,5851.1367899952675,3957.2614142151842,1963.1367899952672,153.4926058888318,-6133.428273553337,0.717,115.0,1.2304539556924003,1.4284392340367127,6.776,3888.0,canonical_dm,Canonical DM,trailing_to_breakeven
0.8,5000,0.3856,0.8102,0.9662,0.9992,0.9684,0.9778,6073.734874682057,4103.977840836247,1544.5348746820573,-345.83098114544987,-7000.0,0.716,112.5,1.2236111595890058,1.4610545866761433,8.0584,4529.2,canonical_dm,Canonical DM,trailing_to_breakeven
0.85,5000,0.4414,0.8612,0.9816,0.9996,0.9886,0.9812,6037.957272994764,3935.275186407066,671.7572729947645,-1231.7084777537843,-8500.0,0.7072,114.0,1.2709931666256502,1.4721499143158328,9.7324,5366.2,canonical_dm,Canonical DM,trailing_to_breakeven
0.9,5000,0.5244,0.906,0.9918,1.0,0.9952,0.9814,6130.518809890566,4009.282648149744,-85.58119010943379,-2055.1478086629477,-9500.0,0.7008,112.0,1.3160268748725952,1.5459740417754269,11.4322,6216.1,canonical_dm,Canonical DM,trailing_to_breakeven
0.95,5000,0.5808,0.9314,0.9966,1.0,0.9992,0.9742,6245.009598267427,4001.8254086546485,-724.0904017325736,-2791.9596335488895,-10500.0,0.691,111.0,1.3310094899219185,1.6318614885407297,12.9382,6969.1,canonical_dm,Canonical DM,trailing_to_breakeven
1.0,5000,0.6156,0.9444,0.998,1.0,0.9996,0.9862,6638.54848985525,4505.191589041008,-1723.0515101447493,-3720.4778008232242,-12500.0,0.7024,110.0,1.3136932721104604,1.71774893530603,15.7232,8361.6,canonical_dm,Canonical DM,trailing_to_breakeven
