date,accountReturn,settledEquityReturn,prospectiveLedgerReturn,returnSource,spyReturn,activeReturn,underperformedSpy,absoluteLoss,jointDamaging,spyDownSameDay,marketStateTMinus1,spyAbove200SmaTMinus1,highMarketVolatilityTMinus1,highCrossSectionalDispersionTMinus1,worstObservedIntradayEquityReturn,realizedTurnover,snapshotCount,evidenceClass
2026-08-18,-0.018108149262672346,-0.018108149262672346,,alpaca_settled_close_to_close_equity,-0.006755757074274671,-0.011352392188397675,True,True,True,True,bullish_persistence,True,True,False,,,,exploratory_pre_preregistration
2026-08-19,-0.0026645307649046934,-0.0026645307649046934,,alpaca_settled_close_to_close_equity,0.00209783741736147,-0.004762368182266163,True,True,True,False,bullish_persistence,True,True,False,,,,exploratory_pre_preregistration
2026-08-20,0.008866096889005748,0.008866096889005748,,alpaca_settled_close_to_close_equity,-0.008399893367440514,0.017265990256446262,False,False,False,True,bullish_persistence,True,True,True,,,,exploratory_pre_preregistration
2026-08-21,0.023699830967415236,0.023699830967415236,,alpaca_settled_close_to_close_equity,0.0040912604472485015,0.019608570520166735,False,False,False,False,bullish_persistence,True,True,False,,,,exploratory_pre_preregistration
2026-08-24,0.00693791024346857,0.00693791024346857,,alpaca_settled_close_to_close_equity,-0.0029384110198065194,0.00987632126327509,False,False,False,True,bullish_persistence,True,True,False,-0.0029094624179032413,0.015737710928312082,77.0,exploratory_pre_preregistration
2026-08-25,-0.007071428454064166,-0.007071428454064166,,alpaca_settled_close_to_close_equity,0.003195937672779925,-0.01026736612684409,True,True,True,False,bullish_persistence,True,True,False,-0.0108047375080087,0.016861115978253037,78.0,exploratory_pre_preregistration
2026-08-26,-0.0016391320261031073,-0.0016391320261031073,,alpaca_settled_close_to_close_equity,0.0002220155779071309,-0.0018611476040102382,True,True,True,False,bullish_persistence,True,True,False,0.0,0.009411446234965521,77.0,exploratory_pre_preregistration
2026-08-27,-0.018034003513075086,-0.018135228549217786,-0.018034003513075086,alpaca_session_pl_over_inferred_prior_close_equity,0.006552786111251541,-0.024586789624326626,True,True,True,False,bullish_persistence,True,True,False,-0.007027833018671603,0.018964105554971862,80.0,prospective_locked
2026-08-28,-0.0045873482661714,-0.004902047917034191,-0.0045873482661714,alpaca_session_pl_over_inferred_prior_close_equity,-0.002269485222937795,-0.002317863043233605,True,True,True,True,bullish_persistence,True,False,False,-0.01209124251527327,0.006200261907579429,76.0,prospective_locked
