config_id,strategy_name,signal,holding_days,selection,primary,universe,sample_start,sample_end,number_of_trades,average_holding_period,annualized_return_gross,benchmark_annualized_return,excess_return_vs_benchmark_net,five_factor_alpha_annual,alpha_tstat_hac,market_beta,smb_beta,hml_beta,rmw_beta,cma_beta,sharpe_net,win_rate,average_winner,average_loser,max_drawdown_net,annual_two_way_turnover,estimated_transaction_cost_annual,net_return_after_costs,capacity_estimate_usd_at_half_pct_adv,long_leg_alpha_annual,long_leg_positive_meaningful,next_close_average_trade_net,crash_day_average_net,crash_day_count,top_20_winner_share_of_positive_pnl,minimum_price,minimum_adv,maximum_vol20,minimum_momentum_percentile,maximum_fundamental_red_flags,net_return_2000_2007,net_return_2008_2015,net_return_2016_2023,net_return_2024_plus
beta_idio_1d__h1__pct_2__p5__adv5e+06__vcap0.10,Beta-adjusted idiosyncratic 1-day reversal,beta_idio_1d,1,pct_2,True,"Sharadar domestic common stocks, PIT listings, incl. delisted",2000-03-03,2026-08-03,189525,1,-0.07438838359128574,0.08575137146510348,-0.6788507094327614,-0.8968339030908797,-19.879747133626523,1.2941348314375196,0.8945856435156018,-0.048787758615573565,-0.8484842223452985,-0.3348284928117355,-2.036975107557955,0.45799234929428834,0.03210024389657997,-0.033266824322692685,-0.9999999999561173,504.0,0.5187109543763722,-0.5930993379676579,492478014.37482494,-0.8968339030908797,False,-0.0030183492960935304,-0.06629085027462983,97,0.006909168908688576,5,5000000,0.1,0.7,0,-0.5549271737883752,-0.6606786421316392,-0.5790088283286132,-0.5095589766729152
