,0
2001-01-31,-0.24298584110388802
2001-02-28,0.08132564454924732
2001-03-31,0.09368746761392732
2001-04-30,0.05666510492871207
2001-05-31,-0.05337321248186516
2001-06-30,0.014052121183712116
2001-07-31,0.08179147482756097
2001-08-31,0.029025294588090875
2001-09-30,0.08604123979306558
2001-10-31,-0.008495211672787772
2001-11-30,-0.056165695709707766
2001-12-31,0.0026462718552328
2002-01-31,0.06229592396972764
2002-02-28,0.10164159096635542
2002-03-31,-0.04306610107529028
2002-04-30,0.08905716985465195
2002-05-31,0.05702325856678954
2002-06-30,0.0787000293841773
2002-07-31,0.10470767493656788
2002-08-31,0.03624974452114211
2002-09-30,0.09181526367806586
2002-10-31,-0.006188807428802207
2002-11-30,-0.17806867156441825
2002-12-31,0.06259562588693017
2003-01-31,0.015293076395797522
2003-02-28,0.029957957406085693
2003-03-31,0.033309320937875926
2003-04-30,-0.04034740850959108
2003-05-31,-0.1374007745612815
2003-06-30,0.007179216280068072
2003-07-31,-0.03267492780660549
2003-08-31,-0.017407022539534404
2003-09-30,-0.021333773975058857
2003-10-31,-0.0140913525504891
2003-11-30,-0.002957369923063821
2003-12-31,-0.016483939480952833
2004-01-31,-0.06384489553246886
2004-02-29,0.017976000835675614
2004-03-31,0.04419321431883286
2004-04-30,0.05287169894787102
2004-05-31,0.017742122108693734
2004-06-30,0.00743361524255183
2004-07-31,0.055798019180460956
2004-08-31,0.006617912730290682
2004-09-30,0.010109253108787436
2004-10-31,0.013921604799822577
2004-11-30,-0.042508069026411285
2004-12-31,-0.02150252026230072
2005-01-31,0.05438134689057278
2005-02-28,0.03061629222913624
2005-03-31,0.05323602058578393
2005-04-30,0.033198615258394744
2005-05-31,-0.010853560891822323
2005-06-30,-0.01202731973095816
2005-07-31,-0.023588098259192156
2005-08-31,-0.009840900413898809
2005-09-30,0.021815502332737227
2005-10-31,0.048193642189469546
2005-11-30,0.009360359597733937
2005-12-31,-0.00832478861818176
2006-01-31,-0.020582650321701562
2006-02-28,-0.02799767608523058
2006-03-31,-0.01851149737871936
2006-04-30,0.018868253237945908
2006-05-31,0.02096792981696176
2006-06-30,0.032192403279920095
2006-07-31,0.01175277782544646
2006-08-31,-0.020415779016176566
2006-09-30,0.025940542371324444
2006-10-31,-0.01943707533444474
2006-11-30,-0.008693367370397168
2006-12-31,-0.009049840054877327
2007-01-31,-0.0059876170222531895
2007-02-28,0.006860180582249005
2007-03-31,0.018258345787738803
2007-04-30,-0.0020080682096075206
2007-05-31,0.028641567005668014
2007-06-30,0.015668417463844366
2007-07-31,0.02900789593175894
2007-08-31,0.014625032893851218
2007-09-30,0.02712866767517615
2007-10-31,0.006219632799618433
2007-11-30,0.044328652218921946
2007-12-31,0.011077671522236699
2008-01-31,0.001448492950013397
2008-02-29,0.022975327595736218
2008-03-31,0.012976987714427887
2008-04-30,0.03146611115226405
2008-05-31,0.014489213575411775
2008-06-30,0.04948619656312471
2008-07-31,-0.025380461173946652
2008-08-31,0.0026466031987889757
2008-09-30,0.02357039093402881
2008-10-31,0.09531761925239915
2008-11-30,0.08708838165860117
2008-12-31,0.018705869706269133
2009-01-31,0.004725919097148021
2009-02-28,0.0719916509900732
2009-03-31,-0.039224120769202314
2009-04-30,-0.20561921403177438
2009-05-31,-0.06701121491797357
2009-06-30,0.0032582913778357765
2009-07-31,-0.08410517310553117
2009-08-31,-0.06571347842747337
2009-09-30,-0.04318834957700242
2009-10-31,0.07050204878004732
2009-11-30,-0.015272289023106518
2009-12-31,-0.036929498998391194
2010-01-31,0.0042932755029228276
2010-02-28,-0.02003609465923209
2010-03-31,-0.02356779168338527
2010-04-30,-0.061104826904479326
2010-05-31,0.05314290874910735
2010-06-30,0.06842433816968846
2010-07-31,-0.02657698449570183
2010-08-31,0.03299433552704887
2010-09-30,-0.0215102902845854
2010-10-31,0.018094421753662507
2010-11-30,0.010293968986669684
2010-12-31,-0.05737047793375001
2011-01-31,-0.0018943987841104056
2011-02-28,-0.005356839959412024
2011-03-31,0.006149321256370254
2011-04-30,0.0016719641300029335
2011-05-31,0.02001406288435229
2011-06-30,0.03929423691035223
2011-07-31,0.0034199103325661326
2011-08-31,0.06732300833172226
2011-09-30,0.06453299622964831
2011-10-31,-0.012344293441658244
2011-11-30,0.020957776488927583
2011-12-31,-0.0024427584103456123
2012-01-31,-0.03761826031364357
2012-02-29,-0.001715763836565437
2012-03-31,0.02071849970826093
2012-04-30,0.020787059215285484
2012-05-31,0.023190579558145824
2012-06-30,-0.02580419383777354
2012-07-31,0.014822644361875605
2012-08-31,-0.0071271396544672835
2012-09-30,-0.023688898708533822
2012-10-31,-0.0031548656975491363
2012-11-30,0.0007372270463783526
2012-12-31,-0.014348851594698842
2013-01-31,-0.01067816895732187
2013-02-28,0.022707643415625388
2013-03-31,-0.006634370115209329
2013-04-30,-0.0007914151200206646
2013-05-31,-0.036590089115766465
2013-06-30,-0.002481131419321177
2013-07-31,-0.00837052507724903
2013-08-31,0.009498198383171038
2013-09-30,-0.01919338374780097
2013-10-31,0.03232464551477065
2013-11-30,-0.012308101037732229
2013-12-31,-0.025313629545565788
2014-01-31,-0.0395802661542967
2014-02-28,-0.020952586643882658
2014-03-31,0.034207511054423594
2014-04-30,0.05741158739744076
2014-05-31,0.007842749647415203
2014-06-30,-0.020492328419473023
2014-07-31,0.0333636299129886
2014-08-31,0.006162959715916766
2014-09-30,0.05764807533398814
2014-10-31,0.037247064859558636
2014-11-30,0.022643521480638862
2014-12-31,-0.008147463940551717
2015-01-31,0.0325628241186737
2015-02-28,-0.037821325420555635
2015-03-31,0.02316623670915225
2015-04-30,0.005448833754780167
2015-05-31,-0.009519746103883328
2015-06-30,0.014310759281490872
2015-07-31,0.06486382454240124
2015-08-31,0.011363373367015234
2015-09-30,0.09593256285853324
2015-10-31,0.002154389192828149
2015-11-30,-0.019726323195126454
2015-12-31,0.052998123004625905
2016-01-31,0.13078896298733403
2016-02-29,0.047491891721798324
2016-03-31,-0.0726280815289052
2016-04-30,-0.07921297271901206
2016-05-31,0.03021471998661067
2016-06-30,0.024787316163719146
2016-07-31,1.4819726922632448e-05
2016-08-31,-0.03782929709600043
2016-09-30,-0.044096442585840626
2016-10-31,0.08119749051982894
2016-11-30,-0.031569246879244325
2016-12-31,0.014494327938609377
2017-01-31,-0.014257924275879873
2017-02-28,0.008976611460947364
2017-03-31,0.01957275573211787
2017-04-30,0.05385465568882658
2017-05-31,0.05901601977367599
2017-06-30,-0.0467524460420449
2017-07-31,0.012718604562391508
2017-08-31,0.014157293896192278
2017-09-30,-0.03906052940872656
2017-10-31,0.051071374485916594
2017-11-30,0.00253762277845912
2017-12-31,-0.0030469115646914267
2018-01-31,0.01196758544477301
2018-02-28,0.011686464223202186
2018-03-31,0.023881911286657946
2018-04-30,-0.022103597036706106
2018-05-31,-0.007831093220089208
2018-06-30,0.0022427156319136977
2018-07-31,0.030932143510225555
2018-08-31,-0.006003773186393675
2018-09-30,0.002250720175168206
