,Q1
2009-01-31,-0.08084769850750602
2009-02-28,-0.11293084492107465
2009-03-31,0.1516991350561495
2009-04-30,0.3052397809876386
2009-05-31,0.12255075624214175
2009-06-30,0.022384194060404698
2009-07-31,0.14469624220105468
2009-08-31,0.05589928426508431
2009-09-30,0.10949744849142014
2009-10-31,-0.0983609899508798
2009-11-30,0.036415152161542196
2009-12-31,0.09486497173674967
2010-01-31,-0.04163012727646397
2010-02-28,0.060426690663203664
2010-03-31,0.08405053095037669
2010-04-30,0.08587746026170025
2010-05-31,-0.09192130372695087
2010-06-30,-0.09697151100330866
2010-07-31,0.08173144647644574
2010-08-31,-0.08260322076071504
2010-09-30,0.14536894845513776
2010-10-31,0.04093170745366106
2010-11-30,0.04344007473474713
2010-12-31,0.09318278659803278
2011-01-31,0.001882096087642086
2011-02-28,0.04625547551169275
2011-03-31,0.015053356355403471
2011-04-30,0.0251099774296223
2011-05-31,-0.018398788056707114
2011-06-30,-0.03545136620535847
2011-07-31,-0.031208572259306313
2011-08-31,-0.12446454231061393
2011-09-30,-0.1349512790415119
2011-10-31,0.165186483638036
2011-11-30,-0.01788728332607684
2011-12-31,-0.006891843180019606
2012-01-31,0.08291513467780841
2012-02-29,0.04376431722035678
2012-03-31,0.013686231910056058
2012-04-30,-0.016093773607118226
2012-05-31,-0.07552069840327182
2012-06-30,0.05855093265869735
2012-07-31,-0.023911245008306815
2012-08-31,0.027066502423609032
2012-09-30,0.030808632534759198
2012-10-31,-0.05638467812228733
2012-11-30,0.010988553779336427
2012-12-31,0.027178409742411324
2013-01-31,0.057848405402617105
2013-02-28,-0.0010222934011113738
2013-03-31,0.03763748898152994
2013-04-30,0.0017317917415081317
2013-05-31,0.07569272909506626
2013-06-30,0.0008532424796803733
2013-07-31,0.07822898433016243
2013-08-31,-0.017593420918518465
2013-09-30,0.06393555262513494
2013-10-31,0.012600461212290234
2013-11-30,0.03560283634140846
2013-12-31,0.031379564213723864
2014-01-31,-0.0008303786137614234
2014-02-28,0.05766427292751265
2014-03-31,-0.02164790659339544
2014-04-30,-0.061467481660866664
2014-05-31,0.003536359964291203
2014-06-30,0.06476083186091712
2014-07-31,-0.06230923235441407
2014-08-31,0.04587489053978688
2014-09-30,-0.07954104708984612
2014-10-31,0.005712655572631651
2014-11-30,-0.021140746601671836
2014-12-31,0.018507958257541177
2015-01-31,-0.04603063514246486
2015-02-28,0.08776807380601732
2015-03-31,-0.020527268079088497
2015-04-30,0.006937796859820809
2015-05-31,0.0006572178336794529
2015-06-30,-0.012146986698185095
2015-07-31,-0.07686156972218841
2015-08-31,-0.05441318720357924
2015-09-30,-0.10457955024754846
2015-10-31,0.07099876882601105
2015-11-30,0.03723344732440171
2015-12-31,-0.08367390359873818
2016-01-31,-0.13836370928658054
2016-02-29,-0.024097208589296065
2016-03-31,0.1316206175652387
2016-04-30,0.08048499017107824
2016-05-31,-0.01633929569318206
2016-06-30,-0.00028053330558665957
2016-07-31,0.045934564049103066
2016-08-31,0.03332905011955921
2016-09-30,0.047829766378501885
2016-10-31,-0.09360892392058578
2016-11-30,0.10212862967109435
2016-12-31,-0.008956107311459119
2017-01-31,0.025604261899934776
2017-02-28,-0.004579551186878879
2017-03-31,-0.0022720154002910152
2017-04-30,-0.011554185166940158
2017-05-31,-0.04327752617521677
2017-06-30,0.0345350794057106
2017-07-31,-0.00525356224222469
2017-08-31,-0.00733142309612102
2017-09-30,0.06663427036405907
2017-10-31,-0.025565522856741636
2017-11-30,0.031502678057128725
2017-12-31,0.01610038949987318
2018-01-31,0.029581580549720755
2018-02-28,-0.02949203286380112
2018-03-31,-0.004222026012786228
2018-04-30,0.022168598177516572
2018-05-31,0.06902873686870896
2018-06-30,0.013929935561448408
2018-07-31,-0.009254930820087631
2018-08-31,0.07404706759790569
2018-09-30,-0.016180287728831837
2018-10-31,-0.13367574943808666
2018-11-30,-0.02692834388716217
2018-12-31,-0.15317379505497683
2019-01-31,0.13987391227200505
2019-02-28,0.06011822996897258
2019-03-31,-0.007613260875602679
2019-04-30,-0.004646626595850351
2019-05-31,-0.11542407572259118
2019-06-30,0.0489634218412738
2019-07-31,-0.033094110056608235
2019-08-31,-0.06996675339361699
2019-09-30,0.0051678888846098
2019-10-31,-0.004361550835573868
2019-11-30,0.061103959700469355
2019-12-31,0.05531318361911554
2020-01-31,-0.042962832927624726
2020-02-29,-0.0804891852593507
2020-03-31,-0.2806790992422548
2020-04-30,0.29273480490545417
2020-05-31,0.09603059591616968
2020-06-30,0.058959164191693045
2020-07-31,0.02758109522358437
2020-08-31,0.022211046635589423
2020-09-30,-0.07725081553062631
2020-10-31,-0.02393860278864873
2020-11-30,0.26804081500334825
2020-12-31,0.08801448443230751
2021-01-31,0.16877344918331497
2021-02-28,0.09749793462952785
2021-03-31,-0.02111072974676013
2021-04-30,-0.010653460809594463
2021-05-31,0.02417467376058919
2021-06-30,0.05649677853266272
2021-07-31,-0.07697331556137761
2021-08-31,0.03169416310981234
2021-09-30,-0.017161381365317824
2021-10-31,0.008333248245152778
2021-11-30,-0.08144888776324063
2021-12-31,-0.036317911663778374
2022-01-31,-0.0958565871520072
2022-02-28,-0.009634563056675465
2022-03-31,0.03667522726634014
2022-04-30,-0.16140047551469722
2022-05-31,-0.059628287633671756
2022-06-30,-0.05697784365011287
2022-07-31,0.09369628037885779
2022-08-31,0.0408998247690187
2022-09-30,-0.10204852223459061
2022-10-31,0.06499815534205206
2022-11-30,-0.03896470870913484
2022-12-31,-0.06856143327814289
2023-01-31,0.13777709296370466
2023-02-28,-0.052751598921502114
2023-03-31,-0.06289409628472796
2023-04-30,-0.02764276186268936
2023-05-31,0.05017209579320517
2023-06-30,0.059903855903333116
2023-07-31,0.06117298739910686
2023-08-31,-0.08818497230931728
2023-09-30,-0.08684436220563323
2023-10-31,-0.09811530522214802
2023-11-30,0.09619670183375537
2023-12-31,0.14181146288353025
2024-01-31,-0.0481141761258856
2024-02-29,0.06724128518942273
2024-03-31,0.01927220094869307
2024-04-30,-0.09779699683640121
2024-05-31,0.029016031852379862
2024-06-30,-0.05387901429142534
2024-07-31,0.07639742834354052
2024-08-31,-0.04905319408581471
2024-09-30,-0.002173016925710913
2024-10-31,-0.009281777317999519
2024-11-30,0.09151368537141037
2024-12-31,-0.05306617672204329
2025-01-31,0.025267953157085028
