library,signal,horizon,dimension,level,spread_ann,tstat,n,thin_sample,full_sample_spread_ann,full_sample_tstat,full_sample_n,artifact_flag
intraday,I2_vwap_position,intraday,drawdown,SHALLOW,-0.9979083869486436,-83.7911484292763,1031,False,-0.9981259300283744,-94.74945364247371,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I2_vwap_position,intraday,drawdown,MODERATE,-0.9984469266582219,-37.66141294862809,340,False,-0.9981259300283744,-94.74945364247371,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I2_vwap_position,intraday,drawdown,DEEP,-0.9986161419523378,-32.78802822398409,163,False,-0.9981259300283744,-94.74945364247371,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I2_vwap_position,1day,regime,BULL,0.14080066508356737,1.7103810793810432,810,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,regime,BEAR,-0.06336368615600096,-0.4017713435126517,169,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,regime,SIDEWAYS,0.07552816833425702,0.300942860522347,130,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,regime,NOT_COVERED_post_2024,0.2950444747418626,1.7597101353537474,424,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,volatility,HIGH_VOL,0.1881671937253755,1.0053937906977157,371,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,volatility,MID_VOL,0.0986815258619318,1.1808994943416837,774,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,volatility,LOW_VOL,0.22247733853871088,1.9983610565879864,388,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,drawdown,SHALLOW,0.21199842356808163,2.7256377343762623,1030,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,drawdown,MODERATE,0.05191197444391271,0.3637991289795867,340,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I2_vwap_position,1day,drawdown,DEEP,-0.0031166792283939815,-0.013578039097180127,163,False,0.15037487304871933,2.2083019432765343,1533,
intraday,I3_gap_fade,intraday,regime,BULL,0.21769410195123617,2.594888485606614,810,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,regime,BEAR,0.05069313897282024,0.2602555908656841,169,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,regime,SIDEWAYS,0.6826670879460619,2.1817651811740033,130,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,regime,NOT_COVERED_post_2024,0.23980586346799715,1.6445282727138055,425,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,volatility,HIGH_VOL,0.3417894865966473,1.8501719831747199,371,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,volatility,MID_VOL,0.27504065886158835,2.974392112881388,774,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,volatility,LOW_VOL,0.07953872072941004,0.8513086528484969,389,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,drawdown,SHALLOW,0.1287369161591838,1.8180625859712178,1031,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,drawdown,MODERATE,0.6209626168558013,3.09059877230738,340,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,intraday,drawdown,DEEP,0.260888017857396,0.9925366890110945,163,False,0.23753857829914837,3.4688327935740686,1534,
intraday,I3_gap_fade,1day,regime,BULL,0.052044484426186255,0.6248486141794024,810,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,regime,BEAR,0.23753064462874707,0.8736011687137053,169,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,regime,SIDEWAYS,-0.16072328183347107,-0.8320531566217763,130,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,regime,NOT_COVERED_post_2024,-0.011269013976134223,-0.06469408205408952,424,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,volatility,HIGH_VOL,-0.1105818200346097,-0.6352381257969197,371,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,volatility,MID_VOL,0.10717667795295238,1.0680822114569701,774,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,volatility,LOW_VOL,0.037284027444057566,0.31599212837764684,388,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,drawdown,SHALLOW,0.08589216361707575,1.0078593408927567,1030,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,drawdown,MODERATE,-0.13536255038152623,-0.9177022444633682,340,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I3_gap_fade,1day,drawdown,DEEP,0.09037911315473957,0.3010688109277201,163,False,0.03285278547096837,0.44641853400225034,1533,
intraday,I4_gap_and_go,intraday,regime,BULL,-0.17872063281099948,-2.590689690557796,810,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,regime,BEAR,-0.050962686724959405,-0.27496345205597006,169,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,regime,SIDEWAYS,-0.3999924650163106,-2.13500347480972,130,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,regime,NOT_COVERED_post_2024,-0.19691127280005205,-1.679541633398818,425,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,volatility,HIGH_VOL,-0.25610445421483763,-1.8576283071278752,371,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,volatility,MID_VOL,-0.21498476053040438,-2.964899083029184,774,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,volatility,LOW_VOL,-0.07613376571664154,-0.8795227737469956,389,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,drawdown,SHALLOW,-0.11453405790521765,-1.8274499544999967,1031,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,drawdown,MODERATE,-0.3841877039341074,-3.099391592019789,340,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,intraday,drawdown,DEEP,-0.20655163660967446,-0.9871924673174047,163,False,-0.1924507499185022,-3.4771137849881257,1534,
intraday,I4_gap_and_go,1day,regime,BULL,-0.050102276166388515,-0.6342193611265082,810,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,regime,BEAR,-0.2019615586955299,-0.9234418620511765,169,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,regime,SIDEWAYS,0.19312585315186426,0.8375585266480317,130,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,regime,NOT_COVERED_post_2024,0.006821682374470672,0.03872705540175246,424,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,volatility,HIGH_VOL,0.11907603461180916,0.6087918375402269,371,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,volatility,MID_VOL,-0.09829093689177437,-1.0844096478896925,774,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,volatility,LOW_VOL,-0.03935692511244182,-0.34767270701769537,388,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,drawdown,SHALLOW,-0.08085456437733096,-1.0313275148808831,1030,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,drawdown,MODERATE,0.15226380434767384,0.894363883286341,340,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I4_gap_and_go,1day,drawdown,DEEP,-0.08944007552520739,-0.3248331075882775,163,False,-0.03454748173817679,-0.4852464828391715,1533,
intraday,I5_pivot_reversal,intraday,regime,BULL,0.1965794006614925,2.4515196046811645,810,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,regime,BEAR,-0.0401570601258876,-0.22550995618347397,169,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,regime,SIDEWAYS,0.6516350201443342,2.079967818196527,130,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,regime,NOT_COVERED_post_2024,0.09071436022694246,0.6729757139410865,425,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,volatility,HIGH_VOL,0.1038175208919152,0.6628093419859865,371,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,volatility,MID_VOL,0.2237605743180029,2.4878045404688853,774,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,volatility,LOW_VOL,0.13039719686319184,1.2831170502196259,389,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,drawdown,SHALLOW,0.12114459569207692,1.7394328151442504,1031,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,drawdown,MODERATE,0.31335411556029746,1.6015917768759573,340,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,intraday,drawdown,DEEP,0.20235047376240245,0.8957295036721616,163,False,0.16983238659283661,2.6072649861375523,1534,
intraday,I5_pivot_reversal,1day,regime,BULL,-0.023589952799878633,-0.30122233677879023,810,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,regime,BEAR,0.14677228927395247,0.6359189577178422,169,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,regime,SIDEWAYS,-0.06522923001473024,-0.28254629069693943,130,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,regime,NOT_COVERED_post_2024,-0.07797071211691742,-0.4879113778161441,424,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,volatility,HIGH_VOL,-0.17547553108485547,-1.08639458953248,371,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,volatility,MID_VOL,0.055170234141951546,0.5807954827245381,774,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,volatility,LOW_VOL,-0.02388688038750264,-0.22555018980427172,388,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,drawdown,SHALLOW,-0.017548488578176036,-0.22383459932455468,1030,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,drawdown,MODERATE,-0.018301942538332505,-0.11931203128178099,340,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I5_pivot_reversal,1day,drawdown,DEEP,-0.08710323885206162,-0.33136822633534857,163,False,-0.025353918649451024,-0.36860472209779266,1533,
intraday,I6_intraday_reversal,intraday,regime,BULL,-0.9956597489039647,-75.67388195857365,810,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,regime,BEAR,-0.9976499438068179,-32.86566336619896,169,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,regime,SIDEWAYS,-0.9974175976334858,-23.081879064079036,130,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,regime,NOT_COVERED_post_2024,-0.9985729450033017,-47.127609140978215,425,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,volatility,HIGH_VOL,-0.9980583109991705,-39.03055415409265,371,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,volatility,MID_VOL,-0.9970343246004482,-72.38476530623095,774,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,volatility,LOW_VOL,-0.996185260717815,-47.350865692381504,389,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,drawdown,SHALLOW,-0.9969289711905762,-78.54632355122399,1031,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,drawdown,MODERATE,-0.9973865081680506,-39.18920715236085,340,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,intraday,drawdown,DEEP,-0.9978453086767448,-29.566034574246643,163,False,-0.9971462639065931,-91.44161795794318,1534,SAME_BAR_ARTIFACT_NOT_INTERPRETABLE
intraday,I6_intraday_reversal,1day,regime,BULL,0.04791980617420588,0.6265429292870665,810,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,regime,BEAR,0.08613264893956862,0.47451588682074164,169,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,regime,SIDEWAYS,-0.24802892672851462,-1.2256620330109769,130,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,regime,NOT_COVERED_post_2024,0.014416180321379146,0.11225711379804505,424,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,volatility,HIGH_VOL,0.029466977447422993,0.1949595604028407,371,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,volatility,MID_VOL,0.02990776647022919,0.37296462084078896,774,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,volatility,LOW_VOL,-0.032129459255331616,-0.2970152454038018,388,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,drawdown,SHALLOW,-0.005336391945022112,-0.07766462433973341,1030,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,drawdown,MODERATE,0.005678583137238791,0.0363730136322704,340,False,0.013736538365793027,0.22845647644347508,1533,
intraday,I6_intraday_reversal,1day,drawdown,DEEP,0.16214732349924654,0.925708757893891,163,False,0.013736538365793027,0.22845647644347508,1533,
