strategy,rebalance_date,next_rebalance_date,group,symbol,next_period_return
Market-Residual Momentum,2025-05-01,2025-06-02,retained,V,0.05148580141545267
Market-Residual Momentum,2025-05-01,2025-06-02,retained,KO,0.00041685695195115
Market-Residual Momentum,2025-05-01,2025-06-02,retained,MSFT,0.06432566745875623
Market-Residual Momentum,2025-05-01,2025-06-02,retained,CSCO,0.08566983287154639
Market-Residual Momentum,2025-05-01,2025-06-02,outgoing,JNJ,0.0051892727432159
Market-Residual Momentum,2025-05-01,2025-06-02,universe_median,__UNIVERSE_MEDIAN__,0.04454472323308711
Market-Residual Momentum,2025-06-02,2025-07-01,new,GS,0.1827598823644061
Market-Residual Momentum,2025-06-02,2025-07-01,new,JPM,0.10596157873006962
Market-Residual Momentum,2025-06-02,2025-07-01,retained,V,-0.02467125291954808
Market-Residual Momentum,2025-06-02,2025-07-01,retained,AXP,0.08407720126919949
Market-Residual Momentum,2025-06-02,2025-07-01,retained,CSCO,0.10600984708518069
Market-Residual Momentum,2025-06-02,2025-07-01,outgoing,KO,-0.0074311020299389074
Market-Residual Momentum,2025-06-02,2025-07-01,outgoing,MSFT,0.08399419373058548
Market-Residual Momentum,2025-06-02,2025-07-01,universe_median,__UNIVERSE_MEDIAN__,0.035020428822377214
Market-Residual Momentum,2025-07-01,2025-08-01,retained,V,-0.027471633875182033
Market-Residual Momentum,2025-07-01,2025-08-01,retained,JPM,0.003124983507574841
Market-Residual Momentum,2025-07-01,2025-08-01,retained,CSCO,-0.021101549774522277
Market-Residual Momentum,2025-07-01,2025-08-01,retained,GS,0.003545254785701779
Market-Residual Momentum,2025-07-01,2025-08-01,retained,AXP,-0.06991342103199516
Market-Residual Momentum,2025-07-01,2025-08-01,universe_median,__UNIVERSE_MEDIAN__,-0.011904828237844334
Market-Residual Momentum,2025-08-01,2025-09-02,retained,V,0.016927158939189058
Market-Residual Momentum,2025-08-01,2025-09-02,retained,JPM,0.03395312504597037
Market-Residual Momentum,2025-08-01,2025-09-02,retained,CSCO,0.008887514698268317
Market-Residual Momentum,2025-08-01,2025-09-02,retained,GS,0.04197268171191304
Market-Residual Momentum,2025-08-01,2025-09-02,retained,AXP,0.11097509115944293
Market-Residual Momentum,2025-08-01,2025-09-02,universe_median,__UNIVERSE_MEDIAN__,0.03676370143534502
Market-Residual Momentum,2025-09-02,2025-10-01,new,MSFT,0.028633024952197106
Market-Residual Momentum,2025-09-02,2025-10-01,retained,CSCO,-0.0030831184781600074
Market-Residual Momentum,2025-09-02,2025-10-01,retained,GS,0.07771691862591212
Market-Residual Momentum,2025-09-02,2025-10-01,retained,JPM,0.0456605408345776
Market-Residual Momentum,2025-09-02,2025-10-01,retained,AXP,0.013286013181337708
Market-Residual Momentum,2025-09-02,2025-10-01,outgoing,V,-0.02576511196969411
Market-Residual Momentum,2025-09-02,2025-10-01,universe_median,__UNIVERSE_MEDIAN__,0.003247871306122363
Market-Residual Momentum,2025-10-01,2025-11-03,new,KO,0.03443097786554139
Market-Residual Momentum,2025-10-01,2025-11-03,retained,CSCO,0.10545677875198756
Market-Residual Momentum,2025-10-01,2025-11-03,retained,GS,-0.005103153186641229
Market-Residual Momentum,2025-10-01,2025-11-03,retained,JPM,-0.0046437382777473335
Market-Residual Momentum,2025-10-01,2025-11-03,retained,AXP,0.09339790665914571
Market-Residual Momentum,2025-10-01,2025-11-03,outgoing,MSFT,0.009731914976569334
Market-Residual Momentum,2025-10-01,2025-11-03,universe_median,__UNIVERSE_MEDIAN__,0.009731914976569334
Market-Residual Momentum,2025-11-03,2025-12-01,new,PG,-0.013324411519796686
Market-Residual Momentum,2025-11-03,2025-12-01,new,MCD,0.045913696525081704
Market-Residual Momentum,2025-11-03,2025-12-01,retained,KO,0.06264422203601616
Market-Residual Momentum,2025-11-03,2025-12-01,retained,GS,0.0367542108595198
Market-Residual Momentum,2025-11-03,2025-12-01,retained,JPM,0.006270007131292887
Market-Residual Momentum,2025-11-03,2025-12-01,outgoing,CSCO,0.02761019529768216
Market-Residual Momentum,2025-11-03,2025-12-01,outgoing,AXP,0.00792233880140758
Market-Residual Momentum,2025-11-03,2025-12-01,universe_median,__UNIVERSE_MEDIAN__,0.006270007131292887
Market-Residual Momentum,2025-12-01,2026-01-02,new,MSFT,-0.008291725765819491
Market-Residual Momentum,2025-12-01,2026-01-02,retained,KO,-0.03787882553464261
Market-Residual Momentum,2025-12-01,2026-01-02,retained,PG,-0.033693513815208465
Market-Residual Momentum,2025-12-01,2026-01-02,retained,JPM,0.030516074767891865
Market-Residual Momentum,2025-12-01,2026-01-02,retained,MCD,-0.01353889488861193
Market-Residual Momentum,2025-12-01,2026-01-02,outgoing,GS,0.08525929677328392
Market-Residual Momentum,2025-12-01,2026-01-02,universe_median,__UNIVERSE_MEDIAN__,0.0027677952762414915
Market-Residual Momentum,2026-01-02,2026-02-02,new,JNJ,0.10395520631279398
Market-Residual Momentum,2026-01-02,2026-02-02,retained,KO,0.07387267366329975
Market-Residual Momentum,2026-01-02,2026-02-02,retained,PG,0.0726167333096781
Market-Residual Momentum,2026-01-02,2026-02-02,retained,MSFT,-0.11179006704072625
Market-Residual Momentum,2026-01-02,2026-02-02,retained,MCD,0.04490825926991571
Market-Residual Momentum,2026-01-02,2026-02-02,outgoing,JPM,-0.051679617948446555
Market-Residual Momentum,2026-01-02,2026-02-02,universe_median,__UNIVERSE_MEDIAN__,0.04349478219421976
Market-Residual Momentum,2026-02-02,2026-03-02,new,TRV,0.07572316045926519
Market-Residual Momentum,2026-02-02,2026-03-02,retained,KO,0.08318882345009859
Market-Residual Momentum,2026-02-02,2026-03-02,retained,PG,0.08443777828674293
Market-Residual Momentum,2026-02-02,2026-03-02,retained,MCD,0.06915351497447664
Market-Residual Momentum,2026-02-02,2026-03-02,retained,JNJ,0.09720874606315877
Market-Residual Momentum,2026-02-02,2026-03-02,outgoing,MSFT,-0.0847976999573199
Market-Residual Momentum,2026-02-02,2026-03-02,universe_median,__UNIVERSE_MEDIAN__,0.010097060395595658
Market-Residual Momentum,2026-03-02,2026-04-01,retained,MCD,-0.0854902100391064
Market-Residual Momentum,2026-03-02,2026-04-01,retained,TRV,-0.050528442978369115
Market-Residual Momentum,2026-03-02,2026-04-01,retained,JNJ,-0.014406655088718745
Market-Residual Momentum,2026-03-02,2026-04-01,retained,KO,-0.05632481100321851
Market-Residual Momentum,2026-03-02,2026-04-01,retained,PG,-0.1292878713465685
Market-Residual Momentum,2026-03-02,2026-04-01,universe_median,__UNIVERSE_MEDIAN__,-0.03174412256600856
Market-Residual Momentum,2026-04-01,2026-05-01,new,AAPL,0.09752829417302289
Market-Residual Momentum,2026-04-01,2026-05-01,retained,KO,0.04123440006099455
Market-Residual Momentum,2026-04-01,2026-05-01,retained,TRV,0.05529966484789317
Market-Residual Momentum,2026-04-01,2026-05-01,retained,MCD,-0.049875903432626045
Market-Residual Momentum,2026-04-01,2026-05-01,retained,JNJ,-0.06734533819100108
Market-Residual Momentum,2026-04-01,2026-05-01,outgoing,PG,0.035182374128667426
Market-Residual Momentum,2026-04-01,2026-05-01,universe_median,__UNIVERSE_MEDIAN__,0.04123440006099455
Market-Residual Momentum,2026-05-01,2026-06-01,retained,MCD,-0.056260701851559514
Market-Residual Momentum,2026-05-01,2026-06-01,retained,TRV,-0.05712418537771413
Market-Residual Momentum,2026-05-01,2026-06-01,retained,JNJ,-0.019978862062088654
Market-Residual Momentum,2026-05-01,2026-06-01,retained,KO,-0.008954416056738745
Market-Residual Momentum,2026-05-01,2026-06-01,retained,AAPL,0.1113651184711053
Market-Residual Momentum,2026-05-01,2026-06-01,universe_median,__UNIVERSE_MEDIAN__,-0.008954416056738745
Market-Residual Momentum,2026-06-01,2026-07-01,retained,MCD,-0.021706845656177642
Market-Residual Momentum,2026-06-01,2026-07-01,retained,TRV,0.15117789735350584
Market-Residual Momentum,2026-06-01,2026-07-01,retained,JNJ,0.13463263200100362
Market-Residual Momentum,2026-06-01,2026-07-01,retained,KO,0.04641729838316011
Market-Residual Momentum,2026-06-01,2026-07-01,retained,AAPL,-0.052288207913766205
Market-Residual Momentum,2026-06-01,2026-07-01,universe_median,__UNIVERSE_MEDIAN__,-0.005249541528497992
Market-Residual Momentum,2026-07-01,2026-08-03,retained,MCD,0.020203483645062414
Market-Residual Momentum,2026-07-01,2026-08-03,retained,TRV,0.13615948033777614
Market-Residual Momentum,2026-07-01,2026-08-03,retained,JNJ,0.006791712618768431
Market-Residual Momentum,2026-07-01,2026-08-03,retained,KO,0.0829866176492835
Market-Residual Momentum,2026-07-01,2026-08-03,retained,AAPL,0.05500269831438409
Market-Residual Momentum,2026-07-01,2026-08-03,universe_median,__UNIVERSE_MEDIAN__,0.026968140332092494
