strategy,rebalance_date,next_rebalance_date,group,symbol,next_period_return
Dual Momentum,2024-06-03,2024-07-01,new,MSFT,0.081762204822458
Dual Momentum,2024-06-03,2024-07-01,retained,TRV,-0.040047785238474964
Dual Momentum,2024-06-03,2024-07-01,retained,JPM,0.0026198507207917388
Dual Momentum,2024-06-03,2024-07-01,retained,AXP,-0.032683864484591485
Dual Momentum,2024-06-03,2024-07-01,outgoing,CAT,-0.01689777920143465
Dual Momentum,2024-06-03,2024-07-01,outgoing,DIS,-0.04579049193734408
Dual Momentum,2024-06-03,2024-07-01,universe_median,__UNIVERSE_MEDIAN__,0.0058281441437455506
Dual Momentum,2024-07-01,2024-08-01,new,MMM,0.23954901370931858
Dual Momentum,2024-07-01,2024-08-01,retained,MSFT,-0.06388064391595383
Dual Momentum,2024-07-01,2024-08-01,retained,GS,0.12208748471026909
Dual Momentum,2024-07-01,2024-08-01,retained,JPM,0.05689878982849028
Dual Momentum,2024-07-01,2024-08-01,retained,AXP,0.0958813534696974
Dual Momentum,2024-07-01,2024-08-01,outgoing,TRV,0.06453978285019324
Dual Momentum,2024-07-01,2024-08-01,universe_median,__UNIVERSE_MEDIAN__,0.03760041125932956
Dual Momentum,2024-08-01,2024-09-03,new,CAT,0.017066331481345953
Dual Momentum,2024-08-01,2024-09-03,retained,MMM,0.04883938714770286
Dual Momentum,2024-08-01,2024-09-03,retained,GS,0.0009257480944206975
Dual Momentum,2024-08-01,2024-09-03,retained,JPM,0.04268287300061058
Dual Momentum,2024-08-01,2024-09-03,retained,AXP,0.007563521640765458
Dual Momentum,2024-08-01,2024-09-03,outgoing,MSFT,-0.0050541213367137905
Dual Momentum,2024-08-01,2024-09-03,universe_median,__UNIVERSE_MEDIAN__,0.026541884619424527
Dual Momentum,2024-09-03,2024-10-01,new,WMT,0.043320639666845295
Dual Momentum,2024-09-03,2024-10-01,retained,GS,-0.0254005208729845
Dual Momentum,2024-09-03,2024-10-01,retained,AXP,0.06064040106357349
Dual Momentum,2024-09-03,2024-10-01,retained,JPM,-0.06027895227309732
Dual Momentum,2024-09-03,2024-10-01,retained,MMM,0.02247961441176849
Dual Momentum,2024-09-03,2024-10-01,outgoing,CAT,0.11089968400126549
Dual Momentum,2024-09-03,2024-10-01,universe_median,__UNIVERSE_MEDIAN__,0.027150800038795664
Dual Momentum,2024-10-01,2024-11-01,new,CAT,-0.03026473626851256
Dual Momentum,2024-10-01,2024-11-01,new,IBM,-0.0582876754249122
Dual Momentum,2024-10-01,2024-11-01,retained,AXP,0.006382806461038726
Dual Momentum,2024-10-01,2024-11-01,retained,MMM,-0.0553676433697573
Dual Momentum,2024-10-01,2024-11-01,retained,WMT,0.022930173019685363
Dual Momentum,2024-10-01,2024-11-01,outgoing,GS,0.05139723975830024
Dual Momentum,2024-10-01,2024-11-01,outgoing,JPM,0.07673525187639263
Dual Momentum,2024-10-01,2024-11-01,universe_median,__UNIVERSE_MEDIAN__,-0.019607804877414203
Dual Momentum,2024-11-01,2024-12-02,new,GS,0.17502301272042753
Dual Momentum,2024-11-01,2024-12-02,new,JPM,0.1162551437577315
Dual Momentum,2024-11-01,2024-12-02,retained,AXP,0.12453163835528214
Dual Momentum,2024-11-01,2024-12-02,retained,MMM,0.04491444525248656
Dual Momentum,2024-11-01,2024-12-02,retained,WMT,0.1246819017396601
Dual Momentum,2024-11-01,2024-12-02,outgoing,CAT,0.07773683187388936
Dual Momentum,2024-11-01,2024-12-02,outgoing,IBM,0.10359028405442894
Dual Momentum,2024-11-01,2024-12-02,universe_median,__UNIVERSE_MEDIAN__,0.08238946481383524
Dual Momentum,2024-12-02,2025-01-02,retained,JPM,-0.034582270739582754
Dual Momentum,2024-12-02,2025-01-02,retained,MMM,-0.02426413124972826
Dual Momentum,2024-12-02,2025-01-02,retained,WMT,-0.02844902741823785
Dual Momentum,2024-12-02,2025-01-02,retained,GS,-0.047187398119651225
Dual Momentum,2024-12-02,2025-01-02,retained,AXP,-0.02028000355163606
Dual Momentum,2024-12-02,2025-01-02,universe_median,__UNIVERSE_MEDIAN__,-0.02844902741823785
Dual Momentum,2025-01-02,2025-02-03,new,AAPL,-0.07608560980484891
Dual Momentum,2025-01-02,2025-02-03,retained,AXP,0.04307997134207131
Dual Momentum,2025-01-02,2025-02-03,retained,GS,0.0805959478070537
Dual Momentum,2025-01-02,2025-02-03,retained,MMM,0.14498398232654752
Dual Momentum,2025-01-02,2025-02-03,retained,WMT,0.07546119713082122
Dual Momentum,2025-01-02,2025-02-03,outgoing,JPM,0.09240512410805257
Dual Momentum,2025-01-02,2025-02-03,universe_median,__UNIVERSE_MEDIAN__,0.0016100291591740756
Dual Momentum,2025-02-03,2025-03-03,new,JPM,0.008287892131081387
Dual Momentum,2025-02-03,2025-03-03,new,IBM,0.015994886788178286
Dual Momentum,2025-02-03,2025-03-03,retained,GS,-0.0008208248936860674
Dual Momentum,2025-02-03,2025-03-03,retained,MMM,0.04750678564615729
Dual Momentum,2025-02-03,2025-03-03,retained,WMT,0.012503939599813219
Dual Momentum,2025-02-03,2025-03-03,outgoing,AXP,-0.03446619515975624
Dual Momentum,2025-02-03,2025-03-03,outgoing,AAPL,0.05246243948609419
Dual Momentum,2025-02-03,2025-03-03,universe_median,__UNIVERSE_MEDIAN__,0.031084686640632242
Dual Momentum,2025-03-03,2025-04-01,new,CSCO,-0.04674640960838261
Dual Momentum,2025-03-03,2025-04-01,retained,IBM,-0.02634052648756069
Dual Momentum,2025-03-03,2025-04-01,retained,GS,-0.12716883428691794
Dual Momentum,2025-03-03,2025-04-01,retained,MMM,-0.0630223735470129
Dual Momentum,2025-03-03,2025-04-01,retained,WMT,-0.10409891426498263
Dual Momentum,2025-03-03,2025-04-01,outgoing,JPM,-0.08098481636017896
Dual Momentum,2025-03-03,2025-04-01,universe_median,__UNIVERSE_MEDIAN__,-0.04674640960838261
Dual Momentum,2025-04-01,2025-05-01,new,V,-0.013868189202723702
Dual Momentum,2025-04-01,2025-05-01,retained,CSCO,-0.052366143734959625
Dual Momentum,2025-04-01,2025-05-01,retained,IBM,-0.0265694460325675
Dual Momentum,2025-04-01,2025-05-01,retained,MMM,-0.050926708540343535
Dual Momentum,2025-04-01,2025-05-01,retained,WMT,0.10829326747227408
Dual Momentum,2025-04-01,2025-05-01,outgoing,GS,0.008927472386488278
Dual Momentum,2025-04-01,2025-05-01,universe_median,__UNIVERSE_MEDIAN__,-0.0265694460325675
Dual Momentum,2025-05-01,2025-06-02,new,TRV,0.04454472323308711
Dual Momentum,2025-05-01,2025-06-02,new,MCD,-0.002100052251981288
Dual Momentum,2025-05-01,2025-06-02,retained,V,0.05148580141545267
Dual Momentum,2025-05-01,2025-06-02,retained,IBM,0.07507397326269905
Dual Momentum,2025-05-01,2025-06-02,retained,WMT,0.021222235270360157
Dual Momentum,2025-05-01,2025-06-02,outgoing,CSCO,0.08566983287154639
Dual Momentum,2025-05-01,2025-06-02,outgoing,MMM,0.07458936755873569
Dual Momentum,2025-05-01,2025-06-02,universe_median,__UNIVERSE_MEDIAN__,0.04454472323308711
Dual Momentum,2025-06-02,2025-07-01,new,CSCO,0.10600984708518069
Dual Momentum,2025-06-02,2025-07-01,new,DIS,0.1006980625197571
