realization_date,signal_date,regime,high_vol,vol20,ibs_ret,rsi2_ret,tue_ret,s1_ret,s1_bottom_ret,s1_spread,cs_corr_s1_ibs,turnover_ibs_vs_s1_frac,n_held,n_universe,fac_Mkt-RF,fac_SMB,fac_HML,fac_RMW,fac_CMA,fac_UMD,fac_RF
2001-01-12,2001-01-05,,False,,0.08796257388751026,0.07600058217471752,0.09950028206755646,0.19303753263638726,0.05562097008674018,0.13741656254964707,0.47293323611594573,1.338235294117647,272,1360,0.03640557308410375,0.0400841721618459,-0.05344435771752043,-0.0609186270198554,-0.03242584169430862,-0.06857019032092293,0.0015009002700401286
2001-01-19,2001-01-12,,False,,0.014625369375233295,-0.0006479519262623587,0.02032897606500981,0.03381173476714359,0.03212176337386702,0.0016899713932765695,0.36945129011474415,1.2794117647058822,272,1363,0.008848308439663999,-0.01086990437833224,-0.010734881230922477,-0.012884054635000086,-0.00962820001465603,-0.04080602643854003,0.0012005401080077416
2001-01-26,2001-01-19,,False,,0.03156482830639754,0.03645571822740589,0.022129926114440656,0.03945999786695387,-0.01266747407991099,0.052127471946864866,0.29276516982073786,1.2234432234432235,273,1371,0.018770803922155466,0.006285480830075629,0.004901645366888863,-0.009905389023676214,-0.0018017114667409073,-0.006157327132682466,0.0015009002700401286
2001-02-02,2001-01-26,,False,,0.015240459380836985,0.002150717197185597,0.006900648744219807,0.008880633374267977,-0.008167030910415003,0.01704766428468298,0.3295399543935433,1.263537906137184,277,1391,-0.01403803177674845,0.004381894076741943,0.03810360567859439,0.03808379539189777,0.02671893373166534,0.0446281049141275,0.0012005701340154218
2001-02-09,2001-02-02,,False,0.18036506941921804,-0.03968890720789901,-0.05072959442554239,-0.04615079600525427,-0.04826912789885296,-0.038238923768067465,-0.010030204130785494,0.41754623921092565,1.1343283582089552,268,1343,-0.018057726256511475,0.023062437080026754,0.03083959861655461,0.029184340426944066,0.03553844691709718,0.043843687364453654,0.0010004000800079016
2001-02-16,2001-02-09,,False,0.13300134759193033,0.003542771637747166,0.005319131170629493,0.006020627577241833,-0.003368451211866434,0.0023090379736984356,-0.00567748918556487,0.5330193582235271,1.0671641791044777,268,1345,-0.03820541756444673,0.013656590728883256,0.02771099462896287,0.024795573337705656,0.020803314406774964,0.032805515665982776,0.0010004000800079016
2001-02-23,2001-02-16,,False,0.15802590279309806,-0.058865110758987864,-0.05270759205218768,-0.060979578918025884,-0.08678973865095219,-0.0517847034530771,-0.03500503519787509,0.4531454888436393,1.1955719557195572,271,1356,-0.00793815364128947,-0.005325867905150217,0.007767163911672759,0.0010602558529999584,-0.0011192295552159282,-0.0025330586586987947,0.0008002400320015202
2001-03-02,2001-02-23,,False,0.17072784146007508,-0.0040123059348073815,-0.016957838819791498,-0.013623226280440688,-0.07777067414724151,0.0052910793768103275,-0.08306175352405183,0.33619372337449294,1.4095940959409594,271,1358,-0.025866121354608862,-0.0024161908460932358,0.035485411528121125,0.009153922347521437,0.03500828558851765,0.04062087235159728,0.0010004000800079016
2001-03-09,2001-03-02,,False,0.19267053627363956,-0.025865802738287078,-0.04465579711258027,-0.05335985851740918,-0.0800555633391438,0.011046937379980646,-0.09110250071912446,0.4944191095654938,1.105263157894737,266,1333,-0.05309622408767467,0.018247144385374225,0.04597840508124884,0.020672624596911326,0.02814826848723051,0.05587384552534691,0.0010004000800079016
2001-03-16,2001-03-09,,False,0.21518885178965794,-0.0697074551349595,-0.07056905872720537,-0.07112850457536105,-0.07514156627618691,-0.06492983008979801,-0.010211736186388903,0.5522776972833237,0.9962264150943396,265,1328,-0.008809424270678767,-0.008734090070038558,-0.008719114046769172,0.002460867904716446,-0.018391528255722878,-0.020669672770320613,0.0010004000800079016
2001-03-23,2001-03-16,,False,0.26428378209964093,0.02493490111051121,0.015160505891456875,0.028455147877694067,0.06416618193629584,-0.009822370001051873,0.07398855193734771,0.3418822664749509,1.411320754716981,265,1329,-0.016119902166613187,0.0017239915514926096,0.0019142643579852514,0.004296454870285071,-0.0018521742049278922,-0.006624815177824761,0.0010004000800079016
2001-03-30,2001-03-23,,False,0.3079194158785801,-0.001288858547853537,0.018665280344725067,-0.0254116543487013,-0.054460562712491035,-0.02612406390895317,-0.028336498803537866,0.39613461969168184,1.2727272727272727,264,1322,-0.011962715021797354,0.002246447294162568,0.0320380955523758,0.02817368196756065,0.020501551861852985,0.06600558664113088,0.0010004000800079016
2001-04-06,2001-03-30,,False,0.3216392119955001,-0.0704083578759306,-0.06199843097997574,-0.05884428691747848,-0.08995220912058458,-0.04358366782912209,-0.046368541291462485,0.49453275485324905,1.0534351145038168,262,1312,-0.008182420978415261,0.006858853788656694,-0.006656962161834201,0.005098350449229683,0.009214034849336139,0.016717479613780117,0.0010004000800079016
2001-04-12,2001-04-06,,False,0.3597401898121345,0.08549276111837173,0.045135655439136,0.0631357614259551,0.14540786504908576,0.028624709923314555,0.1167831551257712,0.48092296170641463,1.1851851851851851,216,1085,0.038900228580985186,-0.0156211462423268,-0.02668022601257458,-0.02976449074619214,-0.022668161740854398,-0.05864686844439393,0.0008002400320015202
2001-04-20,2001-04-12,,False,0.3325296492547863,0.05997113953567399,0.03919452015779065,0.06661620745321781,0.09819281719390623,0.08786128890352074,0.010331528290385486,0.43531051157715916,1.1244239631336406,217,1089,0.03872600898468459,-0.014450058000057386,-0.029689169791373926,-0.009182150338103434,-0.02765641828362375,-0.06636287637242966,0.0010004000800079016
2001-04-27,2001-04-20,,False,0.32323173013981255,0.049258368177083005,0.046483601375265936,0.035843051166012316,0.05008769216630222,0.014962269824108998,0.03512542234219322,0.33576472451937084,1.1666666666666667,216,1084,0.024778679776332524,0.025683373963407252,-0.0014854131480248611,-0.013805471370206157,0.002956992934000091,-0.00024450365854866707,0.0010004000800079016
2001-05-04,2001-04-27,,False,0.2987816326526103,0.04723444159455036,0.03566408242470066,0.03080228811766325,0.04331691384808214,0.023273624979664218,0.02004328886841792,0.2757569477500787,1.2350230414746544,217,1088,0.012037380012413168,0.004381274627431431,-0.006818994097782527,0.006578215987839586,-0.009307906590556358,-0.027379615527078127,0.0005001000100002262
2001-05-11,2001-05-04,,False,0.2294590252048455,-0.0021023121143952227,-0.006985642516222143,-0.015542677442352323,-0.0077470854165261295,-0.02899842456089573,0.0212513391443696,0.4144072780266227,1.1173708920187793,213,1066,-0.01305510343629046,0.01426696490101631,0.028306432669376935,0.005880436096739716,0.018514633770426947,0.03779303218519536,0.0005001000100002262
2001-05-18,2001-05-11,,False,0.21531612876804554,0.05525348632277911,0.049819871083843274,0.05752389575948394,0.05212494983082213,0.05593724463416495,-0.0038122948033428167,0.3889206231568479,1.1869158878504673,214,1074,0.05530904886926935,-0.004047484161139536,-0.02680923601149321,-0.022938500379074633,-0.012883587293771703,-0.055973188410604835,0.0005001000100002262
2001-05-25,2001-05-18,,False,0.16299431330026615,0.01358260082374609,0.006501365102068553,0.012709535274232547,0.01327889303997027,-0.001199869455300441,0.01447876249527071,0.39051412039984795,1.0976744186046512,215,1079,-0.03513685683056733,0.019835998502022445,0.020283846031566855,0.010063486061909988,0.016215803248344818,0.030231348390666213,0.0005001000100002262
2001-06-01,2001-05-25,,False,0.15878910536349325,-0.02046526672982801,-0.012043231184971843,-0.028820029988182474,-0.017890703777720066,-0.034336197430901425,0.016445493653181358,0.4288163804568471,1.1506849315068493,219,1096,-0.00010793909726491968,0.010817913649617816,0.009765262833437705,0.0026879369763519456,0.006961382460723309,0.024939876625414525,0.0004000600039999469
2001-06-08,2001-06-01,,False,0.163396099246096,0.020463905279681723,0.01702009936546075,0.009268922859306082,0.026938281838759515,0.012449643351414531,0.014488638487344984,0.4362537646739202,1.0604651162790697,215,1080,-0.009616157598866915,0.008722904623805317,-0.008282381874141431,0.0018705910494409839,-0.008530637189252843,-0.013494878536623789,0.0005001000100002262
2001-06-15,2001-06-08,,False,0.16081811681292354,-0.045948575935485646,-0.03449406394321992,-0.059683877614942184,-0.054847543227655664,-0.05346404888909871,-0.0013834943385569523,0.5127774425692349,0.958904109589041,219,1097,-0.04034532120186696,0.006974325552192573,0.02942152101499862,0.03112048103331677,0.025539352935618043,0.06076478012555642,0.0005001000100002262
2001-06-22,2001-06-15,,False,0.1548374459970751,-0.025716955091376302,-0.012805057513990473,-0.019293437823248747,-0.026091102953419484,-0.00977701025424895,-0.016314092699170536,0.41575501975246737,1.3669724770642202,218,1096,0.006951314870828451,-0.008894971833343646,-0.006199468828796961,-0.0001372664363787912,-0.022217077985924538,-0.01257250388362885,0.0005001000100002262
2001-06-29,2001-06-22,,False,0.14361261174969667,0.04020176679193057,0.02863171150050434,0.045662843819565715,0.06161375486418006,0.05291301124311046,0.008700743621069602,0.5310706322085068,1.1818181818181819,220,1103,0.01978389383688417,0.015098847115099012,-0.005971221231425128,-0.008068215819961089,-0.006544153296776711,-0.025897456213986314,0.0005001000100002262
2001-07-06,2001-06-29,,False,0.13146508159824524,-0.02644734068233532,-0.013008280172366776,-0.023058724811028695,-0.02106098655051743,-0.0716584547966876,0.050597468246170174,0.5725172746849001,1.0493273542600896,223,1120,-0.03136105710326442,0.00840935390974984,0.019722137348633595,0.016735858276109905,0.019272724529682428,0.030769640398181863,0.0004000600039999469
2001-07-13,2001-07-06,,False,0.15740695044672462,0.02411261675162534,0.033955953472135605,0.026447626930863822,0.011434236267380701,0.030971197433210234,-0.019536961165829533,0.4232378494253367,1.201834862385321,218,1093,0.001115158631962876,-0.001808955158311143,0.01588719636778957,0.02190507207110204,-0.0011553734028224572,0.015247363953928783,0.0005001000100002262
2001-07-20,2001-07-13,,False,0.17118512312844794,0.0019252687512242154,-0.0025893390844874626,-0.00660962754137961,-0.00852079068239825,0.014777808825494352,-0.0232985995078926,0.5328215385085522,1.072072072072072,222,1112,-0.01046531193832112,0.014332619374866518,-0.004060492772286817,0.024767881498824806,0.010385645628666618,0.015785450184625516,0.0005001000100002262
2001-07-27,2001-07-20,,False,0.1782155706891161,-0.012178740508446955,-0.01073279829643804,-0.00743121239718806,0.001348601424710047,-0.010075122555715724,0.01142372398042577,0.45866913353847294,1.1785714285714286,224,1122,0.009532497497789949,-0.013361845818118168,0.004599009910732255,-0.0009654594064759658,-0.008024254297487321,-0.007266759282228752,0.0005001000100002262
2001-08-03,2001-07-27,,False,0.19805562137501553,0.006910077878404837,-0.005027028641867293,-0.00421276268811232,0.0007554582176625144,-0.00021752902042511402,0.0009729872380876284,0.42515169837515976,1.1517857142857142,224,1123,-0.003503073905932741,-0.005906753301336498,0.012343295979225566,-0.00432768489713431,0.0015140762003664765,-0.010740177434044873,0.0005001000100002262
2001-08-10,2001-08-03,,False,0.16356209927863072,-0.026204166339245237,-0.02382224000029232,-0.028313790328290567,-0.024942286121671924,-0.028760147966151742,0.003817861844479818,0.40683956757993683,1.1545454545454545,220,1101,-0.00922154526777974,0.000478061599909152,0.003163406631384591,0.02396785468786633,0.019503448583111593,0.024375283136800707,0.0005001000100002262
2001-08-17,2001-08-10,,False,0.15310250142514173,-0.011092651358941108,-0.024187079162685875,-0.030840238179421206,-0.024565358941104353,-0.01009726221669226,-0.014468096724412093,0.44072632374094983,1.1945701357466063,221,1110,-0.017539348949566325,0.017800113182055988,0.005277732717800632,0.028680872172426986,0.030408249161042233,0.04484271572619902,0.0005001000100002262
2001-08-24,2001-08-17,,False,0.1485611528185437,0.015411713031930376,0.018423303805698635,0.013496384126555874,0.013759367906970204,0.008319795986036509,0.005439571920933695,0.5377232527102215,1.1181818181818182,220,1103,0.005834132399937353,-0.0054029142574612,-0.011308241397702257,-0.012377906386585535,-0.0038781243194146997,-0.027956207711695824,0.0005001000100002262
2001-08-31,2001-08-24,,False,0.1597800480468433,-0.033433316955609395,-0.02304853020221084,-0.029248786846126553,-0.038409859570371484,-0.017863517088435553,-0.02054634248193593,0.41705019503156204,1.1415525114155252,219,1095,-0.03718567311296517,0.012518538663967238,0.02472958727461827,0.018281188200177212,0.027038280773878487,0.044058497679718034,0.0006001400160007275
2001-09-07,2001-08-31,,False,0.17744313393401343,-0.04447160859551775,-0.0489831220749403,-0.05141237170778345,-0.08447808063525229,-0.049058637544204836,-0.035419443091047456,0.43184603200164057,1.3703703703703705,216,1082,-0.038741190856113494,-0.014006280904285573,-0.0001458495568578133,0.022019156385581384,0.018968486254433037,0.019805601334644818,0.0008002400320015202
2001-09-10,2001-09-07,,False,0.18933470192999188,-0.04429547209015732,-0.060652399061302265,-0.04778861094534658,-0.06616758823165937,-0.02767572209274354,-0.03849186613891584,0.4433379993323414,1.3140096618357489,207,1041,-0.05030000000000001,-0.0004999999999999449,-0.008900000000000019,0.010699999999999932,0.009200000000000097,0.026999999999999913,0.00019999999999997797
2001-09-21,2001-09-10,,False,0.19658717548518917,-0.11346395923005528,-0.10429265125479922,-0.1115727521110137,-0.0924922649415356,-0.09440014288200813,0.0019078779404725216,0.47989316793226117,1.2211538461538463,208,1042,-0.03753684437543148,-0.03259642360185433,0.0035365159425222448,-0.0015473519909450228,-0.009026159571650871,0.011762077884506894,0.0010004000800079016
