date,equity
2023-04-18,10928.78250305043
2023-04-19,10848.165615359281
2023-04-20,10748.937145598524
2023-04-21,10728.350377893428
2023-04-24,10800.092595082528
2023-04-25,10665.298425109935
2023-04-26,10617.054165864294
2023-04-27,10700.556892582537
2023-04-28,10791.63322101039
2023-05-01,10748.425596047151
2023-05-02,10700.677608039608
2023-05-03,10626.29115425726
2023-05-04,10489.832825748546
2023-05-05,10632.951060363386
2023-05-08,10639.977941586965
2023-05-09,10661.926004925705
2023-05-10,10650.658455823948
2023-05-11,10613.011233565885
2023-05-12,10550.451016384435
2023-05-15,10600.715009520987
2023-05-16,10505.867612606296
2023-05-17,10656.869750319456
2023-05-18,10708.129811812818
2023-05-19,10717.866833345432
2023-05-22,10649.733043500664
2023-05-23,10533.897494152463
2023-05-24,10416.941160523116
2023-05-25,10389.455394339775
2023-05-26,10416.0511998615
2023-05-30,10392.909817991318
2023-05-31,10310.765902449626
2023-06-01,10486.624370889916
2023-06-02,10633.322010672433
2023-06-05,10549.720416911949
2023-06-06,10495.88420743883
2023-06-07,10400.362484258285
2023-06-08,10544.824334161784
2023-06-09,10615.614146893575
2023-06-12,10662.23467844763
2023-06-13,10636.969254093396
2023-06-14,10606.28508829413
2023-06-15,10763.369796009665
2023-06-16,10727.811163547245
2023-06-20,10682.030910534491
2023-06-21,10595.4429358119
2023-06-22,10609.106877555974
2023-06-23,10554.938602987873
2023-06-26,10461.132991625707
2023-06-27,10556.960484523826
2023-06-28,10589.564842544183
2023-06-29,10672.516186113833
2023-06-30,10770.353403612557
2023-07-03,10767.351322406621
2023-07-05,10782.7392312452
2023-07-06,10699.663487216674
2023-07-07,10719.947077167406
2023-07-10,10770.683367978878
2023-07-11,10984.540647477352
2023-07-12,11081.376250632235
2023-07-13,11171.208608396279
2023-07-14,11150.08991161975
2023-07-17,11196.356545199107
2023-07-18,11340.576050537617
2023-07-19,11357.648804038161
2023-07-20,11306.961551860542
2023-07-21,11223.975921983802
2023-07-24,11305.647916316282
2023-07-25,11334.896615084212
2023-07-26,11418.365011525844
2023-07-27,11353.096308109649
2023-07-28,11492.466376855236
2023-07-31,11529.678851549455
2023-08-01,11707.86772361585
2023-08-02,11443.293717124574
2023-08-03,11365.40282823923
2023-08-04,11346.231439345358
2023-08-07,11494.52110716498
2023-08-08,11410.899761106404
2023-08-09,11293.933636056057
2023-08-10,11347.222821586935
2023-08-11,11339.376700227185
2023-08-14,11450.009351144161
2023-08-15,11238.083229119717
2023-08-16,11087.170613459744
2023-08-17,10921.728048691228
2023-08-18,10945.00790203289
2023-08-21,11047.537372101342
2023-08-22,11018.027414319593
2023-08-23,11153.907816559304
2023-08-24,10836.703807265065
2023-08-25,11032.298938119611
2023-08-28,11134.692154109338
2023-08-29,11264.883333905449
2023-08-30,11344.358532940909
2023-08-31,11385.9754757618
2023-09-01,11514.644501308085
2023-09-05,11515.909772365452
2023-09-06,11433.476555058814
2023-09-07,11415.021587704587
2023-09-08,11416.193839010311
2023-09-11,11496.478107970597
2023-09-12,11392.374282661302
2023-09-13,11334.677236069449
2023-09-14,11375.514201041871
2023-09-15,11204.116738043995
2023-09-18,11212.665849055802
2023-09-19,11113.296402983313
2023-09-20,10863.830190112927
2023-09-21,10759.178323318802
2023-09-22,10680.664012404415
2023-09-25,10717.122167191039
2023-09-26,10523.946116238158
2023-09-27,10564.822743621817
2023-09-28,10564.154023435942
2023-09-29,10613.291762231509
2023-10-02,10709.279333648443
2023-10-03,10599.011672377508
2023-10-04,10679.899828696842
2023-10-05,10678.059682955598
2023-10-06,10856.474334256474
2023-10-09,10897.493654015212
2023-10-10,10896.934553818233
2023-10-11,10959.539929340312
2023-10-12,10955.164310839393
2023-10-13,10842.685135884158
2023-10-16,10970.355080382125
2023-10-17,10922.365366063668
2023-10-18,10808.426474920663
2023-10-19,10832.62960794794
2023-10-20,10656.783313315742
2023-10-23,10569.282866781105
2023-10-24,10682.456679907553
2023-10-25,10517.03882809845
2023-10-26,10311.260552730444
2023-10-27,10527.133818448345
2023-10-30,10640.851183081599
2023-10-31,10739.043930649994
2023-11-01,10913.92009361882
2023-11-02,11055.18021110159
2023-11-03,11075.621461512283
2023-11-06,11134.414381873701
2023-11-07,11298.183597807158
2023-11-08,11252.366650196996
2023-11-09,11207.053622351586
2023-11-10,11443.94558973849
2023-11-13,11404.813170737134
2023-11-14,11593.251796836996
2023-11-15,11685.767671505411
2023-11-16,11747.726072830617
2023-11-17,11727.506505866024
2023-11-20,11894.03154885604
2023-11-21,11785.274129124251
2023-11-22,11805.071788681604
2023-11-24,11826.655307965528
2023-11-27,11852.647033193321
2023-11-28,11921.002537803854
2023-11-29,11950.172184330542
2023-11-30,12173.699985351344
2023-12-01,12212.054546758334
2023-12-04,11996.346899629698
2023-12-05,12053.341971031165
2023-12-06,11944.566499705064
2023-12-07,12027.68906920054
2023-12-08,12138.294581028427
2023-12-11,12228.518776412806
2023-12-12,12296.515371203188
2023-12-13,12358.561371300602
2023-12-14,12332.097310829502
2023-12-15,12437.333473801533
2023-12-18,12434.188965408845
2023-12-19,12489.1953881977
2023-12-20,12333.423314413845
2023-12-21,12501.440377390305
2023-12-22,12561.153484579962
2023-12-26,12706.487041605462
2023-12-27,12726.846061232001
2023-12-28,12713.27311906255
2023-12-29,12665.873286171043
2024-01-02,12396.895954241125
2024-01-03,12228.496222437376
2024-01-04,12227.984851897032
2024-01-05,12268.08798929798
2024-01-08,12507.069483968293
2024-01-09,12478.717510793713
2024-01-10,12536.963633269192
2024-01-11,12605.851737075198
2024-01-12,12577.695089334304
2024-01-16,12517.533815599158
2024-01-17,12396.366365058871
2024-01-18,12526.923569515779
2024-01-19,12770.198911358057
2024-01-22,12779.809985235066
2024-01-23,12780.641455794304
2024-01-24,12859.608649762959
2024-01-25,13041.636974435723
2024-01-26,12723.144669672974
2024-01-29,12886.82811037703
2024-01-30,12896.858211394532
2024-01-31,12701.237186405198
2024-02-01,12947.048072796271
2024-02-02,12954.661218149091
2024-02-05,12997.142584475181
2024-02-06,12945.253381052546
2024-02-07,12822.89517394942
2024-02-08,12844.740352819226
2024-02-09,12843.673399726085
2024-02-12,12912.297302731136
2024-02-13,12664.400911882874
2024-02-14,12825.265836482864
2024-02-15,12952.198806327437
2024-02-16,12857.22533851893
2024-02-20,12757.817214895234
2024-02-21,12645.620235941162
2024-02-22,12826.874420296686
2024-02-23,12888.710316401357
2024-02-26,12924.730073444232
2024-02-27,12866.141345338821
2024-02-28,12838.547893473466
2024-02-29,12986.833633095373
2024-03-01,13190.439940244494
2024-03-04,13353.345271114062
2024-03-05,12995.784877653205
2024-03-06,13209.667731078309
2024-03-07,13396.731363477094
2024-03-08,13275.109165068214
2024-03-11,13202.9014436106
2024-03-12,13362.797917127647
2024-03-13,13249.250452348027
2024-03-14,13138.332821231117
2024-03-15,13037.75240732571
2024-03-18,13171.385593263638
2024-03-19,13187.084074100405
2024-03-20,13337.84719650004
2024-03-21,13419.340727090039
2024-03-22,13320.383160236197
2024-03-25,13216.67974320089
2024-03-26,13205.04034454711
2024-03-27,13409.776759514916
2024-03-28,13447.484550012223
2024-04-01,13389.321759247225
2024-04-02,13394.660236139263
2024-04-03,13516.722436977932
2024-04-04,13309.520176012384
2024-04-05,13517.743333456163
2024-04-08,13493.512045430221
2024-04-09,13383.493614991843
2024-04-10,13297.508527035183
2024-04-11,13243.543782262766
2024-04-12,12939.771434461854
2024-04-15,12722.621142282685
2024-04-16,12764.566928087273
2024-04-17,12530.866433176803
2024-04-18,12526.478161190298
2024-04-19,12604.027780560536
2024-04-22,12712.090232272827
2024-04-23,12820.748089046809
2024-04-24,12847.70470113465
2024-04-25,12428.4151966959
2024-04-26,12448.296717541429
2024-04-29,12503.363135034457
2024-04-30,12283.916076836702
2024-05-01,12226.192618737288
2024-05-02,12328.09757222728
2024-05-03,12321.773356802369
2024-05-06,12503.507018105947
2024-05-07,12292.97590849868
2024-05-08,12361.112198364295
2024-05-09,12500.889705781421
2024-05-10,12561.672880458964
2024-05-13,12515.31902139168
2024-05-14,12593.281478951061
2024-05-15,12522.018675267807
2024-05-16,12523.57245977482
2024-05-17,12612.883418975991
2024-05-20,12482.24120322106
2024-05-21,12523.611099532742
2024-05-22,12457.20831444175
2024-05-23,12250.303627463161
2024-05-24,12350.95730529091
2024-05-28,12288.568384449485
2024-05-29,12157.573886166989
2024-05-30,12241.116704566073
2024-05-31,12393.047134050701
2024-06-03,12277.08338067641
2024-06-04,12257.153227305138
2024-06-05,12275.085566963025
2024-06-06,12255.675654281358
2024-06-07,12302.126844847533
2024-06-10,12325.003639899305
2024-06-11,12115.811175538087
2024-06-12,12125.047763468046
2024-06-13,12120.252332377662
2024-06-14,12141.215226650926
2024-06-17,12272.760635511004
2024-06-18,12344.764398488513
2024-06-20,12409.233747766524
2024-06-21,12343.598452636825
2024-06-24,12453.223350453596
2024-06-25,12400.83544272106
2024-06-26,12358.326529910657
2024-06-27,12315.694599680653
2024-06-28,12343.335684803675
2024-07-01,12490.793841099246
2024-07-02,12599.533548296664
2024-07-03,12615.877351218118
2024-07-05,12606.489583071398
2024-07-08,12586.944717500981
2024-07-09,12624.56636543311
2024-07-10,12757.234654638973
2024-07-11,12726.617016399963
2024-07-12,12706.474426399494
2024-07-15,12869.39038195939
2024-07-16,13022.17223050071
2024-07-17,13055.385434577836
2024-07-18,12847.568588475655
2024-07-19,12744.638446562958
2024-07-22,12840.651149391773
2024-07-23,12901.561098533728
2024-07-24,12658.761395655281
2024-07-25,12628.187792103496
2024-07-26,13380.102744227612
2024-07-29,13309.802375248097
2024-07-30,13500.350229658541
2024-07-31,13489.366132473679
2024-08-01,13208.421140898763
2024-08-02,12656.29885488846
2024-08-05,12428.018824290824
2024-08-06,12693.005703517636
2024-08-07,12635.158777551456
2024-08-08,12929.403184052557
2024-08-09,13017.22932414777
2024-08-12,12953.823455335581
2024-08-13,13094.665637761876
2024-08-14,13218.434181021768
2024-08-15,13381.74727663061
2024-08-16,13444.566208642407
2024-08-19,13500.262406145092
2024-08-20,13441.824470485059
2024-08-21,13395.822496335011
2024-08-22,13425.83723698227
2024-08-23,13635.329612558804
2024-08-26,13729.621570474706
2024-08-27,13741.540017527232
2024-08-28,13738.400197209035
2024-08-29,13869.84201445033
2024-08-30,13979.59592719068
2024-09-03,13634.552971552226
2024-09-04,13641.563517048293
2024-09-05,13580.81040878368
2024-09-06,13317.479368070351
2024-09-09,13516.843853127488
2024-09-10,13286.898238511289
2024-09-11,13428.479154279095
2024-09-12,13513.683188965264
2024-09-13,13611.402333159122
2024-09-16,13740.044982612195
2024-09-17,13713.458156563462
2024-09-18,13663.809341112601
2024-09-19,13851.143272152174
2024-09-20,13887.736148861643
2024-09-23,13931.792578324583
2024-09-24,13970.232619282287
2024-09-25,13928.079719037636
2024-09-26,13982.039370750306
2024-09-27,13981.623739838857
2024-09-30,13991.30861477581
2024-10-01,13951.671818624669
2024-10-02,13929.689677673623
2024-10-03,13909.09828925352
2024-10-04,14104.334766345584
2024-10-07,14032.056535752066
2024-10-08,13947.216654377646
2024-10-09,14131.944548901565
2024-10-10,14050.068337565222
2024-10-11,14193.523445959581
2024-10-14,14192.272277502067
2024-10-15,14175.251895485022
2024-10-16,14267.270946023924
2024-10-17,14280.602137769682
2024-10-18,14178.27311092215
2024-10-21,14072.672948825739
2024-10-22,14059.700137545462
2024-10-23,13999.292292068474
2024-10-24,13776.868630797153
2024-10-25,13641.314644966033
2024-10-28,13816.670079140553
2024-10-29,13695.1842121957
2024-10-30,13557.929636695668
2024-10-31,13555.977277336788
2024-11-01,13578.275971694675
2024-11-04,13452.965096571721
2024-11-05,13667.35644649805
2024-11-06,14682.146729622138
