formation_date,entry_date,exit_date,n_holdings,gross_return,net_return,turnover,cost,short_gross_return,spread_gross_return,short_turnover,median_marketcap,median_adv_proxy
2001-03-29,2001-03-30,2001-04-30,293,0.1200104731938611,0.1190104731938611,1.0,0.001,0.21788091271831844,-0.09787043952445734,1.0,543.2,
2001-04-27,2001-04-30,2001-05-29,289,0.08391596947594111,0.08342775398772563,0.4882154882154882,0.00048821548821548823,0.13366541126808035,-0.049749441792139235,0.4713804713804714,955.8499999999999,
2001-05-25,2001-05-29,2001-06-26,290,-0.1164343786603219,-0.11695314999137991,0.5187713310580204,0.0005187713310580204,-0.1294350327725262,0.013000654112204288,0.5119453924914675,769.8499999999999,
2001-06-25,2001-06-26,2001-07-25,289,-0.0211679860836826,-0.021553651612692837,0.3856655290102389,0.0003856655290102389,-0.02677348132735085,0.005605495243668251,0.49829351535836175,652.4,
2001-07-24,2001-07-25,2001-08-22,285,-0.04357905233791097,-0.04403266058533365,0.4536082474226804,0.0004536082474226804,-0.05522706562933637,0.011648013291425396,0.49828178694158076,559.4,
2001-08-21,2001-08-22,2001-09-26,285,-0.1825174608134664,-0.18296075978253856,0.44329896907216493,0.00044329896907216497,-0.25434590853733835,0.07182844772387195,0.4261168384879725,755.5,
2001-09-25,2001-09-26,2001-10-24,283,0.08348563308111089,0.08303407598768528,0.4515570934256055,0.0004515570934256055,0.1870943693190335,-0.10360873623792262,0.41695501730103807,719.4,
2001-10-23,2001-10-24,2001-11-21,280,0.07961670141734238,0.0791376804383214,0.479020979020979,0.000479020979020979,0.18683528490838094,-0.10721858349103856,0.44405594405594406,887.0,
2001-11-20,2001-11-21,2001-12-20,277,0.05813304449809703,0.05763832618823787,0.49471830985915494,0.0004947183098591549,0.07863799227711787,-0.020504947779020843,0.4841549295774648,844.6,
2001-12-19,2001-12-20,2002-01-22,273,-0.011896534304512103,-0.012400118533902785,0.503584229390681,0.0005035842293906811,-0.011114863254309854,-0.0007816710502022498,0.553763440860215,866.0,
2002-01-18,2002-01-22,2002-02-20,276,-0.08743561068322962,-0.08785287687027998,0.4172661870503597,0.0004172661870503597,-0.07257313847606961,-0.014862472207160013,0.4244604316546763,750.5,
2002-02-19,2002-02-20,2002-03-20,281,0.09122732410062888,0.09072732410062888,0.5,0.0005,0.12857584060458538,-0.0373485165039565,0.50355871886121,774.2,
2002-03-19,2002-03-20,2002-04-18,283,0.031601769328372026,0.03113510266170536,0.4666666666666667,0.0004666666666666667,-0.027862477134450624,0.059464246462822654,0.40350877192982454,988.45,
2002-04-17,2002-04-18,2002-05-16,287,-0.036152064712757906,-0.03657103022999929,0.4189655172413793,0.0004189655172413794,-0.07842347055042388,0.042271405837665976,0.39827586206896554,954.75,
2002-05-15,2002-05-16,2002-06-14,291,-0.1582210281326442,-0.15868322744535895,0.46219931271477666,0.00046219931271477665,-0.16615195117489107,0.007930923042246879,0.46563573883161513,832.4,
2002-06-13,2002-06-14,2002-07-15,290,-0.10257087896168848,-0.10303479648746168,0.4639175257731959,0.0004639175257731959,-0.12845578849496367,0.025884909533275186,0.4742268041237113,675.2,
2002-07-12,2002-07-15,2002-08-12,291,-0.08528286362252396,-0.08568868554033218,0.4058219178082192,0.0004058219178082192,-0.15458041774534423,0.06929755412282027,0.4023972602739726,696.5,
2002-08-09,2002-08-12,2002-09-10,293,0.029625945644577253,0.02917696605274052,0.4489795918367347,0.00044897959183673463,0.07935478655293304,-0.04972884090835579,0.4217687074829932,768.7,
2002-09-09,2002-09-10,2002-10-08,285,-0.1623114121857938,-0.16273318089327682,0.4217687074829932,0.00042176870748299324,-0.23532978384968856,0.07301837166389474,0.4013605442176871,769.35,
2002-10-07,2002-10-08,2002-11-05,273,0.16320342077054448,0.16276635783348153,0.4370629370629371,0.00043706293706293706,0.38463587500474994,-0.22143245423420546,0.4370629370629371,644.75,
2002-11-04,2002-11-05,2002-12-04,265,0.053207216025902636,0.05258495325218001,0.6222627737226277,0.0006222627737226278,0.10015893761978874,-0.0469517215938861,0.5711678832116789,748.9,
2002-12-03,2002-12-04,2003-01-03,259,-0.050555829752357034,-0.05101432031839477,0.45849056603773586,0.0004584905660377359,0.005308117834287117,-0.055863947586644154,0.40943396226415096,792.2,
2003-01-02,2003-01-03,2003-02-03,258,-0.06322059861325245,-0.0636494447670986,0.4288461538461538,0.00042884615384615384,-0.04980041203502635,-0.0134201865782261,0.43653846153846154,749.1,
2003-01-31,2003-02-03,2003-03-04,257,-0.04381133116571686,-0.0443499412043269,0.5386100386100386,0.0005386100386100386,-0.053025850726511115,0.009214519560794256,0.6042471042471043,615.3,
2003-03-03,2003-03-04,2003-04-01,259,0.01768300578236613,0.01722131995861134,0.4616858237547893,0.0004616858237547893,0.016650027445062984,0.0010329783373031441,0.46934865900383144,842.5,
2003-03-31,2003-04-01,2003-04-30,263,0.09508031296956536,0.09465065517488855,0.4296577946768061,0.00042965779467680603,0.12499672260123511,-0.02991640963166975,0.3916349809885932,720.3,
2003-04-29,2003-04-30,2003-05-29,261,0.11574795781911626,0.11523845211569421,0.5095057034220533,0.0005095057034220533,0.14098115463306427,-0.025233196813948006,0.4866920152091255,749.6,
2003-05-28,2003-05-29,2003-06-26,260,0.053529749254936254,0.053092967645740854,0.4367816091954023,0.00043678160919540237,0.04173851385914942,0.011791235395786831,0.49808429118773945,644.2,
