strategy,rebalance_date,next_rebalance_date,outgoing_symbol,incoming_symbol,outgoing_prior_rank,outgoing_current_rank,incoming_current_rank,rank_gap,outgoing_rank_deterioration,outgoing_score,incoming_score,score_spread,score_percentile_spread,outgoing_return_20d,incoming_return_20d,outgoing_return_60d,incoming_return_60d,outgoing_acceleration,incoming_acceleration,outgoing_unrealized_return,outgoing_holding_sessions,outgoing_mfe_to_date,outgoing_mae_to_date,outgoing_giveback,outgoing_recovery_from_mae,outgoing_currently_profitable,incoming_drawdown_from_60d_high,incoming_distance_from_189d_high,outgoing_subsequent_return,incoming_subsequent_return,replacement_advantage,outgoing_future_mfe,outgoing_future_mae,outgoing_future_max_drawdown,incoming_future_mfe,incoming_future_mae,incoming_future_max_drawdown
Market-Residual Momentum,2025-02-03,2025-03-03,AAPL,V,5,7,5,2,2,-0.007503047742695501,-0.006820495192982778,0.0006825525497127227,0.07142857142857151,-0.0575834119649038,0.08150870564764778,0.05988794431590394,0.17785587722298413,-0.0775460600702051,0.02222341323998641,-0.05194231906576263,20,0.0,-0.1056120424218393,0.05194231906576263,0.05366972335607667,False,-0.003643751297299991,-0.003643751297299991,0.05246243948609419,0.06944345894756632,0.016981019461472124,0.08819896953925532,-0.018653021620321564,-0.03966007971444463,0.07238968321333905,-0.0022353228400735503,-0.022986630985040946
Market-Residual Momentum,2025-03-03,2025-04-01,MSFT,MCD,3,6,3,3,3,-0.007031498820328275,-0.006524918274078084,0.0005065805462501904,0.1071428571428572,-0.04145637815149483,0.06203485322165081,-0.06062915402099622,0.04788589316038916,-0.021246660144496093,0.04607288883485443,-0.03905705502257428,186,0.1273317379602068,-0.049045827952120646,0.1663887929827811,0.009988772929546363,False,-0.007691949989809377,-0.02013932149847475,-0.060603910340834344,0.016130627647664042,0.07673453798849839,0.008349496648207388,-0.07745021040155642,-0.06575740033348709,0.05910216460473938,-0.04024522056661939,-0.07404527983257447
Market-Residual Momentum,2025-04-01,2025-05-01,MCD,MSFT,3,7,5,2,4,-0.00843060891922176,-0.007431862460316574,0.0009987464589051864,0.07142857142857151,0.026553654164677587,-0.03190123295874736,0.0837680660566884,-0.10592927053440004,-0.001369034520885215,0.0034085238860526515,0.01382634464497201,21,0.04277692759295704,-0.03443578181361573,0.028950582947985026,0.04826212645858774,True,-0.15731030676372848,-0.19245663055477047,0.00022356591725958275,0.15070069252944007,0.1504771266121805,0.027788484838739524,-0.07212205159167728,-0.05793811999393561,0.05874821658388307,-0.07970089128327307,-0.08033495399344193
Market-Residual Momentum,2025-05-01,2025-06-02,JNJ,AXP,2,9,3,6,7,-0.011500917664963861,-0.007969256219021337,0.0035316614459425244,0.2142857142857143,0.019967317449344657,-0.011777462067554256,0.03747412927364291,-0.1555478516150488,0.00747594102479702,0.04007182180412868,-0.010926304861519354,122,0.061145492287214775,-0.10823353171732097,0.07207179714873413,0.09730722685580162,False,-0.16608595073319465,-0.1797512324796151,0.0051892727432159,0.09085833111189179,0.08566905836867589,0.018967714929413626,-0.05729030726276907,-0.06954856210248173,0.13291037494537483,-0.005522429053463229,-0.056500191791331034
Market-Residual Momentum,2025-06-02,2025-07-01,MSFT,JPM,4,6,4,2,2,-0.009082399495344284,-0.006998982727073666,0.0020834167682706184,0.07142857142857151,0.08620917408392992,0.06930201163456351,0.15224519204191767,0.056041420267023634,0.03546077673662403,0.0506215382122223,0.23334687633942508,42,0.23334687633942508,-0.0536233810434229,0.0,0.286970257382848,True,-0.013305486451626214,-0.05116595078222386,0.08399419373058548,0.10596157873006962,0.02196738499948414,0.09336109364514655,-0.0005468784004660776,-0.00816507022742996,0.11265305009913074,-0.010303332077596039,-0.016223955441954985
Market-Residual Momentum,2025-06-02,2025-07-01,KO,GS,5,9,5,4,4,-0.009600953354747754,-0.007096714188700171,0.002504239166047584,0.1428571428571429,0.01136221317385866,0.08958165692627551,0.03641643366118785,0.01749032219264457,-0.0007765980465372913,0.08375154952872732,0.21373660040548415,293,0.24403777471858512,-0.050997083951598965,0.030301174313100976,0.2647336843570831,True,-0.025179783392625943,-0.09782161274786971,-0.0074311020299389074,0.1827598823644061,0.190190984394345,0.009162831624676349,-0.03833087534552604,-0.0417490509494437,0.19328442691791947,-0.010741718907501308,-0.018508725910752033
Market-Residual Momentum,2025-09-02,2025-10-01,V,MSFT,5,7,5,2,2,-0.007349478285518352,-0.006768638688258277,0.0005808395972600744,0.07142857142857151,0.03845292565040026,-0.03164807433076877,-0.042394043780334845,0.09410611317674933,0.05258427357717854,-0.06301677872301856,0.03993580627965043,145,0.10164462782634232,-0.09179801676195387,0.06170882154669188,0.1317338230416043,True,-0.0524924327021421,-0.0524924327021421,-0.02576511196969411,0.028633024952197106,0.054398136921891216,0.009504488759785268,-0.045346552008490804,-0.04575631455528262,0.03957801336064959,-0.016184685022133327,-0.02553290028115618
Market-Residual Momentum,2025-10-01,2025-11-03,MSFT,KO,5,6,5,1,1,-0.006863997001996691,-0.006817421882502228,4.6575119494463024e-05,0.03571428571428581,0.02539998903555518,-0.032310684976388004,0.04235609345788838,-0.0588844060642868,0.011281291216259056,-0.012682549621625738,0.0349272407765997,21,0.0368354429086597,-0.010929614429211143,0.0019082021320599996,0.04585685520581084,True,-0.0554259067111601,-0.08925875183391263,0.009731914976569334,0.03443097786554139,0.024699062888972056,0.07560209611227764,-0.017094045710453698,-0.04475434673379952,0.07683045980041481,-0.010073755895244063,-0.0402976777744678
Market-Residual Momentum,2025-11-03,2025-12-01,CSCO,MCD,3,7,2,5,4,-0.006306864671900558,-0.005345481782032313,0.0009613828898682453,0.1785714285714286,0.07641343450858273,-0.008472515288044713,0.05223845179460507,-0.025285911982477427,0.05900061724371437,-4.38779605522379e-05,0.26531735064418416,209,0.26531735064418416,-0.09043383115358361,0.0,0.35575118179776777,True,-0.05855083451306553,-0.060579424137274795,0.02761019529768216,0.045913696525081704,0.018303501227399543,0.07304643921678755,-0.05455026940349095,-0.047848806888221906,0.05250780680655032,-0.010850978736937189,-0.02375122528583229
Market-Residual Momentum,2025-11-03,2025-12-01,AXP,PG,4,16,3,13,12,-0.00893645108099439,-0.005398682270783106,0.0035377688102112836,0.4642857142857143,0.09509460360631294,-0.005572257588536411,0.22703503939039105,-0.013476174823706333,0.019416257142849266,-0.0010801993139676336,0.3528249459319692,128,0.35635004016045957,0.0,0.003525094228490344,0.3528249459319692,True,-0.05556328972859914,-0.12965310185423018,0.00792233880140758,-0.013324411519796686,-0.021246750321204266,0.04495845597157544,-0.07451528921484951,-0.0861389187454199,0.009327089178653214,-0.040040131219542974,-0.030646370619505037
Market-Residual Momentum,2025-12-01,2026-01-02,GS,MSFT,5,7,1,6,2,-0.007428601680343316,-0.004770791344575476,0.0026578103357678406,0.2142857142857143,0.04540857947612431,-0.06244121437924954,0.10300434047030826,-0.029606294672096523,0.011073799319354892,-0.0525724494885507,0.387340458895415,126,0.4090565570848985,0.0,0.0217160981894835,0.387340458895415,True,-0.09065079026673106,-0.09065079026673106,0.08525929677328392,-0.008291725765819491,-0.09355102253910341,0.12835039741427767,-0.010970133044989727,-0.04247940644341863,0.010359471049731228,-0.035951250976777316,-0.03495795984138694
Market-Residual Momentum,2026-01-02,2026-02-02,JPM,JNJ,2,7,5,2,5,-0.007095095755431324,-0.006973043889594854,0.00012205186583646999,0.07142857142857151,0.04657657911244795,0.00744811558222036,0.04217617122856998,0.1068450504956655,0.032517855369591286,-0.02816690124966814,0.23696467881416217,148,0.2636449092836821,-0.004068008624307673,0.02668023046951995,0.24103268743846984,True,-0.033711507480160385,-0.033711507480160385,-0.051679617948446555,0.10395520631279398,0.15563482426124053,0.046155112034111045,-0.07644182352349849,-0.11024765763484423,0.112078113629005,-0.028575570500204095,-0.01494042634097148
Market-Residual Momentum,2026-02-02,2026-03-02,MSFT,TRV,2,6,5,1,4,-0.0075897550524343105,-0.007548860826639636,4.089422579467428e-05,0.03571428571428581,-0.11027248002775836,-0.019133950376936104,-0.16620817861121984,0.06715796492693404,-0.05486975382401841,-0.04151993868591412,-0.11905248802005952,42,0.0073294114327557836,-0.11905248802005952,0.1263818994528153,0.0,False,-0.03175186511996697,-0.03175186511996697,-0.0847976999573199,0.07572316045926519,0.1605208604165851,0.0011621420866239074,-0.11077253668486431,-0.10434285586348624,0.08359274143576223,-0.009198661593848967,-0.028757135240933818
Market-Residual Momentum,2026-04-01,2026-05-01,PG,AAPL,4,6,5,1,2,-0.008690051851643066,-0.007837502145962016,0.0008525497056810494,0.03571428571428581,-0.09566738342301029,-0.03776315858106338,0.025922379505792126,-0.06266396427422127,-0.10430817659160767,-0.016875170489656293,-0.030875930324511636,102,0.12183281792033651,-0.0803465143943094,0.15270874824484815,0.04947058406979776,False,-0.08662628830362462,-0.11238175115587767,0.035182374128667426,0.09752829417302289,0.06234592004435546,0.0670353224461111,-0.022095689401313123,-0.031375475389983754,0.0862720446674401,-0.03298179567813819,-0.025196714096157535
